NUTS YYYY MM 0 BAREA
GR141 1996 07 4 981.428
GR141 1996 08 3 197.066
GR141 1997 07 3 357.355
GR141 1997 08 2 0.0992931
GR141 1997 09 2 10.5413
GR141 1997 10 4 41.8852
GR141 1998 08 2 24.0994
GR141 2000 03 2 0.215356
GR141 2000 05 2 0.128764
GR141 2000 07 2 4.45411
GR141 2000 08 4 7.29511
GR141 2000 09 4 21.9263
GR141 2001 03 2 0.295735
GR141 2001 06 3 0.499228
GR141 2001 07 4 13.6173
GR141 2001 08 2 0.17528
GR141 2001 09 4 1.50899
GR141 2001 10 5 11.8497
GR141 2002 02 2 0.157908
GR141 2002 03 5 1.82019
GR141 2002 05 2 0.289054
GR141 2002 07 2 0.0731671
GR141 2003 04 2 0.437779
GR141 2004 08 2 0.115742
GR142 1983 01 2 0.0850582
GR142 1983 03 2 0.148304
GR142 1983 04 4 4.00666
GR142 1983 06 2 0.363408
GR142 1983 07 2 54.3503
GR142 1983 08 2 46.7693
GR142 1983 09 5 131.095
GR142 1983 10 5 94.2725
GR142 1984 07 5 1665.02
GR142 1984 08 5 369.056
GR142 1984 09 5 694.238
GR142 1984 10 5 236.245
GR142 1985 04 3 13.1074
GR142 1985 07 3 128.557
GR142 1985 08 3 1744.87
GR142 1985 09 3 1269.51
GR142 1985 10 2 2.64548
GR142 1986 06 2 215.476
GR142 1986 07 2 6.52399
GR142 1986 08 4 30.351
GR142 1986 09 4 447.626
GR142 1986 10 5 66.1911
GR142 1987 07 5 757.237
GR142 1987 08 5 202.948
GR142 1987 09 5 1051.44
GR142 1988 01 2 204.781
GR142 1988 06 2 89.0051
GR142 1988 07 2 11850.2
GR142 1988 08 2 4330.72
GR142 1988 09 2 398.736
GR142 1988 10 3 8.95219
GR142 1989 02 2 6.032
GR142 1989 06 2 3.02525
GR142 1989 08 3 9.58681
GR142 1989 09 2 5.13051
GR142 1990 01 2 2.12672
GR142 1990 02 2 16.7877
GR142 1990 03 3 71.7839
GR142 1990 05 2 4.40461
GR142 1990 07 2 4.04337
GR142 1990 08 3 13.1095
GR142 1991 06 2 242.54
GR142 1991 07 2 186.302
GR142 1991 08 2 478.437
GR142 1991 09 2 2468.68
GR142 1991 10 2 913.887
GR142 1992 02 3 14.4867
GR142 1992 05 2 2.56614
GR142 1992 06 2 12.2558
GR142 1992 07 2 8.72134
GR142 1992 08 2 1154.11
GR142 1992 09 2 381.721
GR142 1992 10 2 587.911
GR142 1993 03 5 10.2307
GR142 1993 04 3 0.509416
GR142 1993 05 2 0.114387
GR142 1993 06 5 45.7415
GR142 1993 07 5 1075.75
GR142 1993 08 5 746.526
GR142 1993 09 5 635.616
GR142 1993 10 5 214.822
GR142 1994 05 2 0.11447
GR142 1994 06 2 440.768
GR142 1994 07 2 1960.3
GR142 1994 08 2 1979.16
GR142 1994 09 2 1278.52
GR142 1994 10 2 985.488
GR142 1995 05 4 101.584
GR142 1995 06 4 1285.99
GR142 1995 07 4 522.727
GR142 1995 08 4 1139.26
GR142 1995 09 4 539.672
GR142 1996 05 4 11.1559
GR142 1996 06 4 519.939
GR142 1996 07 4 331.337
GR142 1996 08 4 1438.33
GR142 1996 09 5 86.1546
GR142 1997 06 5 99.3306
GR142 1997 07 5 1670.14
GR142 1997 08 5 270.271
GR142 1997 09 5 683.733
GR142 1997 10 5 99.141
GR142 2000 06 3 40.2664
GR142 2000 07 5 4.03044
GR142 2000 08 5 8.1432
GR142 2000 09 5 2.5966
GR142 2001 03 2 0.383648
GR142 2001 06 2 3.80589
GR142 2001 07 5 1.15741
GR142 2001 08 5 1.59138
GR142 2001 09 5 251.907
GR142 2001 10 5 92.5972
GR142 2001 11 2 2.50732
GR142 2002 01 2 2.72813
GR142 2002 06 3 0.401994
GR142 2002 07 3 4.63247
GR142 2002 10 4 0.260705
GR142 2003 07 2 0.952027
GR142 2003 10 2 0.154617
GR142 2004 07 4 36.7322
GR142 2004 09 2 0.87684
GR143 1983 01 2 0.168464
GR143 1983 03 5 1.31151
GR143 1983 04 3 8.23639
GR143 1983 05 2 0.710774
GR143 1983 06 3 17.0036
GR143 1983 07 3 2.16312
GR143 1983 08 5 64.1188
GR143 1983 09 5 146.693
GR143 1983 10 5 17.7332
GR143 1984 06 3 1.52048
GR143 1984 07 3 68.814
GR143 1984 08 2 3.06018
GR143 1984 09 2 295.23
GR143 1984 10 5 14.5634
GR143 1985 02 3 0.990405
GR143 1985 04 2 29.241
GR143 1985 06 3 44.9117
GR143 1985 07 4 286.182
GR143 1985 08 4 611.18
GR143 1985 09 5 65.9024
GR143 1985 11 2 21.6672
GR143 1986 01 3 5.77383
GR143 1986 03 2 2.05772
GR143 1986 05 2 0.134712
GR143 1986 06 2 54.736
GR143 1986 07 5 779.02
GR143 1986 08 5 729.156
GR143 1986 09 4 341.11
GR143 1986 10 4 53.8904
GR143 1986 12 2 3.61036
GR143 1987 04 3 92.0632
GR143 1987 05 3 0.955808
GR143 1987 06 3 99.6072
GR143 1987 07 2 10.9206
GR143 1987 08 2 77.6224
GR143 1987 09 2 626.332
GR143 1988 05 4 51.283
GR143 1988 06 3 108.69
GR143 1988 07 3 1454.13
GR143 1988 08 3 1390.15
GR143 1988 09 3 3373.76
GR143 1988 10 5 40.4201
GR143 1988 11 2 0.48829
GR143 1989 01 4 4.15364
GR143 1989 02 2 0.140499
GR143 1989 03 4 15.7432
GR143 1989 04 5 36.7998
GR143 1989 05 2 0.145428
GR143 1989 06 3 5.29773
GR143 1989 07 3 152.932
GR143 1989 08 3 137.986
GR143 1989 09 3 11.1646
GR143 1989 10 3 13.1645
GR143 1990 01 3 2.28722
GR143 1990 02 3 27.9225
GR143 1990 03 3 7.52095
GR143 1990 04 2 0.0723001
GR143 1990 05 2 3.40886
GR143 1990 06 2 14.1994
GR143 1990 07 2 28.1847
GR143 1990 08 4 26.6002
GR143 1990 10 3 6.5767
GR143 1990 11 2 1.25744
GR143 1991 07 3 69.0657
GR143 1991 08 3 84.3535
GR143 1991 09 3 1018.14
GR143 1991 10 5 1189.48
GR143 1992 04 2 22.6885
GR143 1992 07 3 17.1687
GR143 1992 08 3 490.775
GR143 1992 09 3 2333.52
GR143 1992 10 3 2107.65
GR143 1992 11 3 0.821674
GR143 1992 12 2 1.30125
GR143 1993 02 3 12.6275
GR143 1993 03 3 1.01619
GR143 1993 04 4 128.111
GR143 1993 05 3 0.947583
GR143 1993 06 3 6.93826
GR143 1993 07 3 24.2503
GR143 1993 08 3 198.018
GR143 1993 09 3 70.6809
GR143 1993 10 2 0.116491
GR143 1994 04 3 10.9585
GR143 1994 05 2 1.03498
GR143 1994 06 3 8.11247
GR143 1994 07 3 32.3827
GR143 1994 08 3 786.934
GR143 1994 09 3 1311.06
GR143 1994 10 5 138.477
GR143 1995 02 2 0.128947
GR143 1995 05 4 22.4198
GR143 1995 06 5 9.48633
GR143 1995 07 5 200.642
GR143 1995 08 5 1233.2
GR143 1995 09 5 484.82
GR143 1996 05 2 3.62848
GR143 1996 06 5 60.6414
GR143 1996 07 5 293.068
GR143 1996 08 5 281.602
GR143 1996 09 5 4.22755
GR143 1996 11 2 3.14365
GR143 1997 02 4 16.092
GR143 1997 05 2 0.720859
GR143 1997 06 3 100.374
GR143 1997 07 3 1840.72
GR143 1997 08 3 20.3098
GR143 1997 09 3 235.464
GR143 1997 10 5 7.00634
GR143 1998 02 2 0.120878
GR143 1998 03 2 0.465224
GR143 1998 04 5 21.1561
GR143 1998 05 3 28.9902
GR143 1998 07 3 74.3923
GR143 1998 08 3 84.8643
GR143 1998 09 3 92.5356
GR143 1998 10 3 3.98258
GR143 1998 11 4 30.0226
GR143 1999 02 2 0.971133
GR143 1999 04 5 10.1501
GR143 1999 05 5 0.30376
GR143 1999 06 5 17.6196
GR143 1999 07 4 2.05198
GR143 1999 09 2 8.89014
GR143 2000 03 2 0.0858588
GR143 2000 04 3 0.59844
GR143 2000 05 3 0.789746
GR143 2000 06 5 468.185
GR143 2000 07 5 2827.83
GR143 2000 08 5 42.2193
GR143 2000 09 5 144.886
GR143 2000 12 2 0.413172
GR143 2001 04 3 0.138681
GR143 2001 06 2 1.78828
GR143 2001 08 4 5.06506
GR143 2001 09 4 115.764
GR143 2001 10 4 183.046
GR143 2002 02 3 0.748206
GR143 2002 03 5 3.85487
GR143 2002 06 3 4.21393
GR143 2002 08 3 30.4969
GR143 2003 04 2 0.112679
GR143 2003 07 3 2.67244
GR143 2003 09 2 3.11151
GR143 2003 10 4 40.3318
GR143 2004 02 4 2.17273
GR143 2004 03 2 0.729431
GR143 2004 04 2 0.971975
GR143 2004 06 2 0.14857
GR143 2004 07 3 137.102
GR143 2004 08 3 11.087
GR143 2004 09 4 43.196
GR143 2004 10 5 7.9848
GR144 1983 05 2 17.8539
GR144 1983 08 2 0.284394
GR144 1983 09 2 0.989938
GR144 1983 10 5 1.36041
GR144 1984 06 3 0.206255
GR144 1984 07 5 175.004
GR144 1984 08 2 7.31216
GR144 1984 09 5 35.6738
GR144 1984 10 2 9.30686
GR144 1984 11 2 57.8759
GR144 1985 04 2 47.1131
GR144 1985 06 2 6.1885
GR144 1985 07 3 32.1119
GR144 1985 08 3 1463.45
GR144 1985 09 4 54.3119
GR144 1986 06 2 0.267725
GR144 1986 09 4 51.1164
GR144 1986 10 3 1.02419
GR144 1986 12 2 1.00642
GR144 1987 06 2 0.0966802
GR144 1987 07 2 18.203
GR144 1987 08 2 163.16
GR144 1987 09 4 43.0396
GR144 1987 10 2 19.4172
GR144 1988 05 2 0.426938
GR144 1988 06 5 57.1731
GR144 1988 07 5 2525.84
GR144 1988 08 5 56.3934
GR144 1988 09 5 688.312
GR144 1988 10 5 130.677
GR144 1989 02 2 0.867774
GR144 1989 06 4 23.0391
GR144 1989 08 2 36.5991
GR144 1989 09 3 23.192
GR144 1990 07 3 9.52427
GR144 1990 08 4 63.1079
GR144 1990 10 2 0.0634629
GR144 1991 06 2 245.428
GR144 1991 08 2 18.8475
GR144 1991 09 5 20.6162
GR144 1991 10 4 460.125
GR144 1992 03 2 27.7265
GR144 1992 07 3 0.55881
GR144 1992 08 3 680.448
GR144 1992 09 3 99.8089
GR144 1992 10 3 59.1414
GR144 1993 03 2 7.51619
GR144 1993 07 2 163.5
GR144 1993 08 2 417.961
GR144 1993 09 2 96.5422
GR144 1993 10 2 64.3837
GR144 1994 05 3 5.89294
GR144 1994 06 3 1762.98
GR144 1994 07 3 130.285
GR144 1994 08 3 1360.94
GR144 1994 09 3 3789.2
GR144 1994 10 3 6.16372
GR144 1995 04 2 1.8527
GR144 1995 05 2 0.0912049
GR144 1995 06 2 170.77
GR144 1995 07 2 58.6808
GR144 1995 08 2 47.3963
GR144 1995 09 2 295.072
GR144 1996 06 2 559.295
GR144 1996 07 2 300.156
GR144 1996 08 2 22.2441
GR144 1996 09 2 0.254464
GR144 1997 05 3 2.25563
GR144 1997 06 5 188.561
GR144 1997 07 5 3025.68
GR144 1997 08 5 45.0074
GR144 1997 09 5 399.181
GR144 1997 10 4 13.8673
GR144 1998 03 5 30.0515
GR144 1998 07 3 111.854
GR144 1998 08 4 146.344
GR144 1998 09 2 23.7331
GR144 1999 06 3 18.368
GR144 1999 07 3 8.10084
GR144 1999 08 2 14.572
GR144 2000 06 5 4.70663
GR144 2000 07 5 283.163
GR144 2000 08 5 1.69493
GR144 2000 09 5 156.216
GR144 2000 11 2 2.93226
GR144 2000 12 2 0.886494
GR144 2001 03 3 0.79272
GR144 2001 05 2 0.0675073
GR144 2001 06 2 70.3279
GR144 2001 07 5 13.4018
GR144 2001 08 5 13.7054
GR144 2001 09 3 7.77082
GR144 2001 10 5 17.4417
GR144 2002 02 3 0.167484
GR144 2002 03 3 1.74564
GR144 2002 04 2 0.567292
GR144 2002 06 2 0.335967
GR144 2002 07 2 0.472056
GR144 2003 05 3 0.187455
GR144 2003 06 2 0.10719
GR144 2003 07 4 0.511188
GR144 2003 08 4 7.21323
GR144 2003 09 4 0.581416
GR144 2003 10 4 0.661699
GR144 2004 02 2 5.8538
GR144 2004 07 3 0.118651
GR144 2004 08 3 4.56422
GR144 2004 09 3 0.292024
GR211 1983 03 2 0.246897
GR211 1983 04 2 0.185496
GR211 1983 06 2 6.83205
GR211 1984 06 2 2.38498
GR211 1984 07 2 0.270838
GR211 1984 08 2 3.32452
GR211 1984 09 3 6.08136
GR211 1985 06 3 16.8906
GR211 1985 07 3 1.14064
GR211 1985 08 3 155.572
GR211 1985 09 3 14.7591
GR211 1985 10 3 62.6996
GR211 1986 07 2 3.37137
GR211 1986 08 2 0.160751
GR211 1986 09 4 55.9746
GR211 1986 10 3 21.4169
GR211 1987 04 3 3.6303
GR211 1987 08 2 10.6116
GR211 1987 09 2 2.66328
GR211 1988 06 2 1.27266
GR211 1988 07 4 60.2762
GR211 1988 08 4 10.3191
GR211 1988 09 5 43.7812
GR211 1988 10 4 6.62715
GR211 1989 01 2 1.17278
GR211 1989 03 3 1.21799
GR211 1989 04 3 9.14702
GR211 1989 06 2 0.0911497
GR211 1989 08 2 0.321591
GR211 1989 09 3 3.39548
GR211 1990 03 3 0.84858
GR211 1990 09 3 2.39835
GR211 1990 10 2 5.17401
GR211 1991 07 2 1.08273
GR211 1991 08 2 14.8895
GR211 1991 09 4 50.0681
GR211 1991 10 4 507.466
GR211 1992 02 3 4.123
GR211 1992 03 3 16.2061
GR211 1992 04 2 4.2393
GR211 1992 05 4 21.7032
GR211 1992 07 4 19.514
GR211 1992 08 5 112.523
GR211 1992 09 4 11.5995
GR211 1992 10 3 5.71982
GR211 1993 02 3 46.8099
GR211 1993 06 2 3.7558
GR211 1993 08 4 7.07782
GR211 1993 09 4 37.2258
GR211 1993 10 4 3.91892
GR211 1994 07 2 1.97203
GR211 1994 08 3 0.460461
GR211 1994 09 3 3.34485
GR211 1994 10 3 9.30259
GR211 1994 11 2 6.06204
GR211 1995 07 2 0.14861
GR211 1995 10 4 1.23593
GR211 1996 06 3 2.1229
GR211 1996 08 3 12.8174
GR211 1996 09 4 34.5811
GR211 1996 10 2 23.6778
GR211 1997 06 2 69.4247
GR211 1997 07 4 67.0388
GR211 1997 08 4 153.605
GR211 1997 09 5 337.983
GR211 1997 10 2 0.0710313
GR211 1998 04 2 1.05138
GR211 1998 05 2 0.166533
GR211 1998 07 2 17.3193
GR211 1998 08 2 6.3014
GR211 1999 08 4 0.644608
GR211 1999 09 4 28.0356
GR211 2000 05 3 0.73377
GR211 2000 06 2 0.260804
GR211 2000 07 3 30.0872
GR211 2000 09 3 41.8589
GR211 2000 10 3 0.232216
GR211 2001 06 2 4.33182
GR211 2001 07 3 1.36052
GR211 2001 08 2 6.07583
GR211 2001 10 3 1.40503
GR211 2001 11 3 1.26846
GR211 2002 02 3 4.8314
GR211 2002 05 2 0.121396
GR211 2002 07 2 0.101547
GR211 2003 07 2 16.3563
GR211 2003 08 4 1.37
GR211 2003 09 2 0.0822227
GR211 2004 05 2 4.51112
GR211 2004 07 3 6.21252
GR211 2004 08 5 9.38498
GR211 2004 09 5 28.2162
GR212 1983 03 3 19.6205
GR212 1983 07 2 44.369
GR212 1983 08 2 150.778
GR212 1983 09 2 14.5202
GR212 1983 10 3 1.46325
GR212 1984 06 2 66.0909
GR212 1984 07 4 296.213
GR212 1984 08 5 36.9707
GR212 1984 09 4 83.5228
GR212 1985 07 4 1032.39
GR212 1985 08 4 1398.62
GR212 1985 09 4 620.08
GR212 1985 10 4 180.952
GR212 1986 06 2 2.93435
GR212 1986 07 3 10.508
GR212 1986 08 3 640.051
GR212 1986 09 3 440.458
GR212 1986 10 3 11.2769
GR212 1987 04 2 14.9084
GR212 1987 07 4 4.83504
GR212 1987 08 4 313.642
GR212 1987 09 4 315.398
GR212 1987 10 2 1.22767
GR212 1988 06 2 21.3124
GR212 1988 07 2 2939.77
GR212 1988 08 2 1660.99
GR212 1988 09 2 1910.88
GR212 1989 02 2 28.2776
GR212 1989 04 2 3.4965
GR212 1989 05 2 120.375
GR212 1989 07 4 25.5532
GR212 1989 08 4 369.666
GR212 1989 09 4 63.8395
GR212 1990 04 2 0.0809872
GR212 1990 07 2 143.928
GR212 1990 08 2 830.789
GR212 1990 09 2 38.3284
GR212 1990 10 2 27.6705
GR212 1991 05 2 0.0845695
GR212 1991 06 4 25.566
GR212 1991 07 4 14.2876
GR212 1991 08 4 718.723
GR212 1991 09 4 339.194
GR212 1991 10 4 20.5155
GR212 1992 03 2 1.23867
GR212 1992 06 2 2.48024
GR212 1992 07 2 70.7867
GR212 1992 08 2 366.456
GR212 1992 09 2 906.048
GR212 1992 10 2 61.8324
GR212 1993 02 2 40.5446
GR212 1993 04 2 10.8243
GR212 1993 07 2 23.9602
GR212 1993 08 2 311.088
GR212 1993 09 2 108.711
GR212 1993 10 2 4.54085
GR212 1993 11 3 0.449084
GR212 1994 06 3 0.295792
GR212 1994 07 3 38.377
GR212 1994 08 3 329.975
GR212 1994 09 3 120.647
GR212 1995 06 2 48.7747
GR212 1995 07 2 137.468
GR212 1995 08 2 238.712
GR212 1995 10 2 15.1003
GR212 1995 11 2 0.109943
GR212 1996 06 2 30.437
GR212 1996 07 2 334.247
GR212 1996 08 2 2222.07
GR212 1996 09 5 6.96005
GR212 1996 11 3 0.938679
GR212 1997 03 2 25.972
GR212 1997 05 2 12.0321
GR212 1997 07 2 323.836
GR212 1997 08 2 623.497
GR212 1997 09 2 297.33
GR212 1997 10 2 47.1181
GR212 1998 06 2 6.0597
GR212 1998 07 4 27.3608
GR212 1998 08 4 1677.47
GR212 1998 09 2 207.75
GR212 1999 07 5 64.2343
GR212 1999 08 5 63.1334
GR212 2000 05 2 1.33637
GR212 2000 06 2 0.906243
GR212 2000 07 5 45.4518
GR212 2000 08 5 204.76
GR212 2000 09 5 24.9686
GR212 2000 10 2 3.64156
GR212 2001 06 2 1.40237
GR212 2001 07 3 10.1617
GR212 2001 08 5 41.9648
GR212 2001 10 2 5.76158
GR212 2001 11 2 0.59118
GR212 2002 03 2 8.64969
GR212 2002 08 2 2.8744
GR212 2003 07 5 6.35013
GR212 2003 08 5 262.021
GR212 2004 07 4 51.1227
GR212 2004 08 2 2.5031
GR212 2004 09 5 4.22865
GR213 1983 03 3 0.266349
GR213 1983 04 3 0.119898
GR213 1983 06 2 0.53572
GR213 1983 07 2 0.0687993
GR213 1983 09 2 1.16959
GR213 1984 06 2 7.67589
GR213 1984 07 2 97.124
GR213 1984 08 5 7.74741
GR213 1984 09 5 17.5049
GR213 1984 10 2 0.634435
GR213 1984 12 3 6.34791
GR213 1985 04 3 4.47811
GR213 1985 07 2 6.1374
GR213 1985 08 2 577.43
GR213 1985 09 2 206.64
GR213 1985 10 2 352.889
GR213 1986 04 4 37.5029
GR213 1986 08 5 311.762
GR213 1986 09 5 52.6985
GR213 1986 10 2 9.88512
GR213 1987 07 4 9.67275
GR213 1987 08 4 123.544
GR213 1987 09 4 711.812
GR213 1988 07 4 1356.16
GR213 1988 08 4 1308.2
GR213 1988 09 4 231.535
GR213 1988 10 2 0.194196
GR213 1989 01 2 111.584
GR213 1989 02 2 162.623
GR213 1989 03 2 7.4633
GR213 1989 04 5 64.7952
GR213 1989 05 2 0.56816
GR213 1989 07 3 2.01818
GR213 1989 08 3 33.2827
GR213 1989 09 3 26.0242
GR213 1989 10 3 0.256818
GR213 1990 01 3 2.0836
GR213 1990 02 3 1.4502
GR213 1990 03 3 295.809
GR213 1990 04 2 0.0854814
GR213 1990 06 2 1.25189
GR213 1990 07 2 119.163
GR213 1990 08 2 591.123
GR213 1990 09 2 46.9253
GR213 1990 10 2 55.9149
GR213 1991 03 2 2.18959
GR213 1991 07 2 15.4143
GR213 1991 08 2 212.776
GR213 1991 09 2 171.357
GR213 1991 10 5 47.2356
GR213 1992 01 2 0.734045
GR213 1992 02 2 150.477
GR213 1992 03 2 155.172
GR213 1992 04 4 18.6748
GR213 1992 05 4 37.3741
GR213 1992 06 4 12.3418
GR213 1992 07 4 302.518
GR213 1992 08 4 1136.75
GR213 1992 09 4 610.297
GR213 1992 10 4 6.85069
GR213 1993 02 4 78.9834
GR213 1993 03 3 5.33929
GR213 1993 04 4 3.13888
GR213 1993 05 3 4.83655
GR213 1993 06 3 138.944
GR213 1993 07 3 882.653
GR213 1993 08 3 1181.19
GR213 1993 09 3 388.038
GR213 1993 10 3 10.9341
GR213 1993 11 5 7.06438
GR213 1994 03 4 44.25
GR213 1994 04 4 2.84775
GR213 1994 05 4 6.32449
GR213 1994 06 4 18.0464
GR213 1994 07 4 24.8821
GR213 1994 08 4 1223.88
GR213 1994 09 4 3.32816
GR213 1994 10 4 13.7592
GR213 1994 11 3 0.770868
GR213 1994 12 3 68.3141
GR213 1995 05 4 1.85047
GR213 1995 06 4 63.855
GR213 1995 07 4 40.2225
GR213 1995 08 4 22.8129
GR213 1995 09 2 0.0859154
GR213 1995 10 2 16.7449
GR213 1996 03 2 0.287592
GR213 1996 06 2 1.33565
GR213 1996 07 2 34.4273
GR213 1996 08 2 484.69
GR213 1996 09 5 12.4362
GR213 1996 11 2 0.376637
GR213 1997 03 2 28.588
GR213 1997 04 4 1.09781
GR213 1997 05 5 11.2023
GR213 1997 06 5 73.8819
GR213 1997 07 5 2219.67
GR213 1997 08 5 573.107
GR213 1997 09 5 752.057
GR213 1997 10 5 103.471
GR213 1998 03 2 0.138749
GR213 1998 04 2 0.120196
GR213 1998 07 2 5.23366
GR213 1998 08 2 113.33
GR213 1998 09 3 2.41905
GR213 1998 10 2 0.152191
GR213 1999 01 3 1.29587
GR213 1999 05 4 1.20325
GR213 1999 06 4 55.9393
GR213 1999 07 4 2.16868
GR213 1999 08 4 897.654
GR213 1999 09 4 7.8608
GR213 1999 10 4 66.4067
GR213 1999 11 3 1.21696
GR213 2000 02 4 1.12921
GR213 2000 03 4 2.70415
GR213 2000 04 4 2.16017
GR213 2000 05 3 0.447243
GR213 2000 06 3 118.289
GR213 2000 07 3 598.539
GR213 2000 08 3 133.915
GR213 2000 09 3 414.322
GR213 2000 10 4 0.310242
GR213 2000 11 3 16.9126
GR213 2000 12 3 0.26387
GR213 2001 02 3 3.17368
GR213 2001 03 5 4.47231
GR213 2001 04 4 0.412812
GR213 2001 05 2 0.149532
GR213 2001 06 2 4.65498
GR213 2001 07 2 12.8404
GR213 2001 08 2 5.00704
GR213 2001 09 2 7.84847
GR213 2001 10 2 7.46603
GR213 2001 11 2 6.00664
GR213 2001 12 3 0.302784
GR213 2002 01 3 9.72023
GR213 2002 02 3 4.41394
GR213 2002 03 3 130.762
GR213 2002 04 2 0.265542
GR213 2002 06 4 0.188298
GR213 2002 07 4 26.5442
GR213 2002 08 3 0.284068
GR213 2002 09 2 0.149861
GR213 2003 03 2 2.60746
GR213 2003 04 4 3.60459
GR213 2003 06 3 0.411524
GR213 2003 07 3 15.5453
GR213 2003 08 3 7.59474
GR213 2003 09 3 4.31675
GR213 2003 10 3 2.43605
GR213 2004 02 2 0.189259
GR213 2004 03 3 0.205964
GR213 2004 04 2 0.117355
GR213 2004 06 2 0.184543
GR213 2004 07 3 0.209878
GR213 2004 08 3 2.53373
GR213 2004 09 3 1.66806
GR213 2004 10 3 0.352794
GR213 2004 11 3 1.13285
GR214 1983 02 2 0.245671
GR214 1983 08 3 51.7839
GR214 1983 09 2 5.44874
GR214 1983 10 2 0.576704
GR214 1984 07 2 44.5625
GR214 1984 08 2 21.957
GR214 1984 09 3 13.0555
GR214 1985 02 2 4.3136
GR214 1985 05 2 3.37101
GR214 1985 06 2 0.492498
GR214 1985 07 2 357.192
GR214 1985 08 2 375.175
GR214 1985 09 2 16.4811
GR214 1986 08 2 74.5556
GR214 1986 09 2 51.7923
GR214 1986 10 2 31.3062
GR214 1987 04 2 0.377991
GR214 1987 07 2 44.7573
GR214 1987 08 2 36.395
GR214 1987 09 3 25.0631
GR214 1988 06 2 11.4573
GR214 1988 07 2 142.727
GR214 1988 08 2 286.932
GR214 1988 09 2 330.99
GR214 1988 10 2 4.24635
GR214 1988 11 2 0.189918
GR214 1989 01 2 0.75056
GR214 1989 02 2 0.284954
GR214 1989 05 2 102.934
GR214 1989 08 2 0.777974
GR214 1989 09 2 39.241
GR214 1990 01 3 15.1294
GR214 1990 03 3 4.28361
GR214 1990 06 2 4.80727
GR214 1990 08 5 51.7275
GR214 1990 09 5 50.5109
GR214 1991 01 3 8.88965
GR214 1991 05 2 0.7342
GR214 1991 06 3 15.6428
GR214 1991 07 2 2.43274
GR214 1991 08 2 534.004
GR214 1991 09 2 446.02
GR214 1991 10 5 143.831
GR214 1991 12 2 0.433077
GR214 1992 01 3 2.22775
GR214 1992 02 5 26.6653
GR214 1992 03 2 0.21829
GR214 1992 07 3 6.64331
GR214 1992 08 3 92.7737
GR214 1992 09 5 7.04275
GR214 1992 10 2 4.54465
GR214 1992 12 3 0.6094
GR214 1993 02 2 1.17444
GR214 1993 06 4 0.735745
GR214 1993 07 4 12.4818
GR214 1993 08 4 288.451
GR214 1993 09 4 118.704
GR214 1993 10 3 3.30417
GR214 1993 11 4 16.5877
GR214 1994 03 2 1.91392
GR214 1994 06 3 558.463
GR214 1994 07 3 218.134
GR214 1994 08 3 162.286
GR214 1994 09 3 256.11
GR214 1995 03 2 0.741181
GR214 1995 04 3 5.30504
GR214 1995 05 2 2.51979
GR214 1995 06 2 0.950564
GR214 1995 07 4 28.7936
GR214 1995 08 4 22.1821
GR214 1995 10 3 1.23585
GR214 1996 06 4 39.593
GR214 1996 07 2 6.25045
GR214 1996 08 2 432.412
GR214 1997 01 2 0.519361
GR214 1997 03 2 1.46434
GR214 1997 05 2 0.532723
GR214 1997 06 2 25.3353
GR214 1997 07 2 268.433
GR214 1997 08 2 62.5102
GR214 1997 09 2 80.0852
GR214 1997 10 4 15.109
GR214 1998 07 4 1.73728
GR214 1998 08 4 228.832
GR214 1998 09 2 8.37246
GR214 1999 06 3 0.28753
GR214 1999 07 4 30.1867
GR214 1999 08 4 115.318
GR214 1999 09 3 0.94673
GR214 1999 10 3 20.1663
GR214 1999 11 2 11.6488
GR214 2000 01 2 0.105918
GR214 2000 03 2 7.0869
GR214 2000 04 3 9.54349
GR214 2000 05 3 0.5124
GR214 2000 06 2 7.64687
GR214 2000 07 2 16.3945
GR214 2000 08 2 147.235
GR214 2000 09 2 15.8378
GR214 2000 10 2 0.616211
GR214 2001 03 4 0.59276
GR214 2001 06 3 2.78278
GR214 2001 07 3 20.917
GR214 2001 08 5 17.7352
GR214 2001 09 4 3.00305
GR214 2002 02 2 0.485475
GR214 2002 03 4 1.46327
GR214 2002 04 3 1.11537
GR214 2002 05 3 0.235976
GR214 2002 06 2 0.0771326
GR214 2002 07 2 0.0949214
GR214 2002 08 5 5.60813
GR214 2003 03 2 0.115935
GR214 2003 04 3 1.55847
GR214 2003 05 3 11.6966
GR214 2003 07 3 19.1819
GR214 2003 08 3 0.245042
GR214 2003 09 2 2.25045
GR214 2004 02 2 5.11397
GR214 2004 03 2 0.0525189
GR214 2004 07 4 7.34565
GR214 2004 08 4 12.9953
GR214 2004 09 4 14.1954
GR214 2004 11 2 0.14506
GR214 2004 12 2 0.126863
GR221 1983 04 2 3.76074
GR221 1983 05 3 42.6059
GR221 1983 06 2 33.7697
GR221 1983 08 5 4.81244
GR221 1983 09 5 61.3641
GR221 1983 10 2 1.54703
GR221 1984 03 2 0.753802
GR221 1984 07 2 35.303
GR221 1984 08 2 2.59669
GR221 1984 09 2 68.5215
GR221 1984 10 2 152.926
GR221 1984 11 2 12.1995
GR221 1985 04 3 2.12184
GR221 1985 05 3 76.0465
GR221 1985 06 2 3.14863
GR221 1985 07 2 410.342
GR221 1985 08 2 259.976
GR221 1985 09 4 4.66712
GR221 1985 10 5 8.51457
GR221 1986 04 3 2.23317
GR221 1986 07 2 5.127
