NUTS YYYY MM 0 BAREA
ES412 1993 07 4 61.5411
ES412 1993 08 4 27.0838
ES412 1993 09 4 46.2543
ES412 1994 02 4 14.554
ES412 1994 03 4 372.475
ES412 1994 04 4 6.3777
ES412 1994 05 5 70.3895
ES412 1994 06 5 15.2928
ES412 1994 07 5 1.45686
ES412 1994 08 5 305.093
ES412 1994 09 5 344.451
ES412 1994 10 5 11.759
ES412 1994 11 3 24.4444
ES412 1994 12 2 6.27565
ES412 1995 02 2 113.392
ES412 1995 03 2 440.091
ES412 1995 04 2 1192.89
ES412 1995 05 2 2.16826
ES412 1995 06 4 13.703
ES412 1995 07 4 41.6983
ES412 1995 08 4 223.952
ES412 1995 09 4 354.418
ES412 1995 10 4 417.949
ES412 1995 11 4 1098.67
ES412 1995 12 2 3.51494
ES412 1996 01 3 6.87918
ES412 1996 02 2 1.81772
ES412 1996 03 2 91.8652
ES412 1996 04 2 195.59
ES412 1996 05 2 79.2554
ES412 1996 06 2 20.4986
ES412 1996 07 2 227.855
ES412 1996 08 2 55.8946
ES412 1996 09 2 124.943
ES412 1996 10 2 18.1818
ES412 1996 11 3 2.25565
ES412 1997 02 3 154.189
ES412 1997 03 3 1301.65
ES412 1997 04 3 952.26
ES412 1997 05 5 7.31519
ES412 1997 07 2 1.14384
ES412 1997 08 5 0.61874
ES412 1997 09 5 16.731
ES412 1997 10 4 0.588783
ES412 1998 01 2 0.25608
ES412 1998 02 2 276.902
ES412 1998 03 2 610.331
ES412 1998 04 2 37.4224
ES412 1998 05 3 30.9338
ES412 1998 06 2 0.0249716
ES412 1998 07 2 9.78779
ES412 1998 08 2 503.078
ES412 1998 09 2 531.968
ES412 1998 10 2 9.1552
ES412 1998 11 2 21.337
ES412 1999 01 2 14.7149
ES412 1999 02 2 5.33036
ES412 1999 03 2 205.041
ES412 1999 04 2 106.003
ES412 1999 05 2 102.049
ES412 1999 06 2 31.1922
ES412 1999 07 2 37.9967
ES412 1999 08 2 93.1163
ES412 1999 09 2 109.483
ES412 1999 10 2 22.7654
ES412 2000 01 2 8.64709
ES412 2000 02 2 53.7408
ES412 2000 03 114 1648.55
ES412 2000 04 4 2.64701
ES412 2000 05 5 8.49282
ES412 2000 06 5 3.27518
ES412 2000 07 5 953.3
ES412 2000 08 5 769.905
ES412 2000 09 5 1209.67
ES412 2000 10 5 283.583
ES412 2000 12 4 98.6295
ES412 2001 01 2 0.105312
ES412 2001 02 2 16.2523
ES412 2001 03 2 30.4459
ES412 2001 04 2 97.9995
ES412 2001 05 2 111.487
ES412 2001 06 2 56.0729
ES412 2001 07 2 122.178
ES412 2001 08 2 467.293
ES412 2001 09 2 65.7654
ES412 2001 10 2 126.07
ES412 2001 11 2 15.0131
ES412 2001 12 5 19.9927
ES412 2002 01 5 90.2957
ES412 2002 02 5 367.515
ES412 2002 03 5 352.332
ES412 2002 04 5 121.643
ES412 2002 05 5 32.5718
ES412 2002 06 5 3.43909
ES412 2002 07 5 10.5658
ES412 2002 08 5 38.8145
ES412 2002 09 5 7.59148
ES412 2002 10 5 5.09805
ES412 2003 02 3 0.335294
ES412 2003 03 3 91.8947
ES412 2003 04 3 50.0341
ES412 2003 05 3 15.2771
ES412 2003 06 5 3.08822
ES412 2003 07 5 160.463
ES412 2003 08 5 3426.08
ES412 2003 09 5 98.1931
ES412 2003 10 5 4.80202
ES412 2004 02 5 36.8583
ES412 2004 03 4 0.492926
ES412 2004 04 4 132.525
ES412 2004 05 4 4.00847
ES412 2004 06 4 5.16188
ES412 2004 07 4 85.6837
ES412 2004 08 4 18.9681
ES412 2004 09 4 194.984
ES412 2004 10 4 252.518
ES412 2005 02 3 0.718162
ES412 2005 03 3 93.0061
ES412 2005 04 3 95.3094
ES412 2005 05 3 15.6044
ES412 2005 06 3 46.2943
ES412 2005 07 3 114.41
ES412 2005 08 3 157.827
ES412 2005 09 3 87.3704
ES412 2005 10 3 49.4712
ES412 2006 02 3 8.85898
ES412 2006 03 3 3.09165
ES412 2006 04 3 71.0805
ES412 2006 05 3 52.1709
ES412 2006 06 3 10.3619
ES412 2006 07 3 18.3369
ES412 2006 08 3 22.2031
ES412 2006 09 3 79.9895
ES412 2006 10 3 3.48943
ES412 2006 11 3 39.5971
ES412 2006 12 3 0.27782
ES413 1985 01 2 1.00305
ES413 1985 02 3 8.65953
ES413 1985 03 3 410.125
ES413 1985 04 3 549.964
ES413 1985 05 3 172.504
ES413 1985 06 3 72.2437
ES413 1985 07 3 761.123
ES413 1985 08 176 16454.2
ES413 1985 09 201 16592.4
ES413 1985 10 201 4398.96
ES413 1985 12 3 114.539
ES413 1986 01 2 4.43265
ES413 1986 03 2 1.2099
ES413 1986 04 2 140.295
ES413 1986 05 2 779.701
ES413 1986 06 2 1398.55
ES413 1986 07 89 4457.06
ES413 1986 08 93 2856.83
ES413 1986 09 93 3222.48
ES413 1986 10 93 17.4438
ES413 1986 11 2 11.5874
ES413 1987 02 2 6.79607
ES413 1987 03 2 260.037
ES413 1987 04 2 64.911
ES413 1987 05 2 204.392
ES413 1987 06 2 100.441
ES413 1987 07 2 474.904
ES413 1987 08 2 9803
ES413 1987 09 84 4688.95
ES413 1988 02 2 10.4106
ES413 1988 03 2 471.806
ES413 1988 06 2 24.6328
ES413 1988 07 2 157.368
ES413 1988 08 2 653.385
ES413 1988 09 204 6455.81
ES413 1988 10 93 1894.61
ES413 1988 11 93 585.16
ES413 1988 12 93 2160.25
ES413 1989 01 93 1462.24
ES413 1989 02 123 2713.2
ES413 1989 03 123 2340.1
ES413 1989 04 123 199.962
ES413 1989 05 123 669.23
ES413 1989 06 123 221.517
ES413 1989 07 123 3716.95
ES413 1989 08 100 1015.77
ES413 1989 09 234 6140.85
ES413 1989 10 205 6182.04
ES413 1989 11 4 8.40924
ES413 1990 01 3 4.43415
ES413 1990 02 3 261.598
ES413 1990 03 104 3361.66
ES413 1990 04 104 441.101
ES413 1990 05 104 428.992
ES413 1990 06 104 143.18
ES413 1990 07 104 3401.59
ES413 1990 08 179 14050.4
ES413 1990 09 189 6030.7
ES413 1990 10 86 2001.38
ES413 1990 11 86 158.181
ES413 1990 12 3 22.7533
ES413 1991 01 5 59.4028
ES413 1991 02 5 85.1441
ES413 1991 03 5 1017.82
ES413 1991 04 5 1174.13
ES413 1991 05 5 2585.23
ES413 1991 06 5 898.486
ES413 1991 07 5 3070.06
ES413 1991 08 120 9562.08
ES413 1991 09 120 695.753
ES413 1991 10 120 43.6374
ES413 1991 11 2 0.251078
ES413 1991 12 2 1089.66
ES413 1992 01 2 727.642
ES413 1992 02 86 1720.67
ES413 1992 03 146 2533.6
ES413 1992 04 146 429.777
ES413 1992 05 146 428.685
ES413 1992 06 2 24.727
ES413 1992 07 2 485.392
ES413 1992 08 2 569.459
ES413 1992 09 2 73.5858
ES413 1992 10 2 12.7
ES413 1992 11 2 141.437
ES413 1993 01 2 100.652
ES413 1993 02 2 1249.05
ES413 1993 03 2 553.295
ES413 1993 04 2 471.209
ES413 1993 05 4 65.4447
ES413 1993 06 4 34.6596
ES413 1993 07 4 57.6543
ES413 1993 08 89 4294.02
ES413 1993 09 89 538.971
ES413 1993 10 2 8.9604
ES413 1993 11 2 54.3183
ES413 1993 12 2 6.48903
ES413 1994 01 4 34.6379
ES413 1994 02 4 873.015
ES413 1994 03 108 2560.65
ES413 1994 04 108 2134.65
ES413 1994 05 108 295.484
ES413 1994 06 108 170.211
ES413 1994 07 108 1685.63
ES413 1994 08 196 12252.4
ES413 1994 09 134 9622.62
ES413 1994 10 134 684.445
ES413 1994 11 134 529.561
ES413 1995 01 134 88.1356
ES413 1995 02 134 77.7264
ES413 1995 03 106 4105.4
ES413 1995 04 118 3753.43
ES413 1995 05 118 114.231
ES413 1995 06 118 358.178
ES413 1995 07 118 233.291
ES413 1995 08 120 2635.67
ES413 1995 09 120 1531.96
ES413 1995 10 120 824.037
ES413 1995 11 5 27.7853
ES413 1996 02 5 46.9241
ES413 1996 03 5 93.2423
ES413 1996 04 5 145.464
ES413 1996 06 5 87.7017
ES413 1996 07 5 4776.98
ES413 1996 08 5 1117.22
ES413 1996 09 96 991.831
ES413 1996 10 96 181.954
ES413 1996 11 96 390.54
ES413 1997 02 96 1918.47
ES413 1997 03 265 10148.3
ES413 1997 04 265 1953.85
ES413 1997 05 265 265.75
ES413 1997 06 265 381.203
ES413 1997 07 265 176.593
ES413 1997 08 265 37.0761
ES413 1997 09 265 243.611
ES413 1997 10 265 566.011
ES413 1997 11 3 11.668
ES413 1998 01 2 12.0197
ES413 1998 02 2 647.039
ES413 1998 03 104 3527.37
ES413 1998 04 2 11.7358
ES413 1998 05 2 8.78233
ES413 1998 06 2 48.6182
ES413 1998 07 2 431.348
ES413 1998 08 231 7410.25
ES413 1998 09 231 2321.48
ES413 1998 10 231 47.5617
ES413 1998 11 231 66.1872
ES413 1998 12 231 753.222
ES413 1999 01 231 340.833
ES413 1999 02 92 2211.91
ES413 1999 03 92 1486.22
ES413 1999 04 92 802.37
ES413 1999 05 3 37.6071
ES413 1999 06 3 330.899
ES413 1999 07 3 2371.83
ES413 1999 08 129 4332.89
ES413 1999 09 100 846.153
ES413 1999 10 100 49.3706
ES413 1999 11 4 13.5944
ES413 1999 12 2 2.68002
ES413 2000 01 2 198.088
ES413 2000 02 2 1424.9
ES413 2000 03 294 14272.6
ES413 2000 04 294 57.9444
ES413 2000 05 294 67.3227
ES413 2000 06 294 420.807
ES413 2000 07 294 966.092
ES413 2000 08 191 13432.1
ES413 2000 09 159 7174.51
ES413 2000 10 159 158.273
ES413 2001 02 159 121.96
ES413 2001 04 159 487.3
ES413 2001 05 159 128.08
ES413 2001 06 159 291.562
ES413 2001 07 83 493.466
ES413 2001 08 155 2090.59
ES413 2001 09 166 4830.91
ES413 2001 10 166 119.915
ES413 2001 11 166 155.519
ES413 2001 12 166 874.333
ES413 2002 01 4 16.647
ES413 2002 02 4 374.847
ES413 2002 03 4 1444.77
ES413 2002 04 4 1159.3
ES413 2002 05 4 97.4877
ES413 2002 06 4 199.112
ES413 2002 07 4 105.031
ES413 2002 08 4 768.494
ES413 2002 09 4 188.581
ES413 2002 10 4 13.538
ES413 2003 02 4 14.642
ES413 2003 03 4 1316.29
ES413 2003 04 4 509.826
ES413 2003 05 4 329.18
ES413 2003 06 4 160.379
ES413 2003 07 4 155.857
ES413 2003 08 127 2518.01
ES413 2003 09 127 912.785
ES413 2003 10 127 5.01504
ES413 2004 01 4 56.9731
ES413 2004 02 4 1165.78
ES413 2004 03 4 402.047
ES413 2004 04 4 800.807
ES413 2004 05 4 130.181
ES413 2004 06 4 320.476
ES413 2004 07 4 439.468
ES413 2004 08 4 333.509
ES413 2004 09 4 79.8351
ES413 2004 10 4 25.528
ES413 2004 11 4 278.875
ES413 2004 12 4 44.7019
ES413 2005 01 4 103.098
ES413 2005 02 122 1013.52
ES413 2005 03 136 1350.02
ES413 2005 04 136 66.5379
ES413 2005 05 136 478.392
ES413 2005 06 94 3606.13
ES413 2005 07 91 2448.33
ES413 2005 08 85 3725.89
ES413 2005 09 85 720.799
ES413 2005 10 85 612.156
ES413 2005 11 4 26.9149
ES413 2005 12 4 380.687
ES413 2006 01 4 101.15
ES413 2006 02 4 1003.81
ES413 2006 03 4 51.0082
ES413 2006 04 4 318.229
ES413 2006 05 4 316.838
ES413 2006 06 4 195.593
ES413 2006 07 4 335.278
ES413 2006 08 4 1067.77
ES413 2006 09 4 2990.07
ES413 2006 10 5 0.237235
ES413 2006 11 4 3.39512
ES413 2006 12 4 12.9827
ES414 1985 02 4 9.10208
ES414 1985 03 4 223.032
ES414 1985 04 4 940.898
ES414 1985 07 3 0.582153
ES414 1985 08 3 81.9663
ES414 1985 09 3 640.292
ES414 1985 10 3 1720.23
ES414 1985 11 2 0.472591
ES414 1985 12 2 20.9492
ES414 1986 03 2 285.502
ES414 1986 04 2 44.5197
ES414 1986 05 2 296.561
ES414 1986 06 2 57.2264
ES414 1986 07 2 615.657
ES414 1986 08 2 566.675
ES414 1986 09 2 48.4124
ES414 1986 10 2 23.0835
ES414 1986 11 5 45.5551
ES414 1987 03 4 20.237
ES414 1987 04 4 4.99257
ES414 1987 05 2 0.695997
ES414 1987 06 2 1.76806
ES414 1987 07 5 6.20868
ES414 1987 08 5 88.0269
ES414 1987 09 5 2460.73
ES414 1987 10 3 5.53297
ES414 1988 03 3 174.534
ES414 1988 07 5 3.66232
ES414 1988 08 5 387.108
ES414 1988 09 5 4043.79
ES414 1988 10 5 871.184
ES414 1988 11 5 50.1125
ES414 1988 12 5 204.708
ES414 1989 01 5 568.367
ES414 1989 02 5 461.305
ES414 1989 03 5 735.183
ES414 1989 04 5 236.921
ES414 1989 05 5 74.2698
ES414 1989 06 5 3.46878
ES414 1989 07 5 15.6806
ES414 1989 08 5 177.988
ES414 1989 09 5 200.995
ES414 1989 10 5 675.219
ES414 1989 11 5 33.3337
ES414 1990 02 5 22.9267
ES414 1990 03 5 93.4226
ES414 1990 04 5 129.154
ES414 1990 05 5 30.1714
ES414 1990 06 3 4.71492
ES414 1990 07 3 17.9259
ES414 1990 08 3 190.039
ES414 1990 09 3 80.8056
ES414 1990 10 3 16.7926
ES414 1990 11 3 30.8799
ES414 1990 12 3 3.71255
ES414 1991 01 4 1.86931
ES414 1991 02 4 21.4122
ES414 1991 03 4 7.53114
ES414 1991 04 4 159.768
ES414 1991 05 4 108.158
ES414 1991 06 4 9.83801
ES414 1991 07 4 33.2017
ES414 1991 08 4 259.43
ES414 1991 09 4 96.6848
ES414 1991 10 4 1.53883
ES414 1991 11 2 0.0612229
ES414 1991 12 2 26.2398
ES414 1992 01 2 65.3368
ES414 1992 02 2 187.827
ES414 1992 03 2 506.787
ES414 1992 04 2 276.675
ES414 1992 05 2 65.221
ES414 1992 06 2 1.87567
ES414 1992 07 2 4.99793
ES414 1992 08 2 2.70334
ES414 1992 09 2 6.77449
ES414 1992 10 5 4.57197
ES414 1993 02 5 42.1652
ES414 1993 03 3 12.6751
ES414 1993 04 3 24.9399
ES414 1993 07 2 2.06096
ES414 1993 08 2 19.622
ES414 1993 09 5 2.54104
ES414 1993 11 2 0.182307
ES414 1994 01 2 4.5024
ES414 1994 02 4 1.72239
ES414 1994 03 4 56.452
ES414 1994 04 4 39.2651
ES414 1994 05 3 2.3633
ES414 1994 06 4 8.85195
ES414 1994 07 4 17.4334
ES414 1994 08 4 37.7006
ES414 1994 09 4 52.2214
ES414 1994 10 4 9.62468
ES414 1995 03 4 62.0711
ES414 1995 04 4 234.288
ES414 1995 05 3 4.8874
ES414 1995 07 3 9.23927
ES414 1995 08 3 49.2049
ES414 1995 09 3 158.904
ES414 1995 10 3 153.047
ES414 1995 11 3 59.2974
ES414 1996 07 3 26.8256
ES414 1996 08 3 52.7292
ES414 1996 09 3 13.7455
ES414 1996 10 3 12.109
ES414 1997 02 3 3.99092
ES414 1997 03 3 151.637
ES414 1997 04 3 66.6943
ES414 1997 05 2 1.14146
ES414 1997 08 3 0.431399
ES414 1997 09 2 0.58099
ES414 1998 03 2 285.137
ES414 1998 05 2 51.0926
ES414 1998 06 2 0.421457
ES414 1998 07 4 2.4241
ES414 1998 08 4 362.872
ES414 1998 09 4 33.9866
ES414 1998 10 2 1.80344
ES414 1999 02 2 108.699
ES414 1999 03 2 203.187
ES414 1999 04 2 109.683
ES414 1999 05 2 0.161228
ES414 1999 06 5 65.6079
ES414 1999 07 5 23.2084
ES414 1999 08 4 5.11258
ES414 1999 09 4 5.93704
ES414 1999 10 5 11.5382
ES414 2000 02 5 15.1574
ES414 2000 03 5 9.09243
ES414 2000 05 2 0.671295
ES414 2000 06 2 0.22072
ES414 2000 07 2 10.5629
ES414 2000 08 2 13.7388
ES414 2000 09 2 79.5733
ES414 2000 10 2 18.4409
ES414 2000 11 2 0.74069
ES414 2001 02 2 1.7127
ES414 2001 04 3 2.66592
ES414 2001 06 3 5.11405
ES414 2001 07 4 2.18252
ES414 2001 08 4 25.8605
ES414 2001 09 4 6.8212
ES414 2002 02 4 36.684
ES414 2002 03 4 56.6968
ES414 2002 04 4 58.3195
ES414 2002 05 2 0.210336
ES414 2002 06 2 0.0475456
ES414 2002 07 2 33.5498
ES414 2002 08 2 7.32782
ES414 2002 09 3 0.77118
ES414 2003 02 2 1.0407
ES414 2003 03 2 31.6778
ES414 2003 04 3 3.41245
ES414 2003 05 3 5.03396
ES414 2003 06 2 0.0112917
ES414 2003 07 2 91.7102
ES414 2003 08 2 119.748
ES414 2003 09 2 78.8336
ES414 2003 10 4 0.687699
ES414 2004 02 4 1.31179
ES414 2004 03 3 17.5206
ES414 2004 04 5 1.68654
ES414 2004 05 3 13.3542
ES414 2004 06 5 15.1419
ES414 2004 07 5 265.416
ES414 2004 08 5 47.9188
ES414 2004 09 5 13.5193
ES414 2004 10 5 11.5613
ES414 2004 12 2 8.68853
ES414 2005 01 2 0.00508567
ES414 2005 03 2 31.332
ES414 2005 05 2 27.8456
ES414 2005 06 2 15.3343
ES414 2005 07 2 685.47
ES414 2005 08 2 45.4378
ES414 2005 09 2 10.7688
ES414 2005 10 2 4.81866
ES414 2006 02 4 27.3333
ES414 2006 03 4 8.8797
ES414 2006 05 4 39.7331
ES414 2006 06 4 37.192
ES414 2006 07 4 13.9241
ES414 2006 08 4 21.7504
ES414 2006 09 4 11.4428
ES414 2006 12 2 0.238489
ES415 1985 03 2 39.0309
ES415 1985 05 2 0.214054
ES415 1985 06 3 0.635385
ES415 1985 07 3 2181.35
ES415 1985 08 3 8175.27
ES415 1985 09 3 8182.12
ES415 1985 10 3 1869.72
ES415 1985 12 3 10.4554
ES415 1986 01 2 1.39745
ES415 1986 03 2 25.6088
ES415 1986 05 5 136.078
ES415 1986 06 3 11.9263
ES415 1986 07 3 1905.35
ES415 1986 08 3 2407.11
ES415 1986 09 3 927.387
ES415 1986 10 2 0.370395
ES415 1987 01 3 2.34145
ES415 1987 03 3 1.16408
ES415 1987 06 4 10.0172
ES415 1987 07 4 318.89
ES415 1987 08 4 941.475
ES415 1987 09 4 7449.24
ES415 1988 03 4 44.6289
ES415 1988 04 2 6.62472
ES415 1988 07 2 5.50011
ES415 1988 08 2 348.648
ES415 1988 09 2 5562.8
ES415 1988 10 2 2150.42
ES415 1988 12 4 9.49904
ES415 1989 01 3 2.8182
ES415 1989 02 3 191.866
ES415 1989 03 3 128.041
ES415 1989 04 2 2.4278
ES415 1989 05 2 18.9294
ES415 1989 06 2 778.424
ES415 1989 07 2 3993.16
ES415 1989 08 2 8389.53
ES415 1989 09 2 3734.04
ES415 1989 10 2 1041.8
ES415 1990 02 3 1.81525
ES415 1990 03 3 24.3966
ES415 1990 04 2 1.75511
ES415 1990 05 3 6.24395
ES415 1990 06 5 353.973
ES415 1990 07 5 292.048
ES415 1990 08 5 4377.99
ES415 1990 09 5 555.081
ES415 1990 10 5 196.538
ES415 1990 11 2 0.93273
ES415 1990 12 2 0.909233
ES415 1991 03 2 0.3984
ES415 1991 04 2 58.2288
ES415 1991 05 2 299.908
ES415 1991 06 2 51.6345
ES415 1991 07 2 318.637
ES415 1991 08 2 5200.36
ES415 1991 09 2 661.357
ES415 1991 10 2 48.5628
ES415 1991 12 4 106.363
ES415 1992 01 2 0.527495
ES415 1992 02 2 300.721
ES415 1992 03 2 77.087
ES415 1992 04 2 96.9957
ES415 1992 05 5 7.30358
ES415 1992 07 5 159.369
ES415 1992 08 5 1222.57
ES415 1992 09 5 75.4563
ES415 1992 10 3 1.3079
ES415 1992 11 2 0.643515
ES415 1993 01 2 0.877578
ES415 1993 02 3 16.8652
ES415 1993 03 3 13.7942
ES415 1993 04 3 27.2
ES415 1993 05 2 0.123025
ES415 1993 06 2 0.0647657
ES415 1993 07 2 76.1678
ES415 1993 08 2 44.2705
ES415 1993 09 2 4.2532
ES415 1993 11 3 1.48045
ES415 1994 01 4 18.079
ES415 1994 02 3 8.15723
ES415 1994 03 3 10.0804
ES415 1994 04 3 29.4439
ES415 1994 06 3 139.028
ES415 1994 07 3 41.962
ES415 1994 08 3 1323.71
ES415 1994 09 3 81.0331
ES415 1994 10 3 48.6117
ES415 1995 01 2 5.53644
ES415 1995 03 2 37.5967
ES415 1995 04 2 137.383
ES415 1995 05 4 4.72712
ES415 1995 06 4 47.157
ES415 1995 07 4 920.382
ES415 1995 08 4 282.908
ES415 1995 09 4 86.5144
ES415 1995 10 4 92.4168
ES415 1996 02 2 0.540072
ES415 1996 03 5 6.50651
ES415 1996 04 2 1.68364
ES415 1996 06 2 8.48907
ES415 1996 07 2 69.1481
ES415 1996 08 2 100.138
ES415 1996 09 2 218.02
ES415 1996 10 2 56.6944
ES415 1996 11 3 8.26629
ES415 1997 02 3 61.4601
ES415 1997 03 3 307.572
ES415 1997 04 3 46.7904
ES415 1997 05 5 18.6567
ES415 1997 07 5 30.2012
ES415 1997 08 5 13.8738
ES415 1997 09 5 195.734
ES415 1997 10 5 20.7313
ES415 1998 01 2 2.94224
ES415 1998 02 2 4.06839
ES415 1998 03 2 29.7311
ES415 1998 05 4 2.99109
ES415 1998 06 4 14.1488
ES415 1998 07 4 48.236
ES415 1998 08 4 762.595
ES415 1998 09 4 1011.09
ES415 1998 10 4 31.851
ES415 1998 11 2 2.57565
ES415 1998 12 2 19.4393
ES415 1999 01 4 13.1727
ES415 1999 02 4 28.9728
ES415 1999 03 4 34.1481
ES415 1999 04 4 74.6127
ES415 1999 05 4 2.74132
ES415 1999 06 4 94.2661
ES415 1999 07 4 1736.39
ES415 1999 08 4 2233.04
ES415 1999 09 4 145.587
ES415 1999 10 4 2.35956
ES415 2000 01 3 3.35527
ES415 2000 02 3 17.801
ES415 2000 03 3 38.0521
ES415 2000 06 3 6.92781
ES415 2000 07 3 133.618
ES415 2000 08 3 838.66
ES415 2000 09 3 2612.72
ES415 2000 10 3 149.977
ES415 2001 02 2 0.195132
ES415 2001 04 5 3.5767
ES415 2001 05 2 0.50998
ES415 2001 06 2 116.021
ES415 2001 07 2 3855.59
ES415 2001 08 2 4920.06
ES415 2001 09 2 203.055
ES415 2001 10 2 235.127
ES415 2001 11 3 3.5975
ES415 2001 12 3 0.507765
ES415 2002 02 3 10.8571
ES415 2002 03 3 88.0209
ES415 2002 04 4 6.11523
ES415 2002 05 5 5.90268
ES415 2002 06 5 34.0219
ES415 2002 07 5 700.888
ES415 2002 08 5 384.081
ES415 2002 09 5 105.381
ES415 2003 02 2 1.0878
ES415 2003 03 2 22.0161
ES415 2003 04 2 0.0660635
ES415 2003 05 2 28.8545
ES415 2003 06 2 63.3591
ES415 2003 07 2 554.924
ES415 2003 08 2 7981.14
ES415 2003 09 2 398.586
ES415 2003 10 4 2.97462
ES415 2004 01 2 0.0882354
ES415 2004 02 5 2.42097
ES415 2004 03 5 6.68026
ES415 2004 04 5 5.6056
ES415 2004 05 5 2.38666
ES415 2004 06 5 150.411
ES415 2004 07 5 203.054
ES415 2004 08 5 68.9576
ES415 2004 09 5 137.307
ES415 2004 10 5 308.831
ES415 2004 11 5 1.77162
ES415 2004 12 3 3.65967
ES415 2005 01 3 89.5114
ES415 2005 02 3 139.238
ES415 2005 03 3 227.89
ES415 2005 04 3 98.5718
ES415 2005 05 3 23.9538
ES415 2005 06 3 1673.37
ES415 2005 07 3 602.996
ES415 2005 08 3 1396.46
ES415 2005 09 3 86.1918
ES415 2005 10 3 20.6231
ES415 2005 12 2 0.052465
ES415 2006 01 4 0.13377
ES415 2006 02 4 6.84453
ES415 2006 03 4 4.51468
ES415 2006 04 4 3.54849
ES415 2006 05 4 31.5489
ES415 2006 06 4 99.707
ES415 2006 07 4 65.263
ES415 2006 08 4 113.658
ES415 2006 09 4 42.9914
ES415 2006 10 4 2.34525
ES415 2006 11 2 0.0707815
ES416 1985 06 2 0.414036
ES416 1985 07 2 734.386
ES416 1985 08 2 560.389
ES416 1985 09 2 2460.03
ES416 1985 10 2 20.7978
ES416 1985 11 2 1.07506
ES416 1986 03 2 2.13298
ES416 1986 04 4 28.6044
ES416 1986 05 4 6.33986
ES416 1986 06 4 89.4547
ES416 1986 07 4 408.234
ES416 1986 08 4 315.719
ES416 1986 09 4 68.7074
ES416 1987 05 4 10.465
ES416 1987 06 3 48.8821
ES416 1987 07 3 8.54653
ES416 1987 08 3 182.199
ES416 1987 09 2 0.481548
ES416 1988 03 3 6.82215
ES416 1988 07 3 190.312
ES416 1988 08 3 241.371
ES416 1988 09 3 2037.96
ES416 1988 10 3 801.346
ES416 1989 01 3 1.79048
ES416 1989 02 3 16.6455
ES416 1989 03 2 1.76443
ES416 1989 04 2 2.75301
ES416 1989 05 4 2.18053
ES416 1989 06 4 26.0569
ES416 1989 07 4 12.1292
ES416 1989 08 4 50.8847
ES416 1989 09 4 10.1907
ES416 1989 10 4 1.86541
ES416 1989 11 3 10.3857
ES416 1990 07 3 211.275
ES416 1990 08 3 43.8812
ES416 1990 09 3 90.6421
ES416 1990 10 3 18.1126
ES416 1991 06 3 4.43019
ES416 1991 07 3 9.07276
ES416 1991 08 3 68.0024
ES416 1991 09 3 119.274
ES416 1991 10 2 0.438603
ES416 1992 02 3 3.32696
ES416 1992 03 5 5.81082
ES416 1992 04 4 4.29517
ES416 1992 05 3 3.68574
ES416 1992 06 2 0.5304
ES416 1992 07 2 16.2894
ES416 1992 08 2 16.463
ES416 1992 09 2 7.57741
ES416 1993 04 3 3.53762
ES416 1993 07 3 33.4682
ES416 1993 08 3 79.2384
ES416 1993 09 3 9.19549
ES416 1993 10 2 0.492949
ES416 1994 01 2 3.46156
ES416 1994 03 2 1.17398
ES416 1994 04 3 0.969037
ES416 1994 05 4 0.715928
ES416 1994 06 2 4.40664
ES416 1994 07 2 89.1137
ES416 1994 08 2 29.3987
ES416 1994 09 2 29.1139
ES416 1994 10 5 9.38111
ES416 1995 03 3 6.73735
ES416 1995 04 4 1.3299
ES416 1995 05 4 3.46652
ES416 1995 06 5 18.6092
ES416 1995 07 5 9.27819
ES416 1995 08 5 9.48391
ES416 1995 09 5 20.6885
ES416 1995 10 3 0.682351
ES416 1996 03 2 0.0552716
ES416 1996 05 2 0.363329
ES416 1996 06 2 3.8342
ES416 1996 07 2 33.9148
ES416 1996 08 2 6.67082
ES416 1996 09 2 4.2027
ES416 1996 10 2 0.337803
ES416 1997 02 3 16.2927
ES416 1997 03 3 0.387541
ES416 1997 04 2 1.16199
ES416 1997 05 2 0.632935
ES416 1997 07 2 22.2191
ES416 1997 08 3 2.53909
ES416 1997 09 4 1.10854
ES416 1997 10 2 4.77257
ES416 1998 07 2 4.65977
ES416 1998 08 2 14.4986
ES416 1998 09 2 21.923
ES416 1999 03 2 12.3946
ES416 1999 04 2 2.64349
ES416 1999 05 2 3.36979
ES416 1999 06 2 27.9164
ES416 1999 07 2 216.038
ES416 1999 08 2 173.869
ES416 1999 09 2 10.391
ES416 2000 03 2 1.28784
ES416 2000 04 2 9.25099
ES416 2000 05 2 0.044914
ES416 2000 07 2 236.367
ES416 2000 08 2 668.422
ES416 2000 09 2 78.2101
ES416 2000 10 2 26.0695
ES416 2001 04 3 0.1593
ES416 2001 05 3 4.95703
ES416 2001 06 3 6.06027
ES416 2001 07 3 8.60234
ES416 2001 08 3 7.04187
ES416 2001 09 3 17.5625
ES416 2001 10 4 4.43519
ES416 2001 11 2 3.78225
ES416 2002 02 3 0.429393
ES416 2002 05 5 1.09363
ES416 2002 06 4 0.155986
ES416 2002 07 4 14.3453
ES416 2002 08 4 200.39
ES416 2002 09 5 11.1332
ES416 2003 04 2 1.7851
ES416 2003 05 3 1.28983
ES416 2003 06 3 1.46077
ES416 2003 07 3 34.6411
ES416 2003 08 3 216.133
ES416 2003 09 3 16.1223
ES416 2003 10 2 0.0389827
ES416 2004 02 2 0.594084
ES416 2004 05 2 0.435548
