longitude,latitude,mean,std,cv,lc01,lc02,lc03,lc04,lc05,lc06,lc07,lc08,lc09,lc10,lc11,lc12,prec,tmin,tmax,soil01,soil02,soil03,soil04,soil05,soil06,soil07,soil08,soil09,soil10,hydro01,hydro02,hydro03,hydro04,hydro05,hydro06,hydro07,hydro08,hydro09,hydro10,hydro11,hydro12,hydro13,hydro14,hydro15,hydro16,hydro17,hydro18,hydro19,dem,slope,order,RVunif,bcmean,RVunif_bc
-88.7892423,41.3844774,3.82,0.4792,0.1254,2,0,2,5,0,13,69,0,7,0,0,2,948400,25,144,31,61,31,48,22,4,28,1463,240,2,86,112,27,10225,286,-120,406,212,-52,212,-52,9317886,1070879,324122,32,3164560,1271732,3164560,1271732,245,36,4,18.4860957272191,1.2925673740487,3.36032900072446
-88.7261111,43.1880556,3.32,0.2135,0.0643,1,0,3,2,0,14,78,0,1,0,0,1,268131,17,132,31,60,37,44,19,5,27,1486,240,3,74,111,26,10559,281,-138,419,193,-69,204,-69,2913400,365447,95082,38,1061716,347734,1061716,347734,289,36,4,39.4210623807828,1.16164517956755,3.51133739575898
-88.7175739,41.3269779,6.8333,1.3707,0.2006,1,0,1,4,0,13,72,0,7,0,0,0,3052812,34,155,27,64,30,48,23,3,28,1444,240,2,96,113,28,9899,291,-103,394,197,-38,218,-38,29476822,3232416,1227470,26,9388298,4600104,9388298,4600104,211,18,5,48.8749592417918,1.8247789971671,1.44235016058976
-88.6791666666667,41.5458333333333,3.86,0.9265,0.24,2,0,2,5,0,13,67,0,8,0,0,2,811398,24,142,32,61,32,47,21,4,27,1468,240,3,85,112,27,10237,286,-121,407,211,-53,211,-53,7995176,923399,278618,32,2730399,1090113,2730399,1090113,250,37,4,37.530787508402,1.30224907910016,0.219362631733703
-88.6778342,37.6378273,0.654,0.2484,0.35585,2,0,31,7,0,4,55,0,0,0,0,1,71147.5,43.5,166.5,29,56,35,44,21,5,20,1495,240,6,131,121,32,8885,313,-58,371,131,196,241,10,711176,74006,44705,16,216301,147936,216301,147936,163,50,2,13.0997190884103,-0.429589768821306,-0.711358890233936
-88.6708333333333,45.1291666666666,0.6629,0.149,0.2247,3,0,39,40,0,0,14,0,0,0,0,3,139781,-17,115,65,53,58,34,9,7,17,1365,240,2,44,123,28,10762,257,-178,435,163,-102,175,-102,1721446,230425,49901,42,642607,191740,642607,191740,483,60,3,34.7314936440914,-0.41576223518514,-1.80103721160938
-88.6348264,44.8833156,0.764,0.1401,0.1834,2,0,45,36,0,0,14,0,0,0,0,2,238108,-14,117,70,52,58,33,8,8,16,1387,240,2,47,124,28,10761,262,-176,438,167,-99,179,-99,2874674,380017,83930,41,1066554,319113,1066554,319113,435,56,4,15.2047603318616,-0.271167706123868,-0.339366153191827
-88.6291666666667,43.4458333333333,5.6,0.6603,0.1179,1,0,2,2,0,15,79,0,0,0,0,1,139311,16,131,32,61,36,45,19,5,27,1486,240,2,73,110,26,10602,280,-139,419,192,-71,203,-71,1516484,191841,49912,38,552006,179916,552006,179916,295,36,4,51.580495096844,1.64451831993331,2.96328215113505
-88.6139907,42.5989044,0.912,0.132,0.1367,3,0,0,7,0,10,70,0,1,0,0,6,3695,-41,59,31,60,36,45,18,5,25,1477,240,2,81,114,27,10433,288,-128,416,210,-60,210,-60,52387,6183,1816,33,18123,6962,18123,6962,299,49,0,8.62946703580441,-0.0923464261049311,-0.476801827547564
-88.5653788,42.7725129,2.0333,0.1491,0.0733,5,1,2,9,0,13,64,0,0,0,0,5,3252,20,138,35,61,35,45,20,5,29,1470,240,3,80,113,27,10476,287,-131,418,198,-62,209,-62,33252,3970,1116,34,11666,4258,11666,4258,285,28,0,13.6602561090079,0.69613899156303,1.08762005999522
-88.5608333,42.6408333,5.3,1.9813,0.3517,0,0,0,3,0,16,78,0,3,0,0,0,4285,-42,58,30,61,35,46,20,4,27,1471,240,2,81,113,27,10457,288,-128,416,210,-60,210,-60,60628,7154,2110,33,20946,8096,20946,8096,304,49,1,5.18981411024421,1.59430814714059,1.22347806534415
-88.5541666666667,42.6458333333333,4.5625,1.0197,0.3063,0,0,0,3,0,16,77,0,3,0,0,0,3907,-42,58,30,61,35,46,20,4,27,1472,240,2,81,113,27,10448,288,-128,416,210,-60,210,-60,55276,6522,1924,33,19094,7384,19094,7384,304,46,1,44.5986873978774,1.45690563392808,1.06551531727296
-88.5476944,37.4725833,0.596,0.2013,0.3377,0,0,79,8,0,0,12,0,0,0,0,0,13732,-33,79,33,54,35,44,21,6,20,1485,240,7,133,121,33,8719,313,-53,366,133,196,241,15,185110,19267,11463,16,56412,37612,56412,37612,198,107,2,28.3471127102359,-0.524866693765495,-0.995729161260553
-88.5426,42.5580723,0.54,0.1695,0.314,4,0,4,12,0,5,34,0,4,0,0,35,1719,-103,-3,35,58,41,42,17,7,24,1475,240,3,82,114,27,10409,289,-126,415,211,-58,211,-58,49345,5801,1719,33,17035,6640,17035,6640,288,111,0,36.0019239511472,-0.626627806731113,2.53033454105575
-88.5294898,37.037835,0.7905,0.1347,0.1795,6,0,37,22,0,3,29,0,1,7,0,2,17665684,21,159,41,50,39,39,23,9,15,1399,240,7,138,134,39,7689,307,-36,343,137,195,234,36,207765376,21913248,12933474,12,58466016,43011504,58466016,43011504,440,210,6,45.3979128901998,-0.236599009719851,1.39094732837423
-88.5217663,42.6414045,7.1111,0.986,0.1386,0,0,0,3,0,14,83,0,0,0,0,0,1778,-41,58,33,61,32,47,21,4,29,1459,240,2,81,113,27,10437,288,-128,416,210,-60,210,-60,25070,2952,874,33,8640,3376,8640,3376,307,42,1,39.739948386449,1.86063440180929,0.265850795291017
-88.5125,43.1041666666667,0.8617,0.1696,0.1969,4,0,3,5,0,8,51,2,16,0,1,10,3143,19,133,38,60,38,43,19,6,27,1468,240,5,76,111,26,10512,282,-136,418,194,-67,206,-67,33964,4159,1092,37,12410,4116,12410,4116,267,27,1,18.8308096653079,-0.149452240305879,-0.182496687183723
-88.5041666666667,42.9708333333333,0.743,0.1318,0.1773,1,0,11,10,0,9,67,0,1,0,0,1,4209,19,134,31,59,39,43,19,7,24,1505,240,6,78,111,26,10470,284,-132,416,196,-64,207,-64,44050,5313,1437,36,15774,5492,15774,5492,280,57,1,51.1130478676067,-0.299471965890512,2.2582370790999
-88.503988,42.5672391,0.58,0.1069,0.1843,4,0,4,12,0,5,34,0,4,0,0,35,4928,20,141,35,58,41,42,17,7,24,1475,240,3,82,114,27,10409,289,-126,415,211,-58,211,-58,49345,5801,1719,33,17035,6640,17035,6640,288,111,0,34.8697103340892,-0.552876816456597,-1.25705107312798
-88.4875,37.7041666666667,1.56,0.12,0.0769,0,0,11,4,0,10,73,0,1,0,0,0,98577,71,199,22,58,24,51,25,4,20,1500,240,3,131,123,33,8867,316,-56,372,131,196,241,12,1010704,107298,64020,16,310566,207454,310566,207454,130,33,3,2.01312013625861,0.439351328207769,0.615672238070306
-88.4636111,45.7636111,0.47265,0.0624,0.132,4,0,25,69,0,0,1,0,0,0,0,0,19976.5,-135,-1,77,52,61,31,8,7,17,1350,240,2,42,131,29,10599,259,-180,439,160,-102,171,-102,450854,57997,13774,40,164667,52954,164667,52954,476,31,2,32.170320719862,-0.7648821877174,2.04459175816976
-88.4598204,43.0975072,0.7917,0.1135,0.1434,10,0,3,9,0,10,52,0,6,0,0,8,6830,18,132,29,61,38,43,20,7,27,1496,240,5,76,110,26,10463,282,-134,416,195,-66,205,-66,73381,8958,2353,37,26660,8957,26660,8957,273,25,0,4.24973145060428,-0.235062677842955,0.509536619819424
-88.4564865,42.5725171,0.5092,0.0536,0.1053,5,0,4,11,0,6,39,0,2,0,0,32,7995,21,142,34,59,41,42,17,7,24,1477,240,3,83,114,27,10405,290,-125,415,212,-58,212,-58,80021,9395,2807,32,27574,10848,27574,10848,288,102,0,28.4945411602658,-0.687454729498078,1.17024969321243
-88.4375,42.8458333333333,1.2479,0.187,0.1499,1,0,7,7,0,10,73,0,0,0,0,0,7476,20,137,33,59,39,43,18,6,24,1486,240,3,80,111,26,10428,286,-129,415,198,-61,209,-61,76649,9134,2560,35,27016,9798,27016,9798,278,38,0,51.8328995338928,0.220133711071815,1.0802756403408
-88.4303752,43.0666749,1.28,0.147,0.1148,11,0,3,10,0,9,52,0,6,0,0,8,7712,18,132,29,61,38,43,20,7,27,1496,240,5,76,110,26,10478,282,-134,416,195,-66,206,-66,82763,10095,2652,37,30052,10108,30052,10108,274,27,1,38.2048486001074,0.245210240928707,1.56275345687381
-88.4291666666667,43.1208333333333,1.0493,0.1529,0.1457,15,0,4,15,0,5,41,0,5,0,0,13,2009,18,132,31,60,39,42,19,8,27,1503,240,6,76,110,26,10473,282,-134,416,195,-66,206,-66,21510,2624,689,37,7797,2634,7797,2634,275,42,0,29.8609736151648,0.0480603517564946,2.79387949119355
-88.3875,43.2708333333333,1.59,0.3914,0.2461,1,0,8,4,0,11,73,0,1,0,0,1,6926,15,127,27,60,38,43,19,6,24,1511,240,5,72,109,26,10377,277,-137,414,190,-69,200,-69,75551,9415,2420,37,27438,9217,27438,9217,325,65,1,41.9291499005531,0.457934722108057,3.35021180702945
-88.2994783,33.0923477,1.3886,0.502,0.3615,0,0,4,17,3,11,63,0,0,0,0,1,29539,56,194,24,65,23,41,36,3,33,1483,240,4,169,132,40,7370,330,0,330,126,223,262,72,261259,29539,14754,21,81519,48104,81519,48104,64,25,1,35.1524759122996,0.325382437520983,-0.0422219626983531
-88.295,41.9961111,4.02,0.3868,0.0962,2,0,3,6,0,13,64,0,8,0,0,3,185320,-99,-1,33,60,36,44,19,5,26,1478,240,3,83,110,27,10239,284,-122,406,209,-56,209,-56,5382429,626387,185320,33,1856820,726114,1856820,726114,261,43,4,44.734538079759,1.3399454887218,-1.27675168320857
-88.2875,42.1708333333333,3.4,0.3847,0.1131,2,0,3,6,0,13,66,0,6,0,0,3,168949,-100,-2,33,60,37,44,19,5,26,1479,240,3,82,110,27,10241,284,-123,407,209,-56,209,-56,4913333,572756,168949,33,1697022,661237,1697022,661237,262,43,4,34.9702982046779,1.18393701773732,-0.916466857361078
-88.2763955,30.7260225,0.808,0.2059,0.2548,12,0,10,27,0,13,38,0,0,0,0,0,4519,57,175,20,51,48,33,19,3,11,1464,240,1,192,116,40,6357,327,42,285,266,151,270,108,53403,5937,2738,18,16024,10686,16024,10686,66,31,1,25.903579618915,-0.214434037720514,3.29049711489378
-88.2648133,42.5141851,0.805,0.1112,0.1382,3,0,2,7,0,12,66,1,1,0,0,5,4246,22,137,35,60,38,43,19,6,25,1472,240,3,83,111,27,10190,284,-122,406,208,-55,208,-55,42087,4944,1462,32,14498,5781,14498,5781,259,54,0,26.7219460224296,-0.21819758275533,-1.78382627822936
-88.2637064,43.3733342,0.7944,0.0986,0.1241,6,0,8,4,1,10,63,2,1,0,0,7,2782,14,124,30,59,40,42,18,8,25,1517,240,6,72,107,26,10319,275,-134,409,190,-68,199,-68,30095,3728,970,36,10893,3677,10893,3677,334,78,0,20.5315770909491,-0.231614889577995,-1.14230661458784
-88.253424,42.5244628,0.7238,0.1038,0.1434,3,0,2,7,0,12,66,1,1,0,0,5,4246,22,137,35,60,38,43,19,6,25,1472,240,3,83,111,27,10190,284,-122,406,208,-55,208,-55,42087,4944,1462,32,14498,5781,14498,5781,259,54,0,24.3262972968111,-0.326098286598433,-1.83544065039034
-88.2475,42.4433333,4.12835,0.61715,0.1613,1,0,1,5,0,14,75,0,3,0,0,1,41257.5,-39,70.5,31,61,35,45,20,4,27,1477,240,2,83,113,27,10279,287,-123,410,210,-56,210,-56,607211,70887,21354,32,209082,83345,209082,83345,272,38,3,43.8750262201654,1.3645853088052,1.27049352219132
-88.2375,43.3791666666666,0.782,0.1112,0.14835,5,0,10,4,0,8,63,1,1,0,0,6,3387,14,124,30,59,40,42,18,8,25,1518,240,6,72,107,26,10317,275,-134,409,190,-68,199,-68,36624,4534,1183,36,13250,4479,13250,4479,334,78,1,50.0296023580383,-0.247552264668693,-1.00878020267863
-88.2375,43.8458333333333,1.3683,0.3559,0.2601,0,0,0,0,0,13,87,0,0,0,0,0,296,13,122,35,61,38,44,19,5,30,1488,240,3,72,105,25,10501,276,-135,411,191,-69,202,-69,3208,392,108,36,1141,392,1141,392,287,15,1,8.04290187391629,0.310910316429035,1.17076110167704
-88.2269444,42.2794444,3.38,0.2786,0.0824,2,0,3,6,0,13,68,0,5,0,0,3,154205,-100,-3,33,60,38,43,19,5,26,1480,240,3,82,109,26,10273,284,-123,407,209,-57,209,-57,4490367,524260,154205,33,1552775,602560,1552775,602560,262,43,0,40.4125663126761,1.178416311387,-0.932322581559615
-88.2189923,44.4658225,4.82775,1.84495,0.376,0,0,6,5,0,10,78,0,0,0,0,0,18229,-26.5,81.5,30,62,35,45,20,5,29,1497,240,2,67,111,26,10609,276,-144,420,199,-75,199,-75,232383,27520,7971,36,81411,28358,81411,28358,239,25,2,52.5489308406131,1.50885774334364,0.0166258057930184
-88.1864487,41.3466981,4.2,2.0756,0.4942,0,0,1,3,0,14,80,0,1,0,0,0,878098,-80,18,26,64,30,47,22,2,27,1442,240,2,97,114,29,9841,292,-101,393,198,-36,218,-36,20230228,2225141,878098,25,6414734,3241448,6414734,3241448,214,15,5,52.5024520284987,1.38050751653889,-0.235325522347344
-88.1708729,39.3444812,7.82,1.7837,0.2281,0,0,1,3,0,14,81,0,1,0,0,0,290858,-5,102,23,63,28,48,24,3,25,1446,240,1,113,116,29,9684,305,-83,388,213,-17,232,-17,3555837,398527,185515,21,1115720,650537,1115720,650537,205,16,4,18.9598480155527,1.94582506844538,3.10577178261661
-88.1708333333333,42.4791666666667,3.93665,0.88335,0.25065,1,0,4,6,0,13,70,0,4,0,0,3,210760.5,-40,65,33,60,38,43,19,5,26,1483,240,3,81,109,26,10278,284,-124,408,208,-58,208,-58,3147391,369594,107248,33,1091641,417075,1091641,417075,265,46,4,21.2880435320543,1.32050955213696,-1.61672870838279
-88.1636111,41.7258333,1.58555,0.48785,0.31485,3,1,0,6,0,18,46,0,26,0,0,0,1716,-28,82.5,30,64,26,49,25,4,30,1459,240,3,94,114,28,10127,293,-110,403,218,-43,218,-43,24184,2735,910,30,7987,3515,7987,3515,212,14,1,51.2212170365462,0.455201652737803,-0.779588155514134
-88.1561487,38.0922686,2.8833,0.769,0.2667,0,0,4,1,0,11,83,0,0,0,0,0,761933,-47,58,18,59,23,52,25,4,19,1500,240,1,123,119,31,9293,313,-69,382,123,-2,238,-2,12687815,1340681,707728,18,3830706,2542903,3830706,2542903,149,21,5,5.84855936744991,1.02901819298135,-1.17990637093157
-88.1375,42.8208333333333,1.6271,0.4444,0.2731,3,0,4,6,0,13,62,0,4,0,0,5,22953,22,129,32,61,39,42,19,6,26,1484,240,4,82,103,25,10124,279,-118,397,208,-54,208,-54,223795,26393,7761,33,77066,30233,77066,30233,248,36,0,50.3511217090289,0.480411416169164,2.09352230531157
-88.1375,42.9041666666666,0.9858,0.1925,0.1952,2,0,6,8,0,14,59,0,9,0,0,2,4194,22,129,31,61,39,42,19,6,26,1487,240,4,81,103,25,10172,281,-120,401,199,-55,208,-55,41063,4866,1421,33,14114,5533,14114,5533,268,66,0,18.7199820138889,-0.0143073485415906,3.19121753667025
-88.1301034,44.5361022,3.06,1.5108,0.4937,0,0,7,5,0,10,77,0,0,0,0,0,13695,-123,-19,32,62,35,45,20,5,28,1496,240,2,67,111,26,10571,275,-143,418,198,-75,198,-75,398719,47150,13695,36,139628,48895,139628,48895,235,25,2,28.7638703473627,1.08507801086885,0.624474407141737
-88.1296944,44.5333889,4.8,1.936,0.4033,0,0,7,5,0,10,77,0,0,0,0,0,13695,-123,-19,32,62,35,45,20,5,28,1496,240,2,67,111,26,10571,275,-143,418,198,-75,198,-75,398719,47150,13695,36,139628,48895,139628,48895,235,25,2,29.0719978884658,1.50356538438674,1.50463112676512
-88.1250095,31.7571018,0.91425,0.30135,0.3122,19,0,25,33,0,3,18,0,1,0,0,0,9822856.5,32,168,31,51,41,37,22,5,16,1455,240,3,166,134,40,7378,329,-5,334,122,220,258,68,96494768,10858454,5538989,19,28906882,17976060,28906882,17976060,120,54,5,38.5260996754693,-0.089870148997643,-1.24328465003477
-88.1234199,42.7019623,1.35,0.15,0.1111,3,0,0,8,0,13,72,0,0,0,0,3,1848,22,130,30,62,35,45,20,5,30,1479,240,2,81,104,26,10028,277,-119,396,205,-54,205,-54,18057,2124,610,33,6285,2415,6285,2415,249,18,0,21.9244003178122,0.297668653437914,1.25865499379733
-88.1170328,42.8955706,1.4667,0.2211,0.1508,2,0,5,7,0,15,59,0,9,0,0,2,5398,22,129,30,61,39,42,19,6,25,1491,240,4,82,103,25,10190,280,-119,399,200,-55,208,-55,52751,6243,1827,33,18120,7115,18120,7115,263,59,1,8.32810415458093,0.379053094311629,2.92642917793917
-88.0922222,44.3719444,4.65,1.9113,0.411,0,0,3,1,0,17,80,0,0,0,0,0,6160,-57,39,27,61,38,44,18,5,24,1505,240,2,68,107,26,10373,272,-137,409,197,-70,197,-70,92219,10915,3194,35,32162,11427,32162,11427,235,71,2,18.4013405480711,1.47438782676187,0.598104635886929
-88.0825,41.5363889,8.44,0.52,0.0616,5,0,1,6,1,9,34,0,42,0,0,1,115621,-83,9,32,62,32,46,22,5,27,1459,240,4,91,105,27,9922,283,-106,389,214,-42,214,-42,3128034,354426,115621,30,1040850,459780,1040850,459780,217,30,3,33.7936061750272,2.01390676412601,-2.16524203160351
-88.0541666666667,30.7208333333333,2.88,1.2123,0.4209,9,0,4,23,1,7,10,0,46,0,0,0,13555,135,251,23,53,47,34,19,3,14,1450,240,1,194,112,39,6326,326,45,281,267,154,271,110,174126,19464,8799,19,52885,34422,52885,34422,31,30,1,45.8857486292927,1.02793707435938,-0.519462449122931
-88.0384231,43.2066741,3.74695,0.7686,0.20535,0,0,1,3,0,17,78,0,1,0,0,0,1247,-10.5,87,31,61,39,42,19,6,26,1486,240,4,78,102,25,10034,274,-121,395,195,-57,202,-57,15179,1817,513,34,5330,2015,5330,2015,241,56,1,11.5448183560045,1.27460709514681,-0.650811317261261
-88.0375,43.2208333333333,3.84095,0.55155,0.15055,0,0,1,2,0,15,83,0,0,0,0,0,721,-11.5,86.5,32,60,40,42,19,6,25,1487,240,4,77,102,25,10068,274,-122,396,194,-58,202,-58,8802,1055,297,34,3097,1164,3097,1164,249,69,1,29.1078814836329,1.29765142692625,-1.91208078950137
-88.01,44.5286111,1.9714,0.7667,0.3889,1,0,14,11,0,9,58,0,1,0,0,5,1875589,5,128,38,58,45,40,14,6,20,1470,240,3,64,117,27,10724,275,-154,429,184,-81,196,-81,21103928,2624967,676754,39,7650869,2416543,7650869,2416543,295,39,5,7.45211558438302,0.666368385843,-0.191895480145901
-87.9772203,31.0865664,0.7177,0.1272,0.1773,26,0,19,35,0,3,15,0,1,8,0,1,20708064,53,193,33,50,42,36,22,6,14,1444,240,3,166,134,40,7219,326,-3,329,86,220,256,70,222806880,25448924,12335752,18,67271672,42492724,67271672,42492724,162,72,6,17.5754876767169,-0.334713835220177,1.10663302582278
-87.9458333333334,38.1291666666667,4.0129,1.1112,0.2616,0,0,9,2,0,9,78,0,1,0,0,0,10182425,-9,101,24,61,28,48,24,5,23,1458,240,3,110,117,30,9362,299,-81,380,206,-16,226,-16,117887072,12512284,6573494,19,36494676,22354796,36494676,22354796,221,30,6,33.4938158111523,1.33830650838507,0.860614956043642
-87.9416667,41.6963889,7.5,1.4427,0.1925,5,0,1,6,0,9,32,0,45,0,0,1,150245.5,-55.5,36.5,32,62,32,46,22,5,27,1461,240,4,90,104,26,9888,281,-106,387,212,-43,212,-43,2757348,313444,101609,30,920624,405052,920624,405052,218,28,3,13.8737348421439,1.90842285207331,1.26614094644012
-87.9213889,43.7888889,4.8429,2.2664,0.4486,1,0,4,5,0,14,76,0,0,0,0,1,43589,-51,41,38,59,39,43,19,6,27,1487,240,4,71,104,25,10349,274,-132,406,190,-67,200,-67,658012,80167,22993,34,230678,83455,230678,83455,290,42,2,34.2353984540054,1.51173356627142,0.5743239016032
-87.9125,41.8291666666667,6.6667,2.1281,0.3114,6,1,1,5,0,7,14,0,65,0,0,1,33883,-26,69,32,62,30,48,23,4,27,1471,240,4,93,107,27,9964,287,-105,392,216,-41,216,-41,469613,53203,17407,30,156108,69214,156108,69214,225,27,2,26.2172218939517,1.80253104062484,-1.50201074364209
-87.9125,43.0041666666666,3.881,0.8995,0.2318,6,2,0,4,0,5,5,0,78,0,0,0,7086,24,124,25,64,39,41,20,7,26,1468,240,4,84,96,25,9952,275,-110,385,208,-49,208,-49,67330,7683,2582,30,22499,9955,22499,9955,214,44,1,50.5347398669659,1.30728971504854,3.37629696323365
-87.9089745,43.1000116,2.4857,0.4357,0.1355,1,0,6,4,0,11,71,0,6,0,0,0,145924,-45,46,34,60,39,42,19,6,26,1491,240,4,74,103,25,10158,273,-127,400,192,-62,200,-62,2222930,270373,74906,35,789395,284508,789395,284508,283,44,3,46.1992611020173,0.888374761322564,2.07547224025423
-87.8983333,43.0244444,1.81665,0.2484,0.1365,2,0,6,15,0,1,9,0,0,0,0,63,1022649.5,-44.5,60.5,45,38,35,23,8,5,13,931,239,3,54,103,26,9808,247,-141,388,169,-67,175,-76,14833654,1692157,673188,24,4768115,2508260,4768115,2508260,216,35,0,20.0485071387114,0.587406032098772,-0.124437687741928
-87.8875,42.9291666666667,1.82,0.8202,0.4507,1,1,0,5,2,13,8,0,69,0,0,1,2268,24,121,25,64,39,41,20,7,26,1433,240,3,82,94,25,9824,270,-109,379,205,-48,205,-48,21421,2421,835,29,7110,3241,7110,3241,212,30,1,17.0024435014147,0.589189437858001,-1.3895693843097
-87.8542292,41.9530861,4.75,0.4031,0.0849,5,0,1,7,0,11,45,0,29,0,0,1,120987,-31,62,32,62,34,45,21,5,27,1463,240,4,87,103,26,9871,277,-110,387,209,-46,209,-46,1692272,194167,61027,31,570541,244197,570541,244197,223,29,3,44.6425707893644,1.49394766138044,-0.943789607677077
-87.8291666666667,41.8208333333333,5.69,1.7685,0.3009,6,1,1,5,0,7,13,0,66,0,0,1,39188,-25,70,32,62,30,48,23,4,27,1470,240,4,93,107,27,9952,288,-104,392,217,-40,217,-40,541626,61248,20209,29,179646,80277,179646,80277,222,26,2,24.3991725489489,1.65902961926742,2.09102316507876
-87.8291666666667,43.8208333333333,6.35555,1.8819,0.2895,0,0,2,3,0,13,82,0,0,0,0,0,1563.5,-42.5,53,29,62,35,44,21,6,29,1476,240,2,75,99,25,9985,270,-121,391,193,-58,199,-58,23672,2863,889,31,8077,3284,8077,3284,230,37,1,17.0925426970541,1.7593642863187,-1.97660442736746
-87.7958333,42.0122222,4.42,1.309,0.2962,10,0,1,7,0,6,15,0,60,0,0,1,26340,-25,65,39,61,36,45,20,5,26,1435,240,5,91,99,26,9775,279,-101,380,213,-39,213,-39,361528,40635,13966,28,119144,55303,119144,55303,205,20,2,5.37351124564344,1.42766373864073,1.20593670878112
-87.7541666666667,43.7458333333333,5.062,1.2164,0.24735,0,0,3,4,0,14,77,0,1,0,0,0,117938.5,-17,81,35,60,37,43,19,6,27,1485,240,4,73,102,25,10182,273,-127,400,191,-63,200,-63,1463919,178619,51950,33,509632,191927,509632,191927,273,44,3,3.60504185440121,1.55229454864927,-1.37536479421882
-87.7458578,40.1369806,7.17165,2.2292,0.3087,0,0,1,2,0,13,84,0,0,0,0,0,104742,-43,57,24,63,22,53,25,3,28,1432,240,1,104,113,29,9846,295,-93,388,205,-29,225,-29,1665934,190844,77948,25,541864,267653,541864,267653,225,19,3,37.1686009829381,1.86825341654263,2.19447558421268
-87.7430786,35.9300634,1.728,0.6699,0.3877,1,0,42,5,0,6,46,0,1,0,0,0,1426207,22,164,33,52,35,40,25,6,17,1450,240,7,143,138,39,7939,318,-37,355,142,202,243,37,13191505,1426207,810649,15,3851004,2596544,3851004,2596544,244,73,4,36.018205845673,0.538908967326735,3.55616245261308
-87.7092522,43.7472174,3.5354,1.24485,0.3567,0,0,3,4,0,14,76,0,2,0,0,0,119452,-17,81,35,60,38,43,19,6,27,1484,240,4,73,102,25,10171,273,-127,400,191,-63,200,-63,1482343,180854,52667,33,515852,194626,515852,194626,272,44,3,48.7274559433495,1.22043464361281,-1.2538529419488
-87.6686483,41.1600334,2.6,0.4336,0.1668,0,0,2,5,0,14,78,0,1,0,0,0,656199,-23,80,26,62,33,46,21,3,25,1462,240,2,96,113,29,9689,290,-98,388,195,-34,216,-34,8988399,987645,406850,23,2780262,1496935,2780262,1496935,224,17,4,16.3302360152534,0.931107401456123,1.35315988591353
-87.5972419,40.1008701,7.915,2.04135,0.26035,0,0,2,1,0,13,74,0,10,0,0,0,2725,-40.5,64.5,20,64,39,41,20,4,21,1479,240,2,106,116,30,9635,297,-90,387,206,-24,225,-24,43151,4822,2102,24,13886,7535,13886,7535,199,28,1,50.2462532274529,1.95661873338835,0.877901709498614
-87.5500227,38.4897695,3.2067,0.7602,0.2371,0,0,19,3,0,7,68,0,3,0,0,0,4243027,-5,108,26,59,28,48,24,5,22,1462,240,4,114,119,31,9151,300,-74,374,208,-9,227,-9,46988744,5090191,2834869,18,14403816,9394418,14403816,9394418,231,41,6,42.6995758708735,1.12908581852805,-0.388531213208173
-87.5208333333334,31.5458333333333,0.63,0.0753,0.1191,29,0,15,37,0,3,14,0,1,0,0,1,10683547,51,191,34,49,43,36,22,6,14,1436,240,4,164,133,40,7186,323,-3,326,85,218,254,69,113214992,13133210,6146849,18,34577312,21923508,34577312,21923508,208,90,5,12.1888986170625,-0.467889786250144,1.13761023093405
-86.8063775,33.3134455,1.0011,0.3721,0.3717,21,0,17,36,0,5,18,0,4,0,0,0,15678,56,193,36,55,36,40,25,8,20,1455,240,9,167,131,39,7290,328,-2,330,86,221,259,70,139224,15678,7460,17,41430,26860,41430,26860,201,145,1,1.77015197945465,0.00109936257479075,-1.857478953389
-86.7055418,37.8995009,1.8103,0.4469,0.2415,2,0,53,7,0,5,32,0,2,0,0,0,36071796,-13,113,39,54,37,42,21,8,19,1448,240,6,108,126,34,8553,290,-73,363,195,-6,215,-6,411859040,43147240,27019088,14,122389344,86577608,122389344,86577608,393,131,6,46.4428369673709,0.584016010577351,1.06918674506331
-86.6702642,33.4601065,0.4883,0.0849,0.1739,26,0,18,32,0,3,11,0,6,0,0,0,14471,10,141,36,55,35,39,24,8,19,1449,240,8,164,131,39,7350,326,-4,330,83,218,256,67,162114,18655,8792,18,48543,31457,48543,31457,220,123,0,36.9348403069691,-0.730982262991658,1.01081431588792
-86.6141521,33.4998273,1.128,0.2415,0.2141,25,0,22,31,0,3,10,0,8,0,0,0,13146,10,140,37,55,36,40,25,7,19,1448,240,9,164,131,39,7334,326,-5,331,83,218,256,67,147282,17012,8001,18,44190,28572,44190,28572,227,116,1,50.7442172254937,0.120052495275368,0.269903645703308
-86.4853008,42.1136508,2.6571,0.5901,0.2221,1,0,4,5,0,11,75,0,2,0,0,1,1661638,25,145,25,60,34,46,20,4,22,1480,240,2,90,110,29,9568,284,-96,380,209,-23,209,-37,16965944,1745031,791945,21,5096157,2920250,5096157,2920250,265,26,5,36.4375459156887,0.951718940918975,3.3609449853113
-86.4636024,34.9609213,1.8702,0.62175,0.33505,0,0,13,3,0,10,74,0,0,0,0,0,22976,54,191.5,25,50,34,41,24,5,13,1476,240,4,145,131,38,7737,314,-28,342,59,203,242,42,229957,26148,13913,17,66783,44734,66783,44734,286,71,2,45.4264081512783,0.615506916396517,1.89280211445747
