ID NUTS YYYY MM 0 BAREA
48224 PT116 1995 02 4 0.0806453
48225 PT116 1995 03 4 134.488
48226 PT116 1995 04 160 119.592
48227 PT116 1995 05 160 2.92959
48228 PT116 1995 06 105 100.881
48229 PT116 1995 07 113 27.9275
48230 PT116 1995 08 289 1602.85
48231 PT116 1995 09 289 11.428
48232 PT116 1995 10 289 42.1152
48233 PT116 1996 02 5 0.28733
48234 PT116 1996 03 5 2.49841
48235 PT116 1996 04 5 39.0866
48236 PT116 1996 05 5 2.89871
48237 PT116 1996 06 93 28.876
48238 PT116 1996 07 179 155.541
48239 PT116 1996 08 136 874.743
48240 PT116 1996 09 143 119.565
48241 PT116 1996 10 143 1.77002
48242 PT116 1997 03 2 237.435
48243 PT116 1997 04 2 5.04178
48244 PT116 1997 06 2 3.95914
48245 PT116 1997 07 104 87.4831
48246 PT116 1997 08 123 35.4039
48247 PT116 1997 09 115 50.3265
48248 PT116 1997 10 115 23.4562
48249 PT116 1998 01 2 0.0323817
48250 PT116 1998 02 2 4.40073
48251 PT116 1998 03 89 53.7006
48252 PT116 1998 05 89 3.94502
48253 PT116 1998 06 89 6.65102
48254 PT116 1998 07 112 85.5477
48255 PT116 1998 08 376 935.428
48256 PT116 1998 09 376 6.80079
48257 PT116 1998 10 376 0.615473
48258 PT116 1999 01 376 2.35502
48259 PT116 1999 02 376 15.651
48260 PT116 1999 03 376 84.0402
48261 PT116 1999 04 376 97.1215
48262 PT116 1999 05 376 1.98798
48263 PT116 1999 06 376 119.662
48264 PT116 1999 07 294 161.624
48265 PT116 1999 08 141 35.6867
48266 PT116 1999 09 85 22.4283
48267 PT116 1999 10 85 1.51833
48268 PT116 2000 01 85 15.7909
48269 PT116 2000 02 85 1.63353
48270 PT116 2000 03 207 497.956
48271 PT116 2000 04 207 1.34735
48272 PT116 2000 05 207 7.68774
48273 PT116 2000 06 166 221.255
48274 PT116 2000 07 95 41.472
48275 PT116 2000 08 247 468.939
48276 PT116 2000 09 169 134.98
48277 PT116 2000 10 169 6.07513
48278 PT116 2001 02 169 45.2503
48279 PT116 2001 04 169 20.5468
48280 PT116 2001 05 169 34.3849
48281 PT116 2001 06 134 74.5897
48282 PT116 2001 07 134 36.1378
48283 PT116 2001 08 171 463.161
48284 PT116 2001 09 233 375.943
48285 PT116 2001 10 4 8.59981
48286 PT116 2001 11 86 70.7208
48287 PT116 2001 12 128 180.902
48288 PT116 2002 01 2 0.00730657
48289 PT116 2002 02 2 7.50553
48290 PT116 2002 03 2 61.2212
48291 PT116 2002 04 113 81.0041
48292 PT116 2002 05 113 37.3141
48293 PT116 2002 06 113 177.547
48294 PT116 2002 07 183 441.405
48295 PT116 2002 08 260 317.383
48296 PT116 2002 09 260 48.5188
48297 PT116 2003 01 4 2.2182
48298 PT116 2003 02 2 0.0421482
48299 PT116 2003 03 2 80.0155
48300 PT116 2003 04 2 41.018
48301 PT116 2003 05 88 51.8274
48302 PT116 2003 06 85 14.9355
48303 PT116 2003 07 85 50.0296
48304 PT116 2003 08 196 274.664
48305 PT116 2003 09 196 53.8896
48306 PT116 2003 10 196 2.7584
48307 PT116 2003 11 2 0.126444
48308 PT116 2003 12 2 0.0240548
48309 PT116 2004 01 2 0.056548
48310 PT116 2004 02 2 41.5201
48311 PT116 2004 03 2 51.402
48312 PT116 2004 04 2 177.24
48313 PT116 2004 05 2 17.1109
48314 PT116 2004 06 158 145.835
48315 PT116 2004 07 337 207.498
48316 PT116 2004 08 337 15.481
48317 PT116 2004 09 337 23.2867
48318 PT116 2004 10 337 3.89801
48319 PT116 2004 11 337 32.6214
48320 PT116 2004 12 4 4.65353
48321 PT116 2005 01 4 6.86185
48322 PT116 2005 02 110 116.436
48323 PT116 2005 03 153 457.221
48324 PT116 2005 04 153 60.1876
48325 PT116 2005 05 153 14.8254
48326 PT116 2005 06 261 255.275
48327 PT116 2005 07 547 403.71
48328 PT116 2005 08 592 14959.3
48329 PT116 2005 09 208 55.9267
48330 PT116 2005 10 198 122.642
48331 PT116 2005 11 3 0.0808938
48332 PT116 2005 12 3 9.20455
48333 PT116 2006 01 2 0.00170419
48334 PT116 2006 02 2 2.11414
48335 PT116 2006 03 2 0.380853
48336 PT116 2006 04 2 6.21366
48337 PT116 2006 05 2 53.8541
48338 PT116 2006 06 2 29.0389
48339 PT116 2006 07 82 13.0524
48340 PT116 2006 08 194 542.378
48341 PT116 2006 09 194 26.6312
48342 PT116 2007 01 2 0.00551825
48343 PT116 2007 03 2 1.32119
48344 PT116 2007 04 2 0.536146
48345 PT116 2007 05 2 1.95842
48346 PT116 2007 06 2 2.65449
48347 PT116 2007 07 2 86.9494
48348 PT116 2007 08 2 14.8629
48349 PT116 2007 09 2 19.8079
48350 PT116 2007 10 2 2.22907
48351 PT116 2007 11 2 54.2924
48352 PT116 2007 12 2 2.12378
48353 PT117 1980 04 2 0.0785617
48354 PT117 1980 07 2 237.12
48355 PT117 1980 08 2 169.362
48356 PT117 1980 09 2 772.613
48357 PT117 1980 10 3 7.96768
48358 PT117 1981 01 2 12.1881
48359 PT117 1981 02 5 44.5883
48360 PT117 1981 04 2 0.995043
48361 PT117 1981 05 3 4.04993
48362 PT117 1981 06 3 27.9699
48363 PT117 1981 07 3 258.313
48364 PT117 1981 08 3 1016.22
48365 PT117 1981 09 3 224.8
48366 PT117 1981 10 3 7.28155
48367 PT117 1981 11 3 4.76816
48368 PT117 1981 12 2 0.378826
48369 PT117 1982 01 2 6.39645
48370 PT117 1982 03 3 27.1367
48371 PT117 1982 05 3 48.4398
48372 PT117 1982 06 3 37.0095
48373 PT117 1982 07 3 853.218
48374 PT117 1982 08 3 974.771
48375 PT117 1982 09 3 635.88
48376 PT117 1983 01 3 31.9667
48377 PT117 1983 02 3 14.4722
48378 PT117 1983 03 3 47.1268
48379 PT117 1983 04 2 0.815165
48380 PT117 1983 05 2 0.281441
48381 PT117 1983 06 2 7.453
48382 PT117 1983 07 2 333.761
48383 PT117 1983 08 2 616.357
48384 PT117 1983 09 144 665.394
48385 PT117 1983 10 144 68.2509
48386 PT117 1984 01 2 0.0571819
48387 PT117 1984 02 2 6.73129
48388 PT117 1984 03 2 29.9612
48389 PT117 1984 04 4 2.07756
48390 PT117 1984 07 4 207.582
48391 PT117 1984 08 150 1380.27
48392 PT117 1984 09 219 3553.1
48393 PT117 1984 10 4 2.08302
48394 PT117 1985 01 3 1.26022
48395 PT117 1985 03 3 0.773877
48396 PT117 1985 06 5 14.6376
48397 PT117 1985 07 5 349.276
48398 PT117 1985 08 260 2559.4
48399 PT117 1985 09 145 1726.43
48400 PT117 1985 10 145 513.724
48401 PT117 1986 06 145 881.739
48402 PT117 1986 07 111 3613.72
48403 PT117 1986 08 99 3218.7
48404 PT117 1986 09 99 698.099
48405 PT117 1986 10 4 5.82516
48406 PT117 1987 06 4 225.326
48407 PT117 1987 07 85 886.154
48408 PT117 1987 08 133 1698.21
48409 PT117 1987 09 94 1180.5
48410 PT117 1988 06 3 2.3775
48411 PT117 1988 07 3 69.4456
48412 PT117 1988 08 127 747.665
48413 PT117 1988 09 277 1586.85
48414 PT117 1988 10 277 291.338
48415 PT117 1989 05 4 12.942
48416 PT117 1989 06 4 71.7522
48417 PT117 1989 07 208 2831.47
48418 PT117 1989 08 289 1964.06
48419 PT117 1989 09 274 3043.54
48420 PT117 1989 10 119 385.01
48421 PT117 1990 06 119 157.641
48422 PT117 1990 07 127 589.89
48423 PT117 1990 08 158 7136.84
48424 PT117 1990 09 107 632.528
48425 PT117 1990 10 4 4.76243
48426 PT117 1991 04 4 3.19221
48427 PT117 1991 05 4 4.19904
48428 PT117 1991 06 4 197.854
48429 PT117 1991 07 94 2388.09
48430 PT117 1991 08 376 3173.13
48431 PT117 1991 09 108 394.863
48432 PT117 1991 10 108 11.0234
48433 PT117 1992 02 2 0.00613953
48434 PT117 1992 05 3 0.043785
48435 PT117 1992 06 3 8.33043
48436 PT117 1992 07 161 471.728
48437 PT117 1992 08 332 1422.69
48438 PT117 1992 09 136 151.325
48439 PT117 1992 10 136 9.87481
48440 PT117 1993 02 136 4.00291
48441 PT117 1993 03 136 30.7098
48442 PT117 1993 04 136 27.4704
48443 PT117 1993 05 2 16.6641
48444 PT117 1993 06 2 1.1014
48445 PT117 1993 07 99 155.158
48446 PT117 1993 08 272 831.179
48447 PT117 1993 09 92 244.929
48448 PT117 1994 01 2 0.0909087
48449 PT117 1994 02 2 0.0490454
48450 PT117 1994 03 2 35.5022
48451 PT117 1994 04 2 19.5909
48452 PT117 1994 05 2 11.6853
48453 PT117 1994 06 2 36.0556
48454 PT117 1994 07 213 1063.02
48455 PT117 1994 08 515 3022.08
48456 PT117 1994 09 328 1778.92
48457 PT117 1994 10 119 118.435
48458 PT117 1994 11 2 0.0674505
48459 PT117 1994 12 2 0.00589551
48460 PT117 1995 01 2 7.57485
48461 PT117 1995 02 3 3.16514
48462 PT117 1995 03 3 101.657
48463 PT117 1995 04 110 261.966
48464 PT117 1995 05 110 9.08447
48465 PT117 1995 06 119 179.911
48466 PT117 1995 07 230 419.287
48467 PT117 1995 08 723 5278.55
48468 PT117 1995 09 215 943.814
48469 PT117 1995 10 286 949.401
48470 PT117 1995 11 5 1.31975
48471 PT117 1996 02 5 10.3135
48472 PT117 1996 03 5 2.99082
48473 PT117 1996 04 5 6.18055
48474 PT117 1996 05 5 4.68135
48475 PT117 1996 06 89 836.455
48476 PT117 1996 07 431 2012.12
48477 PT117 1996 08 632 10598.6
48478 PT117 1996 09 385 1650.65
48479 PT117 1996 10 385 104.736
48480 PT117 1996 11 3 1.61688
48481 PT117 1997 02 3 12.4511
48482 PT117 1997 03 192 267.023
48483 PT117 1997 04 117 167.766
48484 PT117 1997 05 117 35.6052
48485 PT117 1997 06 117 3.89757
48486 PT117 1997 07 134 225.026
48487 PT117 1997 08 304 445.587
48488 PT117 1997 09 443 727.131
48489 PT117 1997 10 214 301.152
48490 PT117 1997 11 2 3.88419
48491 PT117 1998 02 2 24.0937
48492 PT117 1998 03 119 69.5762
48493 PT117 1998 04 2 0.453092
48494 PT117 1998 05 2 13.227
48495 PT117 1998 06 2 50.688
48496 PT117 1998 07 328 1202.93
48497 PT117 1998 08 1039 8960.99
48498 PT117 1998 09 425 3211.69
48499 PT117 1998 10 86 95.5696
48500 PT117 1998 11 86 12.8018
48501 PT117 1998 12 86 12.9906
48502 PT117 1999 01 86 4.8528
48503 PT117 1999 02 109 57.9367
48504 PT117 1999 03 109 22.5521
48505 PT117 1999 04 109 162.51
48506 PT117 1999 05 3 2.59557
48507 PT117 1999 06 3 1155.72
48508 PT117 1999 07 396 4149.13
48509 PT117 1999 08 358 1329.36
48510 PT117 1999 09 178 175.375
48511 PT117 1999 10 178 48.4257
48512 PT117 1999 11 178 5.90293
48513 PT117 1999 12 178 1.52994
48514 PT117 2000 01 178 5.356
48515 PT117 2000 02 178 14.0421
48516 PT117 2000 03 245 382.697
48517 PT117 2000 04 245 3.81906
48518 PT117 2000 05 245 2.98433
48519 PT117 2000 06 119 353.083
48520 PT117 2000 07 230 1570.94
48521 PT117 2000 08 712 13197
48522 PT117 2000 09 626 5215.98
48523 PT117 2000 10 158 1224.43
48524 PT117 2001 02 158 14.5109
48525 PT117 2001 03 2 0.01011
48526 PT117 2001 04 2 59.8111
48527 PT117 2001 05 2 20.4071
48528 PT117 2001 06 151 962.16
48529 PT117 2001 07 187 1057.18
48530 PT117 2001 08 464 7226.27
48531 PT117 2001 09 468 2929.71
48532 PT117 2001 10 468 46.6398
48533 PT117 2001 11 468 80.6052
48534 PT117 2001 12 84 53.9385
48535 PT117 2002 01 3 0.0610986
48536 PT117 2002 02 3 20.9303
48537 PT117 2002 03 3 72.7603
48538 PT117 2002 04 3 54.8222
48539 PT117 2002 05 3 23.5076
48540 PT117 2002 06 115 549.032
48541 PT117 2002 07 272 4799.19
48542 PT117 2002 08 354 7448.2
48543 PT117 2002 09 100 1489.4
48544 PT117 2003 01 5 0.553647
48545 PT117 2003 02 5 9.39972
48546 PT117 2003 03 5 63.5712
48547 PT117 2003 04 5 26.2323
48548 PT117 2003 05 5 106.841
48549 PT117 2003 06 5 305.349
48550 PT117 2003 07 156 2188.68
48551 PT117 2003 08 322 11662.3
48552 PT117 2003 09 215 1360.84
48553 PT117 2003 10 215 7.70161
48554 PT117 2003 11 3 0.331206
48555 PT117 2004 01 3 1.85396
48556 PT117 2004 02 3 48.883
48557 PT117 2004 03 3 99.9217
48558 PT117 2004 04 3 87.224
48559 PT117 2004 05 3 20.8652
48560 PT117 2004 06 125 259.491
48561 PT117 2004 07 298 9372.18
48562 PT117 2004 08 153 649.46
48563 PT117 2004 09 272 1621.28
48564 PT117 2004 10 144 261.164
48565 PT117 2004 11 144 12.091
48566 PT117 2004 12 144 8.27102
48567 PT117 2005 01 144 29.7727
48568 PT117 2005 02 136 180.727
48569 PT117 2005 03 181 217.619
48570 PT117 2005 04 181 31.5534
48571 PT117 2005 05 181 46.681
48572 PT117 2005 06 132 1223.37
48573 PT117 2005 07 249 7766.63
48574 PT117 2005 08 341 11266.4
48575 PT117 2005 09 168 735.23
48576 PT117 2005 10 99 149.995
48577 PT117 2005 11 3 0.0468956
48578 PT117 2005 12 3 0.00666171
48579 PT117 2006 01 3 0.0661106
48580 PT117 2006 02 3 10.44
48581 PT117 2006 03 3 5.16054
48582 PT117 2006 04 3 18.4205
48583 PT117 2006 05 103 190.915
48584 PT117 2006 06 103 180.174
48585 PT117 2006 07 132 753.552
48586 PT117 2006 08 190 1157.49
48587 PT117 2006 09 136 271.279
48588 PT117 2006 10 136 1.20495
48589 PT117 2006 12 5 1.31643
48590 PT117 2007 01 5 0.17715
48591 PT117 2007 02 3 0.27587
48592 PT117 2007 03 3 163.307
48593 PT117 2007 04 3 23.079
48594 PT117 2007 05 3 5.01652
48595 PT117 2007 06 3 3.6663
48596 PT117 2007 07 3 138.406
48597 PT117 2007 08 128 213.059
48598 PT117 2007 09 153 261.311
48599 PT117 2007 10 187 123.566
48600 PT117 2007 11 246 503.781
48601 PT117 2007 12 246 19.1591
48602 PT118 1980 04 246 58.7416
48603 PT118 1980 06 4 48.5705
48604 PT118 1980 07 4 457.003
48605 PT118 1980 08 4 2915.09
48606 PT118 1980 09 4 1238.88
48607 PT118 1980 10 4 2.45482
48608 PT118 1980 12 3 3.83463
48609 PT118 1981 01 3 405.699
48610 PT118 1981 02 3 397.393
48611 PT118 1981 03 3 4.00752
48612 PT118 1981 04 2 11.6503
48613 PT118 1981 05 2 2.76437
48614 PT118 1981 06 2 678.885
48615 PT118 1981 07 2 1287.45
48616 PT118 1981 08 92 2946.34
48617 PT118 1981 09 92 1619.76
48618 PT118 1981 10 5 65.8112
48619 PT118 1981 11 2 1.7259
48620 PT118 1981 12 2 4.3212
48621 PT118 1982 02 2 1.80704
48622 PT118 1982 03 2 17.8084
48623 PT118 1982 04 2 17.0129
48624 PT118 1982 05 2 1.10454
48625 PT118 1982 06 2 30.3164
48626 PT118 1982 07 2 1036.62
48627 PT118 1982 08 141 3372.3
48628 PT118 1982 09 112 2070.22
48629 PT118 1982 10 2 1.48543
48630 PT118 1983 01 2 12.1859
48631 PT118 1983 02 3 5.98197
48632 PT118 1983 03 4 3.17563
48633 PT118 1983 04 2 1.28676
48634 PT118 1983 05 2 3.23828
48635 PT118 1983 06 2 0.74353
48636 PT118 1983 07 4 2.31011
48637 PT118 1983 08 4 73.0685
48638 PT118 1983 09 4 265.763
48639 PT118 1983 10 4 78.7805
48640 PT118 1984 02 4 167.063
48641 PT118 1984 03 4 41.7939
48642 PT118 1984 04 3 7.5264
48643 PT118 1984 06 2 0.685165
48644 PT118 1984 07 2 81.1232
48645 PT118 1984 08 2 595.439
48646 PT118 1984 09 2 1099.92
48647 PT118 1985 02 3 3.8918
48648 PT118 1985 03 3 14.3805
48649 PT118 1985 05 4 6.50462
48650 PT118 1985 06 2 0.136315
48651 PT118 1985 07 2 314.424
48652 PT118 1985 08 119 2868.46
48653 PT118 1985 09 113 3771.83
48654 PT118 1986 03 3 1.53928
48655 PT118 1986 04 3 36.7075
48656 PT118 1986 05 3 24.8141
48657 PT118 1986 06 3 1647.35
48658 PT118 1986 07 3 1414.71
48659 PT118 1986 08 3 3168.28
48660 PT118 1986 09 3 142.371
48661 PT118 1987 04 2 2.32357
48662 PT118 1987 06 2 276.046
48663 PT118 1987 07 2 287.47
48664 PT118 1987 08 102 2149.56
48665 PT118 1987 09 84 3406.61
48666 PT118 1988 07 84 5.98771
48667 PT118 1988 08 84 279.342
48668 PT118 1988 09 102 720.032
48669 PT118 1989 06 102 49.1463
48670 PT118 1989 07 89 224.82
48671 PT118 1989 08 208 1231.57
48672 PT118 1989 09 223 1915.54
48673 PT118 1989 10 223 248.17
48674 PT118 1990 06 223 12.0752
48675 PT118 1990 07 223 2508.89
48676 PT118 1990 08 132 11689.1
48677 PT118 1990 09 86 749.032
48678 PT118 1991 04 3 2.03509
48679 PT118 1991 05 3 2.15772
48680 PT118 1991 06 3 55.6258
48681 PT118 1991 07 3 500.309
48682 PT118 1991 08 258 8175.9
48683 PT118 1991 09 180 513.507
48684 PT118 1991 10 180 34.0457
48685 PT118 1992 05 180 5.77497
48686 PT118 1992 06 180 29.3807
48687 PT118 1992 07 98 474.951
48688 PT118 1992 08 150 1099.08
48689 PT118 1992 09 162 378.507
48690 PT118 1992 10 162 35.3623
48691 PT118 1993 01 3 1.60447
48692 PT118 1993 02 3 13.6672
48693 PT118 1993 03 3 38.3307
48694 PT118 1993 04 3 26.7758
48695 PT118 1993 06 3 1.07448
48696 PT118 1993 07 3 385.547
48697 PT118 1993 08 135 1788.68
48698 PT118 1993 09 135 486.313
48699 PT118 1994 03 135 38.5261
48700 PT118 1994 04 135 128.002
48701 PT118 1994 05 135 9.82394
48702 PT118 1994 06 135 18.1146
48703 PT118 1994 07 127 318.259
48704 PT118 1994 08 424 4406.24
48705 PT118 1994 09 303 3708.65
48706 PT118 1994 10 303 82.9344
48707 PT118 1994 11 2 1.97774
48708 PT118 1994 12 2 0.10476
48709 PT118 1995 01 3 1.6594
48710 PT118 1995 02 4 0.380327
48711 PT118 1995 03 4 270.258
48712 PT118 1995 04 135 1713.84
48713 PT118 1995 05 135 33.9348
48714 PT118 1995 06 135 142.917
48715 PT118 1995 07 91 465.837
48716 PT118 1995 08 545 9630.46
48717 PT118 1995 09 221 1418.6
48718 PT118 1995 10 219 842.823
48719 PT118 1995 11 219 3.15258
48720 PT118 1996 02 4 2.29912
48721 PT118 1996 03 4 7.15999
48722 PT118 1996 04 4 63.6606
48723 PT118 1996 05 3 3.55065
48724 PT118 1996 06 3 45.7169
48725 PT118 1996 07 301 3765.24
48726 PT118 1996 08 524 6423.45
48727 PT118 1996 09 424 7058.45
48728 PT118 1996 10 424 139.861
48729 PT118 1996 11 424 7.00832
48730 PT118 1997 02 424 12.1774
48731 PT118 1997 03 243 536.457
48732 PT118 1997 04 119 246.893
48733 PT118 1997 05 119 19.9181
48734 PT118 1997 06 119 17.4554
48735 PT118 1997 07 119 70.4834
48736 PT118 1997 08 168 819.016
48737 PT118 1997 09 408 606.758
48738 PT118 1997 10 214 340.04
48739 PT118 1998 02 214 29.986
48740 PT118 1998 03 178 564.931
48741 PT118 1998 04 3 4.13035
48742 PT118 1998 05 3 12.5236
48743 PT118 1998 06 3 21.3654
48744 PT118 1998 07 251 576.767
48745 PT118 1998 08 955 28466.4
48746 PT118 1998 09 430 2146.63
48747 PT118 1998 10 430 176.072
48748 PT118 1998 11 430 70.4258
48749 PT118 1998 12 430 7.77382
48750 PT118 1999 01 4 33.5835
48751 PT118 1999 02 86 270.119
48752 PT118 1999 03 89 633.206
48753 PT118 1999 04 89 254.08
48754 PT118 1999 05 89 15.2557
48755 PT118 1999 06 89 327.637
48756 PT118 1999 07 247 745.952
48757 PT118 1999 08 373 4632.71
48758 PT118 1999 09 149 240.383
48759 PT118 1999 10 149 53.1362
48760 PT118 1999 11 149 19.2469
48761 PT118 1999 12 149 2.77339
48762 PT118 2000 01 149 20.3664
48763 PT118 2000 02 149 94.4412
48764 PT118 2000 03 243 1905.8
48765 PT118 2000 04 243 21.1297
48766 PT118 2000 05 243 7.02955
48767 PT118 2000 06 98 202.526
48768 PT118 2000 07 102 955.059
48769 PT118 2000 08 655 7377.15
48770 PT118 2000 09 755 18567.5
48771 PT118 2000 10 156 620.839
48772 PT118 2001 01 4 0.998578
48773 PT118 2001 02 4 244.235
48774 PT118 2001 04 4 56.1055
48775 PT118 2001 05 4 22.1715
48776 PT118 2001 06 123 2280.68
48777 PT118 2001 07 189 4847.23
48778 PT118 2001 08 472 3043.86
48779 PT118 2001 09 543 6924.58
48780 PT118 2001 10 543 24.7115
48781 PT118 2001 11 543 82.1445
48782 PT118 2001 12 543 330.34
48783 PT118 2002 01 4 1.32184
48784 PT118 2002 02 4 180.837
48785 PT118 2002 03 4 249.521
48786 PT118 2002 04 4 393.557
48787 PT118 2002 05 4 177.716
48788 PT118 2002 06 4 488.327
48789 PT118 2002 07 242 4905.12
48790 PT118 2002 08 448 14574.7
48791 PT118 2002 09 133 490.512
48792 PT118 2003 01 133 2.28473
48793 PT118 2003 02 133 8.91523
48794 PT118 2003 03 133 88.0038
48795 PT118 2003 04 133 118.265
48796 PT118 2003 05 133 73.3299
48797 PT118 2003 06 133 220.325
48798 PT118 2003 07 119 373.579
48799 PT118 2003 08 400 4080.46
48800 PT118 2003 09 213 596.386
48801 PT118 2003 10 5 1.75895
48802 PT118 2004 01 5 2.21429
48803 PT118 2004 02 5 49.7911
48804 PT118 2004 03 5 94.2344
48805 PT118 2004 04 90 520.192
48806 PT118 2004 05 90 62.8736
48807 PT118 2004 06 93 688.327
48808 PT118 2004 07 257 15081.2
48809 PT118 2004 08 177 595.959
48810 PT118 2004 09 175 3278.06
48811 PT118 2004 10 97 237.143
48812 PT118 2004 11 97 10.3214
48813 PT118 2004 12 97 5.58307
48814 PT118 2005 01 97 48.9444
48815 PT118 2005 02 158 866.652
48816 PT118 2005 03 213 1376.3
48817 PT118 2005 04 213 30.9042
48818 PT118 2005 05 213 24.015
48819 PT118 2005 06 82 438.728
48820 PT118 2005 07 196 2294.28
48821 PT118 2005 08 477 25593.6
48822 PT118 2005 09 255 1682.47
48823 PT118 2005 10 142 2488.04
48824 PT118 2005 11 3 0.186735
48825 PT118 2005 12 3 4.33547
48826 PT118 2006 01 3 2.59776
48827 PT118 2006 02 3 38.904
48828 PT118 2006 03 3 17.1593
48829 PT118 2006 04 3 24.2347
48830 PT118 2006 05 3 53.133
48831 PT118 2006 06 3 28.9801
48832 PT118 2006 07 104 1109.11
48833 PT118 2006 08 252 1682.84
48834 PT118 2006 09 213 2724.13
48835 PT118 2006 10 213 3.939
48836 PT118 2006 11 2 0.0130537
48837 PT118 2006 12 2 0.876284
48838 PT118 2007 01 4 15.8589
48839 PT118 2007 02 2 0.00509497
48840 PT118 2007 03 2 173.856
48841 PT118 2007 04 2 63.5328
48842 PT118 2007 05 2 18.2064
48843 PT118 2007 06 2 5.54257
48844 PT118 2007 07 2 29.3327
48845 PT118 2007 08 126 199.749
48846 PT118 2007 09 194 816.386
48847 PT118 2007 10 142 287.953
48848 PT118 2007 11 412 1025.59
48849 PT118 2007 12 412 98.3797
48850 PT150 1980 07 412 96.1246
48851 PT150 1980 08 412 604.713
48852 PT150 1980 09 412 1113.56
48853 PT150 1980 10 5 235.688
48854 PT150 1981 01 5 64.8779
48855 PT150 1981 02 3 3.98873
48856 PT150 1981 03 4 2.78965
48857 PT150 1981 05 2 0.583888
48858 PT150 1981 06 2 678.629
48859 PT150 1981 07 2 717.168
48860 PT150 1981 08 2 36.7594
48861 PT150 1981 09 2 59.5705
48862 PT150 1981 10 2 679.128
48863 PT150 1981 11 2 32.0004
48864 PT150 1981 12 4 15.0219
48865 PT150 1982 06 4 42.6173
48866 PT150 1982 07 4 3357.72
48867 PT150 1982 08 4 130.191
48868 PT150 1982 09 4 88.1415
48869 PT150 1983 05 2 3.82041
48870 PT150 1983 07 2 30.9643
48871 PT150 1983 08 2 334.389
48872 PT150 1983 09 2 12002.2
48873 PT150 1983 10 4 40.9248
48874 PT150 1984 07 3 117.862
48875 PT150 1984 08 3 12.315
48876 PT150 1984 10 3 12.1776
48877 PT150 1985 03 2 1.32666
48878 PT150 1985 04 2 3.50664
48879 PT150 1985 05 3 6.28613
48880 PT150 1985 06 3 142.67
48881 PT150 1985 07 3 3177.53
48882 PT150 1985 08 3 1055.35
48883 PT150 1985 09 3 1000.24
48884 PT150 1985 10 3 653.343
48885 PT150 1985 11 5 11.6957
48886 PT150 1986 03 3 1.71956
48887 PT150 1986 04 2 0.624243
48888 PT150 1986 05 2 28.8668
48889 PT150 1986 06 2 143.899
48890 PT150 1986 07 2 386.902
48891 PT150 1986 08 2 516.868
48892 PT150 1986 09 2 156.823
48893 PT150 1986 10 2 5.79695
48894 PT150 1987 05 4 9.06356
48895 PT150 1987 06 4 67.7875
48896 PT150 1987 07 4 86.198
48897 PT150 1987 08 4 157.909
48898 PT150 1987 09 4 53.8159
48899 PT150 1988 06 2 0.77502
48900 PT150 1988 07 2 185.82
48901 PT150 1988 08 2 299.142
48902 PT150 1988 09 2 161.645
48903 PT150 1988 10 2 34.2974
48904 PT150 1989 06 2 20.6408
48905 PT150 1989 07 2 12.9219
48906 PT150 1989 08 2 44.5113
48907 PT150 1989 09 2 18.155
48908 PT150 1989 10 2 61.9331
48909 PT150 1990 07 2 185.879
48910 PT150 1990 08 87 283.071
48911 PT150 1990 09 87 45.5878
48912 PT150 1990 10 87 77.22
48913 PT150 1991 06 155 3770.67
48914 PT150 1991 07 183 740.776
48915 PT150 1991 08 140 562.888
48916 PT150 1991 09 144 103.474
48917 PT150 1991 10 144 279.26
48918 PT150 1992 03 2 1.09292
48919 PT150 1992 05 2 364.155
48920 PT150 1992 06 144 828.238
48921 PT150 1992 07 200 253.814
48922 PT150 1992 08 136 117.019
48923 PT150 1992 09 124 513.519
48924 PT150 1992 10 124 365.516
48925 PT150 1993 01 124 11.827
48926 PT150 1993 02 124 6.74528
48927 PT150 1993 03 124 23.5504
48928 PT150 1993 04 124 9.72084
48929 PT150 1993 05 124 0.0323153
48930 PT150 1993 06 124 4.51017
48931 PT150 1993 07 122 4334.29
48932 PT150 1993 08 122 24.5074
48933 PT150 1993 09 122 117.822
48934 PT150 1993 10 122 22.3069
48935 PT150 1993 11 122 3.00137
48936 PT150 1993 12 122 7.70807
48937 PT150 1994 01 122 3.21348
48938 PT150 1994 02 5 2.93773
48939 PT150 1994 03 5 5.4089
48940 PT150 1994 04 5 34.7004
48941 PT150 1994 05 5 13.1501
48942 PT150 1994 06 5 62.5018
48943 PT150 1994 07 81 547.313
48944 PT150 1994 08 81 760.472
48945 PT150 1994 09 81 53.8591
48946 PT150 1994 10 81 25.4587
48947 PT150 1994 11 81 4.78953
48948 PT150 1994 12 81 5.24346
48949 PT150 1995 01 81 7.971
48950 PT150 1995 02 4 1.23608
48951 PT150 1995 03 4 8.13856
48952 PT150 1995 04 4 616.961
48953 PT150 1995 05 4 31.1219
48954 PT150 1995 06 4 19.8947
48955 PT150 1995 07 4 8170.03
48956 PT150 1995 08 4 408.495
48957 PT150 1995 09 4 88.2204
48958 PT150 1995 10 4 20.1874
48959 PT150 1995 11 4 1.51622
48960 PT150 1995 12 2 0.157731
48961 PT150 1996 02 5 0.0625435
48962 PT150 1996 03 3 0.445881
48963 PT150 1996 04 3 4.58864
48964 PT150 1996 05 3 1.20109
48965 PT150 1996 06 3 37.7004
48966 PT150 1996 07 3 359.042
48967 PT150 1996 08 3 8.61859
48968 PT150 1996 09 3 29.7583
48969 PT150 1996 10 3 24.5107
