ID NUTS YYYY MM 0 BAREA
17073 FR814 1988 03 2 70.7023
17074 FR814 1988 04 2 2.97146
17075 FR814 1988 06 2 0.86619
17076 FR814 1988 08 2 1.23991
17077 FR814 1988 09 3 3.20445
17078 FR814 1988 11 4 1.09248
17079 FR814 1988 12 4 36.5886
17080 FR814 1989 01 4 59.5994
17081 FR814 1989 02 4 356.136
17082 FR814 1989 03 4 253.039
17083 FR814 1989 04 2 3.66393
17084 FR814 1989 05 5 10.2871
17085 FR814 1989 06 4 17.2484
17086 FR814 1989 07 4 99.1712
17087 FR814 1989 08 3 3.19094
17088 FR814 1989 09 3 7.11055
17089 FR814 1989 10 3 78.381
17090 FR814 1990 01 3 50.9229
17091 FR814 1990 02 5 14.5215
17092 FR814 1990 03 5 111.736
17093 FR814 1990 04 3 4.50396
17094 FR814 1990 05 2 3.66434
17095 FR814 1990 06 2 1.18472
17096 FR814 1990 07 2 197.848
17097 FR814 1990 08 2 144.798
17098 FR814 1990 09 5 24.1966
17099 FR814 1990 10 2 4.23453
17100 FR814 1991 01 3 8.14904
17101 FR814 1991 02 4 8.5997
17102 FR814 1991 04 4 65.0992
17103 FR814 1991 05 5 27.7689
17104 FR814 1991 06 2 2.62334
17105 FR814 1991 07 2 16.5912
17106 FR814 1991 08 2 31.5042
17107 FR814 1991 12 5 37.4286
17108 FR814 1992 01 3 15.272
17109 FR814 1992 02 3 80.106
17110 FR814 1992 03 4 20.7035
17111 FR814 1992 04 4 203.258
17112 FR814 1992 05 4 46.9542
17113 FR814 1993 01 3 2.59879
17114 FR814 1993 02 3 196.898
17115 FR814 1993 03 3 62.8844
17116 FR814 1993 04 3 5.17905
17117 FR814 1993 07 4 0.15871
17118 FR814 1993 08 4 98.2586
17119 FR814 1993 09 5 1.86236
17120 FR814 1993 12 2 0.383279
17121 FR814 1994 01 2 10.5346
17122 FR814 1994 02 4 5.22124
17123 FR814 1994 03 4 143.662
17124 FR814 1994 04 5 17.7313
17125 FR814 1994 05 2 0.0790036
17126 FR814 1994 06 2 1.24047
17127 FR814 1994 07 2 53.758
17128 FR814 1994 08 2 84.8486
17129 FR814 1994 09 2 2.08737
17130 FR814 1994 10 4 16.2056
17131 FR814 1994 11 3 1.30494
17132 FR814 1994 12 5 2.31795
17133 FR814 1995 01 3 10.8301
17134 FR814 1995 02 3 6.47382
17135 FR814 1995 03 3 154.7
17136 FR814 1995 04 3 61.3327
17137 FR814 1995 05 5 1.34958
17138 FR814 1995 06 4 6.44267
17139 FR814 1995 07 4 58.7472
17140 FR814 1995 08 4 13.7234
17141 FR814 1995 09 2 0.968512
17142 FR814 1996 02 3 4.25327
17143 FR814 1996 03 3 77.3463
17144 FR814 1996 04 3 49.4262
17145 FR814 1996 05 2 0.247438
17146 FR814 1996 06 3 1.51407
17147 FR814 1996 07 2 1.76192
17148 FR814 1996 09 2 1.59471
17149 FR814 1996 10 3 1.39008
17150 FR814 1996 11 4 2.06343
17151 FR814 1997 02 4 36.5296
17152 FR814 1997 03 4 99.8916
17153 FR814 1997 04 4 131.458
17154 FR814 1997 05 2 1.57973
17155 FR814 1997 06 2 3.86736
17156 FR814 1997 07 2 2.74534
17157 FR814 1997 08 2 5.1292
17158 FR814 1998 02 2 55.2573
17159 FR814 1998 03 2 47.9479
17160 FR814 1998 08 2 68.1467
17161 FR814 1999 02 3 7.43844
17162 FR814 1999 03 3 247.578
17163 FR814 1999 04 4 2.00965
17164 FR814 1999 07 2 61.8589
17165 FR814 2000 01 5 1.37475
17166 FR814 2000 02 5 31.7657
17167 FR814 2000 03 5 11.3877
17168 FR814 2000 05 2 2.93163
17169 FR814 2000 06 4 0.0388355
17170 FR814 2000 07 4 0.312645
17171 FR814 2000 08 4 4.85314
17172 FR814 2000 09 5 5.97412
17173 FR814 2001 02 5 3.06986
17174 FR814 2001 04 2 1.49532
17175 FR814 2001 06 2 0.210094
17176 FR814 2001 07 3 0.779202
17177 FR814 2001 08 4 5.31481
17178 FR814 2001 09 4 0.103866
17179 FR814 2001 11 4 2.52294
17180 FR814 2001 12 4 3.939
17181 FR814 2002 01 5 8.9502
17182 FR814 2002 02 5 5.44051
17183 FR814 2002 03 5 54.8144
17184 FR814 2002 04 5 22.183
17185 FR814 2002 05 2 0.0281262
17186 FR814 2002 06 2 0.210489
17187 FR814 2002 07 2 27.3133
17188 FR814 2002 08 2 7.78321
17189 FR814 2002 10 3 1.7835
17190 FR814 2002 11 2 0.40579
17191 FR814 2003 01 2 1.92696
17192 FR814 2003 02 4 0.883895
17193 FR814 2003 03 4 423.984
17194 FR814 2003 04 4 274.701
17195 FR814 2003 05 4 9.02793
17196 FR814 2003 06 4 43.7521
17197 FR814 2003 07 4 344.798
17198 FR814 2003 08 4 1368.48
17199 FR814 2003 09 2 0.0146836
17200 FR814 2003 10 2 0.064574
17201 FR814 2004 01 2 0.238412
17202 FR814 2004 02 2 19.0989
17203 FR814 2004 03 2 9.34848
17204 FR814 2004 04 2 18.0113
17205 FR814 2004 05 5 4.05674
17206 FR814 2004 06 5 5.20667
17207 FR814 2004 07 5 9.94174
17208 FR814 2004 08 4 34.0898
17209 FR814 2004 09 3 4.88104
17210 FR814 2005 01 3 9.99361
17211 FR814 2005 02 3 5.58747
17212 FR814 2005 03 3 21.8608
17213 FR814 2005 04 3 0.914313
17214 FR814 2005 05 4 7.13041
17215 FR814 2005 06 4 0.00694691
17216 FR814 2005 07 4 12.4471
17217 FR814 2005 08 4 4.81701
17218 FR814 2005 09 2 1.30103
17219 FR814 2005 11 2 0.035807
17220 FR814 2006 01 4 1.30408
17221 FR814 2006 02 4 7.40341
17222 FR814 2006 03 5 1.92875
17223 FR814 2006 04 4 4.09172
17224 FR814 2006 06 4 1.05966
17225 FR814 2006 07 4 1.06638
17226 FR814 2006 08 5 3.83148
17227 FR814 2006 12 3 3.99744
17228 FR815 1985 01 3 40.2992
17229 FR815 1985 02 3 20.6078
17230 FR815 1985 03 3 97.204
17231 FR815 1985 04 3 87.07
17232 FR815 1985 05 3 4.57601
17233 FR815 1985 06 4 4.15605
17234 FR815 1985 07 4 127.379
17235 FR815 1985 08 4 52.4105
17236 FR815 1985 09 4 165.484
17237 FR815 1985 10 4 475.33
17238 FR815 1985 11 4 8.47455
17239 FR815 1985 12 4 302.476
17240 FR815 1986 01 4 23.9584
17241 FR815 1986 03 4 15.1684
17242 FR815 1986 04 4 17.4609
17243 FR815 1986 05 4 55.9009
17244 FR815 1986 06 4 571.805
17245 FR815 1986 07 4 2091.63
17246 FR815 1986 08 4 1118.13
17247 FR815 1986 09 4 318.785
17248 FR815 1986 10 4 15.6539
17249 FR815 1986 11 4 3.18186
17250 FR815 1987 01 2 3.23265
17251 FR815 1987 03 2 16.1501
17252 FR815 1987 04 2 185.752
17253 FR815 1987 05 3 8.24782
17254 FR815 1987 06 3 1.14905
17255 FR815 1987 07 3 7.81737
17256 FR815 1987 08 3 38.6804
17257 FR815 1987 09 3 4.67642
17258 FR815 1987 10 3 5.46801
17259 FR815 1987 12 5 7.40712
17260 FR815 1988 02 5 1.92708
17261 FR815 1988 03 5 10.3272
17262 FR815 1988 04 3 1.58658
17263 FR815 1988 05 3 0.285222
17264 FR815 1988 07 3 5.70272
17265 FR815 1988 08 3 46.5688
17266 FR815 1988 09 3 32.4298
17267 FR815 1988 10 3 7.43038
17268 FR815 1988 11 2 2.73496
17269 FR815 1988 12 4 40.6385
17270 FR815 1989 02 2 2.01544
17271 FR815 1989 03 2 147.734
17272 FR815 1989 05 5 13.709
17273 FR815 1989 06 5 68.5399
17274 FR815 1989 07 5 163.379
17275 FR815 1989 08 5 858.021
17276 FR815 1989 09 5 4.3367
17277 FR815 1989 10 5 3.21566
17278 FR815 1989 12 3 0.70494
17279 FR815 1990 02 5 63.232
17280 FR815 1990 03 3 41.0245
17281 FR815 1990 04 3 2.43288
17282 FR815 1990 05 2 0.594645
17283 FR815 1990 07 2 48.7988
17284 FR815 1990 08 2 6.25338
17285 FR815 1990 09 2 1.97705
17286 FR815 1991 01 2 0.290158
17287 FR815 1991 03 3 4.55992
17288 FR815 1991 04 3 2.83687
17289 FR815 1991 05 5 2.26825
17290 FR815 1991 07 5 5.64168
17291 FR815 1991 08 5 117.237
17292 FR815 1991 09 5 0.850948
17293 FR815 1991 10 2 2.42345
17294 FR815 1991 12 2 12.6992
17295 FR815 1992 02 2 8.41886
17296 FR815 1992 03 2 2.01648
17297 FR815 1992 04 2 11.7915
17298 FR815 1992 05 2 0.559635
17299 FR815 1992 07 3 4.10922
17300 FR815 1992 08 5 10.399
17301 FR815 1992 09 5 59.0185
17302 FR815 1992 11 2 1.56467
17303 FR815 1992 12 3 11.2117
17304 FR815 1993 02 3 148.918
17305 FR815 1993 03 3 17.1631
17306 FR815 1993 06 5 5.09597
17307 FR815 1993 07 5 18.9763
17308 FR815 1993 08 5 20.4341
17309 FR815 1993 09 5 9.32419
17310 FR815 1993 10 3 5.92376
17311 FR815 1993 11 2 0.642715
17312 FR815 1993 12 3 1.97361
17313 FR815 1994 01 4 5.65488
17314 FR815 1994 03 4 26.0617
17315 FR815 1994 06 4 84.1105
17316 FR815 1994 07 4 164.961
17317 FR815 1994 08 4 296.979
17318 FR815 1994 09 4 4.8833
17319 FR815 1994 11 2 0.58858
17320 FR815 1994 12 2 0.0608181
17321 FR815 1995 01 3 3.41964
17322 FR815 1995 02 5 2.14752
17323 FR815 1995 03 5 288.58
17324 FR815 1995 04 5 384.099
17325 FR815 1995 05 4 625.015
17326 FR815 1995 06 3 182.098
17327 FR815 1995 07 3 54.4346
17328 FR815 1995 08 3 262.084
17329 FR815 1995 09 3 8.15452
17330 FR815 1995 10 3 7.6131
17331 FR815 1995 11 3 50.0291
17332 FR815 1996 03 3 6.35409
17333 FR815 1996 04 3 22.1337
17334 FR815 1996 05 2 0.315509
17335 FR815 1996 06 3 0.976734
17336 FR815 1996 07 3 100.653
17337 FR815 1996 08 3 32.4752
17338 FR815 1996 09 3 16.3151
17339 FR815 1996 10 3 20.9653
17340 FR815 1996 11 3 8.6763
17341 FR815 1997 02 3 20.9491
17342 FR815 1997 03 3 101.571
17343 FR815 1997 04 3 176.711
17344 FR815 1997 05 3 14.577
17345 FR815 1997 06 3 4.10108
17346 FR815 1997 07 3 1.5231
17347 FR815 1997 08 3 1.32727
17348 FR815 1997 09 5 4.35195
17349 FR815 1997 10 5 34.316
17350 FR815 1998 01 5 9.08818
17351 FR815 1998 02 4 5.37325
17352 FR815 1998 03 4 69.6872
17353 FR815 1998 04 4 11.7426
17354 FR815 1998 05 4 6.30653
17355 FR815 1998 06 4 24.1722
17356 FR815 1998 07 4 23.1417
17357 FR815 1998 08 4 37.3251
17358 FR815 1998 09 4 35.7296
17359 FR815 1998 10 4 9.36631
17360 FR815 1998 11 4 9.6502
17361 FR815 1998 12 3 4.0714
17362 FR815 1999 01 2 0.801978
17363 FR815 1999 02 2 26.344
17364 FR815 1999 03 2 26.7639
17365 FR815 1999 04 3 2.05075
17366 FR815 1999 05 2 0.610855
17367 FR815 1999 06 3 0.67596
17368 FR815 1999 07 3 9.35311
17369 FR815 1999 08 3 0.52229
17370 FR815 1999 09 5 5.63486
17371 FR815 1999 10 2 0.0866542
17372 FR815 1999 11 3 1.04423
17373 FR815 1999 12 3 1.1163
17374 FR815 2000 01 5 2.21859
17375 FR815 2000 02 5 6.50981
17376 FR815 2000 03 5 19.4064
17377 FR815 2000 06 4 3.9855
17378 FR815 2000 07 3 2.67087
17379 FR815 2000 08 3 633.486
17380 FR815 2000 09 4 7.66592
17381 FR815 2000 10 2 2.40937
17382 FR815 2001 01 2 0.445852
17383 FR815 2001 02 3 8.99897
17384 FR815 2001 03 2 0.63977
17385 FR815 2001 04 4 7.06332
17386 FR815 2001 05 2 1.49995
17387 FR815 2001 06 2 29.6311
17388 FR815 2001 07 2 13.7629
17389 FR815 2001 08 2 31.1531
17390 FR815 2001 09 2 210.794
17391 FR815 2001 10 3 0.949071
17392 FR815 2001 11 5 7.26564
17393 FR815 2001 12 3 10.2651
17394 FR815 2002 01 3 13.009
17395 FR815 2002 02 4 9.53144
17396 FR815 2002 03 3 0.993417
17397 FR815 2002 05 3 6.18437
17398 FR815 2002 07 3 11.4189
17399 FR815 2002 08 3 10.929
17400 FR815 2002 09 2 1.25516
17401 FR815 2002 10 2 12.4278
17402 FR815 2002 11 4 8.25147
17403 FR815 2003 01 3 3.4101
17404 FR815 2003 02 2 1.25086
17405 FR815 2003 03 2 4.338
17406 FR815 2003 04 4 2.68177
17407 FR815 2003 06 4 23.9566
17408 FR815 2003 07 4 322.003
17409 FR815 2003 08 4 150.596
17410 FR815 2003 09 4 79.3498
17411 FR815 2003 10 4 3.00781
17412 FR815 2003 11 3 1.15786
17413 FR815 2004 01 5 2.77402
17414 FR815 2004 03 5 10.2837
17415 FR815 2004 04 4 13.4239
17416 FR815 2004 05 2 1.4005
17417 FR815 2004 06 2 19.6832
17418 FR815 2004 07 2 27.5946
17419 FR815 2004 08 2 40.1563
17420 FR815 2004 09 2 27.3149
17421 FR815 2004 10 2 14.1756
17422 FR815 2004 11 2 111.056
17423 FR815 2004 12 3 7.25584
17424 FR815 2005 01 3 27.4779
17425 FR815 2005 02 2 0.511727
17426 FR815 2005 03 2 8.78526
17427 FR815 2005 04 2 5.98277
17428 FR815 2005 05 2 8.38792
17429 FR815 2005 06 2 12.3999
17430 FR815 2005 07 2 391.756
17431 FR815 2005 08 2 2063.7
17432 FR815 2005 09 2 1.1646
17433 FR815 2005 10 2 3.55829
17434 FR815 2006 01 4 4.27077
17435 FR815 2006 03 4 17.0006
17436 FR815 2006 04 2 4.54264
17437 FR815 2006 05 2 310.403
17438 FR815 2006 06 2 154.868
17439 FR815 2006 07 2 43.7827
17440 FR815 2006 08 2 493.815
17441 FR815 2006 09 3 0.823397
17442 FR815 2006 10 3 3.5157
17443 FR815 2006 11 5 4.73438
17444 FR815 2006 12 3 3.27904
17445 FR821 1985 03 4 17.2839
17446 FR821 1985 04 4 9.85313
17447 FR821 1985 06 2 4.123
17448 FR821 1985 07 2 27.5607
17449 FR821 1985 08 2 17.2021
17450 FR821 1985 09 2 84.4703
17451 FR821 1985 10 3 2.93204
17452 FR821 1985 12 3 89.711
17453 FR821 1986 03 3 310.065
17454 FR821 1986 07 3 2.63158
17455 FR821 1986 08 3 20.0809
17456 FR821 1987 03 4 17.6935
17457 FR821 1987 04 4 7.84486
17458 FR821 1987 07 4 9.15798
17459 FR821 1987 08 4 3.99826
17460 FR821 1987 09 4 41.1389
17461 FR821 1988 02 4 26.3059
17462 FR821 1988 03 4 22.7357
17463 FR821 1988 07 3 0.473155
17464 FR821 1988 08 3 0.670266
17465 FR821 1988 09 3 4.27025
17466 FR821 1989 01 3 23.2099
17467 FR821 1989 02 3 179.936
17468 FR821 1989 03 3 475.882
17469 FR821 1989 06 2 0.111434
17470 FR821 1989 08 2 90.8467
17471 FR821 1989 09 4 12.7841
17472 FR821 1989 10 5 7.98292
17473 FR821 1990 02 2 8.10858
17474 FR821 1990 03 2 562.916
17475 FR821 1990 04 3 6.12031
17476 FR821 1991 02 5 10.6148
17477 FR821 1991 03 2 2.40964
17478 FR821 1992 02 5 19.6411
17479 FR821 1992 03 4 6.55818
17480 FR821 1992 04 2 2.75444
17481 FR821 1992 05 4 10.2269
17482 FR821 1992 07 2 0.130429
17483 FR821 1992 08 3 1.44122
17484 FR821 1993 01 4 221.142
17485 FR821 1993 02 4 44.3754
17486 FR821 1993 03 4 5.4423
17487 FR821 1993 04 2 0.974804
17488 FR821 1993 07 3 3.1552
17489 FR821 1993 08 4 3.18255
17490 FR821 1994 01 4 9.35142
17491 FR821 1994 02 3 1.69768
17492 FR821 1994 03 3 50.53
17493 FR821 1994 06 3 31.2023
17494 FR821 1994 07 3 20.3549
17495 FR821 1994 08 3 63.935
17496 FR821 1994 09 2 1.44309
17497 FR821 1995 01 2 1.47766
17498 FR821 1995 02 3 4.09847
17499 FR821 1995 03 3 64.6183
17500 FR821 1995 04 3 78.3954
17501 FR821 1995 06 2 0.526415
17502 FR821 1995 07 3 18.4254
17503 FR821 1996 02 3 2.4469
17504 FR821 1996 03 3 75.5976
17505 FR821 1996 04 3 52.638
17506 FR821 1996 05 3 11.3873
17507 FR821 1996 06 3 0.517816
17508 FR821 1996 07 3 2.59351
17509 FR821 1996 08 3 0.275728
17510 FR821 1996 09 3 0.0645966
17511 FR821 1996 11 3 1.00687
17512 FR821 1997 02 3 64.0604
17513 FR821 1997 03 3 283.458
17514 FR821 1997 04 3 58.8121
17515 FR821 1997 05 3 2.68885
17516 FR821 1997 06 3 18.0265
17517 FR821 1997 07 3 3.96115
17518 FR821 1997 08 3 2.44612
17519 FR821 1997 09 4 0.544492
17520 FR821 1997 10 4 5.78052
17521 FR821 1997 12 3 12.7194
17522 FR821 1998 01 3 275.975
17523 FR821 1998 02 3 190.214
17524 FR821 1998 03 3 333.353
17525 FR821 1998 04 3 3.59373
17526 FR821 1998 05 3 7.98693
17527 FR821 1998 07 3 152.05
17528 FR821 1998 08 3 10.654
17529 FR821 1998 09 2 0.173877
17530 FR821 1998 10 2 2.92742
17531 FR821 1998 11 2 0.487102
17532 FR821 1998 12 3 9.98326
17533 FR821 1999 01 3 0.465689
17534 FR821 1999 02 3 24.2638
17535 FR821 1999 03 3 50.9477
17536 FR821 1999 04 5 5.41305
17537 FR821 1999 06 2 0.144385
17538 FR821 1999 07 2 110.149
17539 FR821 1999 08 4 51.5189
17540 FR821 1999 09 3 1.58286
17541 FR821 1999 11 2 4.34406
17542 FR821 2000 01 2 35.3436
17543 FR821 2000 02 2 75.9869
17544 FR821 2000 03 2 53.1686
17545 FR821 2000 06 4 7.52922
17546 FR821 2000 07 4 4.75764
17547 FR821 2000 08 4 42.1575
17548 FR821 2000 09 4 2.14546
17549 FR821 2001 02 4 13.9321
17550 FR821 2001 03 4 8.99064
17551 FR821 2001 04 4 31.7189
17552 FR821 2001 05 2 0.14986
17553 FR821 2001 06 3 1.1838
17554 FR821 2001 07 3 7.02642
17555 FR821 2001 08 3 3.36392
17556 FR821 2001 09 3 346.012
17557 FR821 2001 12 4 1.34054
17558 FR821 2002 01 2 2.93127
17559 FR821 2002 02 4 3.48515
17560 FR821 2002 03 4 175.031
17561 FR821 2002 04 5 134.539
17562 FR821 2002 06 2 0.0686775
17563 FR821 2002 07 4 644.963
17564 FR821 2002 08 2 0.0894688
17565 FR821 2003 01 3 0.403352
17566 FR821 2003 02 4 1.57074
17567 FR821 2003 03 4 36.9578
17568 FR821 2003 04 4 8.70738
17569 FR821 2003 05 3 2.07827
17570 FR821 2003 06 3 15.382
17571 FR821 2003 07 3 627.924
17572 FR821 2003 08 3 55.2755
17573 FR821 2003 09 2 0.773054
17574 FR821 2004 02 2 15.7827
17575 FR821 2004 03 2 61.0527
17576 FR821 2004 06 2 9.99691
17577 FR821 2004 07 5 17.0563
17578 FR821 2004 08 5 163.137
17579 FR821 2005 02 2 58.3298
17580 FR821 2005 03 5 16.3777
17581 FR821 2005 04 4 10.4638
17582 FR821 2005 05 3 59.3699
17583 FR821 2005 07 3 11.9729
17584 FR821 2005 08 3 1771.82
17585 FR821 2006 03 3 16.0658
17586 FR821 2006 04 4 0.889488
17587 FR821 2006 06 5 10.9967
17588 FR821 2006 07 5 34.8761
17589 FR821 2006 08 5 61.1874
17590 FR821 2006 09 2 0.946666
17591 FR822 1985 01 2 0.147604
17592 FR822 1985 02 5 2.55589
17593 FR822 1985 03 3 0.830946
17594 FR822 1985 04 3 25.9327
17595 FR822 1985 05 2 2.27207
17596 FR822 1985 06 2 0.167893
17597 FR822 1985 07 2 17.1044
17598 FR822 1985 09 4 6.51497
17599 FR822 1985 10 4 12.6311
17600 FR822 1985 12 4 46.8329
17601 FR822 1986 01 2 2.76376
17602 FR822 1986 02 2 1.84847
17603 FR822 1986 03 5 2.44142
17604 FR822 1986 04 3 2.94231
17605 FR822 1986 05 2 0.638315
17606 FR822 1986 06 4 5.21175
17607 FR822 1986 07 3 1.71866
17608 FR822 1986 08 3 4.54167
17609 FR822 1986 09 3 28.9162
17610 FR822 1986 12 2 0.56278
17611 FR822 1987 03 4 14.221
17612 FR822 1987 04 4 14.749
17613 FR822 1987 05 4 1.18732
17614 FR822 1987 06 2 0.065209
17615 FR822 1987 08 2 0.0901392
17616 FR822 1987 09 3 0.528684
17617 FR822 1988 02 2 1.20973
17618 FR822 1988 03 4 27.6131
17619 FR822 1988 04 3 2.25104
17620 FR822 1988 08 3 15.2637
17621 FR822 1988 12 2 1.41347
17622 FR822 1989 01 2 81.0669
17623 FR822 1989 02 2 68.7503
17624 FR822 1989 03 2 371.449
17625 FR822 1989 05 2 1.6614
17626 FR822 1989 07 2 45.5858
17627 FR822 1989 08 2 17.4958
17628 FR822 1989 09 3 55.2882
17629 FR822 1989 10 4 9.42954
17630 FR822 1989 12 2 0.0531422
17631 FR822 1990 01 4 22.3251
17632 FR822 1990 02 4 9.86808
17633 FR822 1990 03 4 34.8752
17634 FR822 1990 04 5 8.28943
17635 FR822 1990 05 3 3.00475
17636 FR822 1990 06 2 0.147495
17637 FR822 1990 07 2 19.8563
17638 FR822 1990 08 2 5.97948
17639 FR822 1990 09 3 1.52519
17640 FR822 1991 03 2 9.39398
17641 FR822 1991 04 3 8.94523
17642 FR822 1991 05 2 1.54043
17643 FR822 1991 07 2 61.9428
17644 FR822 1991 08 4 65.6475
17645 FR822 1991 09 3 0.867271
17646 FR822 1992 03 5 18.7025
17647 FR822 1992 04 4 16.5251
17648 FR822 1993 01 2 0.124375
17649 FR822 1993 02 2 46.705
17650 FR822 1993 03 5 11.8714
17651 FR822 1993 08 5 332.352
17652 FR822 1993 09 2 0.0700337
17653 FR822 1994 02 2 2.294
17654 FR822 1994 03 3 0.898432
17655 FR822 1994 05 2 0.353601
17656 FR822 1994 07 2 7.90687
17657 FR822 1994 08 5 1.79924
17658 FR822 1995 03 2 3.93271
17659 FR822 1995 04 2 5.06705
17660 FR822 1995 06 2 0.0120978
17661 FR822 1995 07 2 4.57702
17662 FR822 1995 08 3 0.300256
17663 FR822 1996 03 3 3.25636
17664 FR822 1996 04 3 13.1423
17665 FR822 1996 05 3 1.32874
17666 FR822 1996 07 3 1.13369
17667 FR822 1997 03 5 2.16865
17668 FR822 1997 04 3 0.565227
17669 FR822 1997 05 2 0.159627
17670 FR822 1997 08 2 0.827254
17671 FR822 1997 09 4 2.92288
17672 FR822 1997 10 3 0.272456
17673 FR822 1997 12 2 3.40048
17674 FR822 1998 03 2 0.455169
17675 FR822 1998 04 2 0.65708
17676 FR822 1998 05 4 3.69579
17677 FR822 1998 07 5 0.675092
17678 FR822 1998 08 3 0.450877
17679 FR822 1998 09 2 0.00790127
17680 FR822 1998 12 2 4.49955
17681 FR822 1999 03 2 5.60789
17682 FR822 1999 04 4 9.88976
17683 FR822 1999 05 2 0.0173695
17684 FR822 1999 06 2 0.0156389
17685 FR822 1999 07 4 0.418527
17686 FR822 1999 08 2 0.0126873
17687 FR822 2000 02 2 3.50973
17688 FR822 2000 03 3 1.91658
17689 FR822 2000 04 2 5.33121
17690 FR822 2000 07 4 0.282598
17691 FR822 2000 08 3 0.25726
17692 FR822 2000 09 2 1.07252
17693 FR822 2001 02 2 0.373219
17694 FR822 2001 03 2 14.4049
17695 FR822 2001 06 2 0.0312912
17696 FR822 2001 07 2 0.02966
17697 FR822 2001 08 5 1.94955
17698 FR822 2002 01 2 2.8977
17699 FR822 2002 02 3 8.55704
17700 FR822 2002 03 4 22.256
17701 FR822 2002 04 2 4.28484
17702 FR822 2002 08 3 1.91549
17703 FR822 2003 03 3 25.1485
17704 FR822 2003 04 3 11.8877
17705 FR822 2003 07 3 229.784
17706 FR822 2003 08 4 0.602074
17707 FR822 2004 03 2 1.14796
17708 FR822 2004 06 2 8.61834
17709 FR822 2004 08 3 15.7554
17710 FR822 2004 09 2 0.017171
17711 FR822 2004 12 2 0.24092
17712 FR822 2005 02 5 16.5827
17713 FR822 2005 07 3 0.0120273
17714 FR822 2005 09 2 3.59469
17715 FR822 2006 02 2 8.39142
17716 FR822 2006 06 3 3.13671
17717 FR822 2006 07 2 2.67446
17718 FR822 2006 08 2 0.67364
17719 FR823 1985 01 4 2.19513
17720 FR823 1985 02 4 8.0586
17721 FR823 1985 03 4 135.422
17722 FR823 1985 04 4 351.779
17723 FR823 1985 05 4 1.25426
17724 FR823 1985 06 4 5.27373
17725 FR823 1985 07 4 1856.17
17726 FR823 1985 08 4 530.596
17727 FR823 1985 09 4 157.662
17728 FR823 1985 10 4 216.461
17729 FR823 1985 11 4 118.437
17730 FR823 1985 12 4 199.318
17731 FR823 1986 01 4 92.3296
17732 FR823 1986 02 5 11.2429
17733 FR823 1986 03 5 549.625
17734 FR823 1986 04 5 22.2201
17735 FR823 1986 05 4 3.40407
17736 FR823 1986 06 4 9.19511
17737 FR823 1986 07 4 2694.96
17738 FR823 1986 08 4 4366.04
17739 FR823 1986 09 4 21.5579
17740 FR823 1986 10 4 159.811
17741 FR823 1986 11 4 4.13131
17742 FR823 1986 12 4 22.236
17743 FR823 1987 01 4 28.5968
17744 FR823 1987 02 2 1.19792
17745 FR823 1987 03 2 17.0724
17746 FR823 1987 04 2 42.2655
17747 FR823 1987 05 2 18.8637
17748 FR823 1987 06 2 5.86552
17749 FR823 1987 07 4 16.427
17750 FR823 1987 08 5 5.16519
17751 FR823 1987 09 5 6.95573
17752 FR823 1987 10 2 3.32958
17753 FR823 1987 11 3 1.36212
17754 FR823 1988 01 2 0.0548367
17755 FR823 1988 02 2 15.9547
17756 FR823 1988 03 2 793.113
17757 FR823 1988 08 3 4.17873
17758 FR823 1988 09 5 55.1772
17759 FR823 1988 10 2 0.0603903
17760 FR823 1988 11 2 0.850856
17761 FR823 1988 12 2 21.2721
17762 FR823 1989 01 2 96.8768
17763 FR823 1989 02 2 413.184
17764 FR823 1989 03 2 195.477
17765 FR823 1989 04 3 0.819156
17766 FR823 1989 05 4 9.21552
17767 FR823 1989 06 4 26.2731
17768 FR823 1989 07 4 77.0308
17769 FR823 1989 08 4 131.62
17770 FR823 1989 09 2 0.126648
17771 FR823 1989 10 5 77.104
17772 FR823 1989 11 3 8.13357
17773 FR823 1989 12 4 26.351
17774 FR823 1990 01 4 299.705
17775 FR823 1990 02 4 187.537
17776 FR823 1990 03 4 706.798
17777 FR823 1990 04 4 27.5107
17778 FR823 1990 05 3 1.17048
17779 FR823 1990 06 3 4.64065
17780 FR823 1990 07 5 44.8353
17781 FR823 1990 08 5 35.5574
17782 FR823 1990 09 5 126.144
17783 FR823 1990 11 2 4.38471
17784 FR823 1991 01 2 35.9747
17785 FR823 1991 02 2 9.47268
17786 FR823 1991 03 2 35.9299
17787 FR823 1991 04 4 0.783294
17788 FR823 1991 05 3 20.1499
17789 FR823 1991 06 3 39.2982
17790 FR823 1991 07 3 0.804525
17791 FR823 1991 08 5 26.0221
17792 FR823 1991 09 5 27.5407
17793 FR823 1991 12 5 4.56591
17794 FR823 1992 01 2 1.83882
17795 FR823 1992 02 5 34.2737
17796 FR823 1992 03 3 2.23796
17797 FR823 1992 05 2 0.124005
17798 FR823 1992 06 2 1.6588
17799 FR823 1992 07 2 1.52328
17800 FR823 1992 08 2 9.78254
17801 FR823 1992 09 2 3.13497
17802 FR823 1992 10 2 3.89561
17803 FR823 1992 11 2 1.64512
17804 FR823 1992 12 2 4.68079
17805 FR823 1993 01 2 79.0702
17806 FR823 1993 02 2 55.8738
17807 FR823 1993 03 2 15.376
17808 FR823 1993 04 2 10.8763
17809 FR823 1993 05 2 4.15164
17810 FR823 1993 06 2 21.1979
17811 FR823 1993 07 2 43.4737
17812 FR823 1993 08 2 28.4817
