"x","y"
605061.225180635,4841678.37354782
605060.256937911,4841739.90283003
605082.649695076,4841740.25524833
605082.163718664,4841771.13095541
605104.55637235,4841771.48344901
605104.070289851,4841802.35915769
605148.85539036,4841803.0643706
605147.87930497,4841865.0379203
605170.271647457,4841865.39063977
605169.305842029,4841926.6978132
605191.536884407,4841927.04806976
605190.560364664,4841989.02163155
605212.952293718,4841989.37450138
605211.495935583,4842081.77953657
605189.104316592,4842081.42666627
605186.675186742,4842235.58317099
605164.445172203,4842235.23291287
605163.958741594,4842266.10864343
605141.567743709,4842265.75592191
605141.081414216,4842296.63165377
605118.690520056,4842296.27900723
605118.204291681,4842327.15474034
605095.813501242,4842326.80216878
605095.323876658,4842357.90003077
605072.933190682,4842357.54753419
605072.445416227,4842388.53433367
605050.05483435,4842388.18191206
605049.088225613,4842449.60019596
605026.697849949,4842449.24784918
605025.726194701,4842510.99932989
605003.336026366,4842510.64705793
605002.848551396,4842541.63386409
604980.458487163,4842541.28166711
604979.978101123,4842571.82421925
605002.368062863,4842572.17641639
605001.39659498,4842633.9279082
604979.006840465,4842633.57571075
604978.521206407,4842664.45145866
604933.90298156,4842663.7498213
604933.415805342,4842694.73663416
604911.026258764,4842694.38466126
604910.060835799,4842755.8029717
604887.671495445,4842755.45107363
604886.701032425,4842817.20258102
604864.31189941,4842816.85075777
604861.884471365,4842971.34061439
604884.273085922,4842971.69243842
604883.78783826,4843002.56820143
604861.399327321,4843002.21637724
604860.429031786,4843063.96790721
604882.817335486,4843064.31973171
604882.335571427,4843094.97337116
604927.111973408,4843095.67724588
604926.626508589,4843126.55301491
604949.014606133,4843126.90506512
604948.529035208,4843157.78083572
604970.755964534,4843158.13042768
604970.270288248,4843189.00619988
605059.821851017,4843190.41545174
605060.307941791,4843159.53967892
605082.695936391,4843159.89217956
605083.182128299,4843129.01640803
605127.958325073,4843129.72163443
605128.444721734,4843098.84586399
605150.832923917,4843099.19858974
605151.315921734,4843068.54494842
605218.319770633,4843069.60103652
605218.806576068,4843038.72526831
605241.194985193,4843039.07829375
605241.681891756,4843008.20252684
605264.070404615,4843008.55562725
605265.049672941,4842946.47090568
605287.438394273,4842946.82408092
605287.925500569,4842915.94831799
605310.314325628,4842916.30156821
605310.792770348,4842885.98112598
605333.181697275,4842886.33445118
605333.669005863,4842855.45869075
605356.138572603,4842855.81336229
605356.631242494,4842824.60441151
605378.778768629,4842824.95407205
605379.266278689,4842794.07831421
605401.655517923,4842794.4318638
605402.143129104,4842763.55610722
605424.532472072,4842763.90973179
605425.014921303,4842733.36716807
605559.190521318,4842735.48794484
605559.678852089,4842704.61219002
605783.493818011,4842708.15579133
605783.984942349,4842677.16897249
606074.889389643,4842681.78598091
606074.39691422,4842712.77280181
606141.404496154,4842713.83809657
606140.913473259,4842744.7138555
606163.302922489,4842745.06995751
606162.817093432,4842775.61252637
606185.206440283,4842775.96870368
606184.715205157,4842806.84446577
606207.104448502,4842807.20071838
606206.116461189,4842869.28543887
606226.331021659,4842869.60715623
606273.283566859,4842870.35464844
606272.791909691,4842901.23041548
606317.408702024,4842901.94103192
606316.925682385,4842932.2614811
606339.314512692,4842932.61818461
606337.413857707,4843051.90084478
606336.849317004,4843087.33024236
606314.461005916,4843086.97353805
606313.480779618,4843148.50296622
606358.256988911,4843149.2164506
606357.764895388,4843180.09223108
606709.449805149,4843185.70661647
606715.731331161,4843185.80706485
606715.237578261,4843216.6828493
606737.625477663,4843217.0409059
606736.641310003,4843278.57035141
606759.029003021,4843278.92848346
606758.535035307,4843309.80427248
606803.310214442,4843310.52076231
606802.816036949,4843341.39655309
606847.429948244,4843342.11076486
606846.935561715,4843372.98655737
606869.322944424,4843373.34506504
606867.84301632,4843465.75032361
606845.455943748,4843465.39181546
606844.463591119,4843527.36554139
606822.076726652,4843527.00710806
606821.582428573,4843557.88290898
606799.356723691,4843557.52712848
606798.862525967,4843588.40293068
606776.475869002,4843588.04464677
606775.985327041,4843618.69832214
606753.598773062,4843618.34011322
606753.104777562,4843649.21591795
606685.542793238,4843648.13530366
606596.560681983,4843646.71313121
606595.080854355,4843739.34055062
606617.466992997,4843739.69823476
606616.97360844,4843770.57404425
606639.118067653,4843770.92794256
606638.62812835,4843801.58162548
606661.094585629,4843801.9407467
606660.600989519,4843832.81655936
606675.981181263,4843833.06245311
606705.372647298,4843833.53245345
606704.878841392,4843864.40826783
606727.26456681,4843864.76632774
606726.767101408,4843895.8642719
606704.381480372,4843895.50621183
606703.885893092,4843926.49309317
606681.500376165,4843926.13510808
606681.015545985,4843956.45560612
606703.40096114,4843956.81359137
606702.701091682,4844000.57284759
606701.915952901,4844049.66318413
606746.686160213,4844050.37938098
606746.19035225,4844081.36626981
606768.575352078,4844081.7244811
606766.604121242,4844204.89460237
606744.219534856,4844204.53639045
606743.121262084,4844273.17403291
606742.740951125,4844296.94176188
606730.260509414,4844296.74207176
606720.356675042,4844296.58362462
606719.862727633,4844327.45946056
606697.478555312,4844327.10139829
606696.984709019,4844357.9772355
606719.368777697,4844358.33529793
606718.873048423,4844389.32220087
606741.257013203,4844389.6803386
606739.780161327,4844481.97467146
606762.163816413,4844482.3328848
606761.664313787,4844513.54192217
606784.04786421,4844513.90021081
606783.553588164,4844544.77605722
606828.159450082,4844545.49028125
606827.66496496,4844576.36612938
606849.987818981,4844580.5008262
606849.553717129,4844607.60049294
606861.437946799,4844609.79054295
606871.867557216,4844612.29058629
606871.445818574,4844638.61280495
606916.212092996,4844639.33020892
606915.717185708,4844670.20606195
606960.483253293,4844670.92376679
606959.988136174,4844701.79962157
607004.592968626,4844702.51504398
607004.09764242,4844733.39090052
607048.863296311,4844734.10920602
607048.367760271,4844764.98506427
607227.268524403,4844767.8587044
607226.775728358,4844798.51243686
607249.158349824,4844798.87230321
607249.651248775,4844768.21857059
607294.41669788,4844768.93852839
607294.85262899,4844741.83885264
607361.900831248,4844739.14057624
607362.397814366,4844708.26471719
607451.92954451,4844709.70643271
607452.426939686,4844678.83057447
607631.410720154,4844681.71631174
607631.90894161,4844650.84045366
607944.950867001,4844655.89912104
607944.451195938,4844686.77498133
607966.834234938,4844687.13724963
607967.334009651,4844656.26138917
608034.483438281,4844657.34864441
608034.979923675,4844626.69491337
608101.968631505,4844627.78023464
608102.469022273,4844596.90437606
608236.769124034,4844599.0822627
608237.270134133,4844568.20640461
608304.259465471,4844569.29374722
608304.760783208,4844538.41789006
608349.527900001,4844539.14490251
608349.894119897,4844516.59886361
608351.028851678,4844446.73946708
608373.412720449,4844447.10308553
608375.920786969,4844292.72384007
608398.305174078,4844293.08753287
608399.310394706,4844231.22478014
608421.69498959,4844231.58854776
608422.196797339,4844200.71270548
608533.95925072,4844202.53004988
608533.456925502,4844233.40589296
608645.460424692,4844235.2290453
608644.955769511,4844266.21595481
608667.098702391,4844266.57661399
608666.595750907,4844297.4524609
608664.080954892,4844451.83171675
608641.938637173,4844451.47105662
608640.941950207,4844512.66744744
608618.558285481,4844512.30292725
608617.044554636,4844605.26369812
608594.580686435,4844604.89794177
608593.578961091,4844666.42753885
608571.195815212,4844666.06316842
608569.688094388,4844758.69076696
608592.070929314,4844759.05513787
608591.069178387,4844820.58474911
608680.431428035,4844822.48461879
608679.935565492,4844852.91623431
608702.318090777,4844853.28098087
608700.301624587,4844977.00661504
608677.919514667,4844976.64186785
608677.423639461,4845007.07349037
608699.805647217,4845007.43823772
608698.292357744,4845100.28801474
608743.13625987,4845101.01904854
608742.632823969,4845131.89493451
608832.159195573,4845133.35528009
608831.658967313,4845164.00903942
608853.879439678,4845164.37168568
608853.375481094,4845195.24757529
608898.138254672,4845195.97834876
608897.634086191,4845226.85424012
608964.777936448,4845227.95096437
608964.273454407,4845258.8268576
609254.906771928,4845263.58187039
609254.4009412,4845294.45776712
609410.907473505,4845297.02361121
609410.4009153,4845327.8995105
609544.686766933,4845330.10399796
609544.183232967,4845360.75777083
609655.926584468,4845362.59426331
609656.430632281,4845331.94048964
609678.811608534,4845332.30854238
609679.065509563,4845316.87059161
609679.319409943,4845301.43264117
609701.780997463,4845301.80209323
609702.28890031,4845270.92619329
609724.670084135,4845271.29439626
609725.686089359,4845209.54260031
609747.825954805,4845209.90690348
609748.838499344,4845148.37724163
609771.22009729,4845148.74559344
609771.728297028,4845117.86970011
609794.109998759,4845118.2381269
609794.618299556,4845087.36223484
609884.22603234,4845088.83801925
609884.738405343,4845057.73999926
609996.486937432,4845059.58210721
609996.996165562,4845028.70621654
610064.142209751,4845029.81397431
610064.644414808,4844999.38234199
610087.026531937,4844999.75174471
610087.536169524,4844968.87585622
610109.918390423,4844969.24533392
610110.941532247,4844907.27143223
610133.162936665,4844907.63832583
610133.67277298,4844876.76244131
610146.313268133,4844876.97117823
610156.055305826,4844877.13206827
610157.071509356,4844815.60243178
610179.454248889,4844815.97213355
610180.474317917,4844754.22037379
610202.857264884,4844754.59015038
610203.367399138,4844723.71427248
610225.750449866,4844724.08412405
610227.277477218,4844631.67862693
610249.66083827,4844632.04855316
610250.171169408,4844601.17268061
610272.554634242,4844601.54268182
610272.855752821,4844583.32813886
610273.06506642,4844570.66681051
610299.313423847,4844571.10079235
610317.671170851,4844571.4043748
610318.348351047,4844540.19797499
610340.570991026,4844540.56553753
610345.670896386,4844232.25116919
610323.447228872,4844231.88360826
610324.301889873,4844170.46242998
610302.0780178,4844170.09494397
610302.588517103,4844139.21909241
610280.203498948,4844138.84901849
610281.226118369,4844076.98625572
610258.840892665,4844076.61625728
610259.865129488,4844014.64243637
610237.479695888,4844014.27251339
610237.980695392,4843983.95199034
610076.853158224,4843981.29156136
609991.900860973,4843979.89045374
609992.411725464,4843948.9035488
609970.026087485,4843948.53452729
609971.047600575,4843886.56072201
609948.661754695,4843886.19177598
609949.170573018,4843855.3159398
609926.9456736,4843854.94972254
609927.825854942,4843801.52786576
609928.468144517,4843762.54435134
609950.693351869,4843762.91056812
609951.202159798,4843732.03473762
609973.588523117,4843732.40368284
609974.097432078,4843701.52785362
610018.870366359,4843702.26596917
610019.379479986,4843671.39014102
610041.766050929,4843671.75931134
610042.27160218,4843641.10561272
610064.658276135,4843641.47485803
610065.167591838,4843610.59903239
610087.554369554,4843610.96835267
610088.063786285,4843580.09252831
