NUTS YYYY MM 0 BAREA
BG423 2006 08 5 30.869
BG423 2007 08 5 18.1706
BG424 2005 08 2 0.289737
BG424 2006 08 2 0.415581
BG424 2007 08 5 1.38762
BG425 2006 08 4 0.710985
BG425 2007 08 4 0.73277
CY000 2000 08 4 277.404
CY000 2001 08 4 258.869
CY000 2002 08 3 863.556
CY000 2003 08 4 511.32
CY000 2004 08 3 59.2979
CY000 2005 08 3 343.746
CY000 2006 08 5 40.6708
CZ020 2006 08 2 0.0108734
CZ032 2006 08 3 0.0871045
CZ041 2006 08 3 0.247137
CZ042 2006 08 2 0.00342008
CZ051 2006 08 4 0.0422898
CZ053 2006 08 2 0.0143413
CZ071 2006 08 3 0.0133259
CZ080 2006 08 2 0.00515456
DE121 2003 08 2 0.162159
DE122 2000 08 4 0.593662
DE122 2003 08 2 0.866864
DE123 2000 08 3 0.0606876
DE123 2003 08 5 0.392577
DE124 2003 08 2 0.0609876
DE126 2003 08 4 0.182073
DE127 2003 08 3 0.112151
DE128 2003 08 2 3.89687
DE129 2000 08 2 0.024801
DE129 2002 08 2 1.00398
DE129 2003 08 2 0.866864
DE12C 2003 08 2 0.228436
DE135 2000 08 3 0.28563
DE13A 2006 08 3 0.528195
DE412 1998 08 2 0.913361
DE412 1999 08 3 3.10461
DE412 2000 08 2 4.01822
DE412 2003 08 2 0.839962
DE412 2004 08 2 0.368142
DE412 2006 08 2 0.214044
DE413 1998 08 2 0.267596
DE413 1999 08 5 0.371798
DE413 2002 08 2 0.0126309
DE413 2003 08 4 0.105572
DE414 1998 08 4 0.49688
DE414 1999 08 2 0.0088249
DE414 2000 08 2 2.10543
DE414 2002 08 2 0.347406
DE414 2003 08 3 1.75443
DE414 2006 08 2 0.0490289
DE415 1998 08 3 1.21651
DE415 1999 08 3 11.2052
DE415 2000 08 4 0.0271066
DE415 2001 08 4 0.400608
DE415 2002 08 4 0.199384
DE415 2003 08 5 1.02374
DE415 2004 08 2 0.26141
DE416 1998 08 3 0.260007
DE416 1999 08 4 0.593951
DE416 2003 08 4 0.964785
DE416 2004 08 2 0.00156981
DE417 1998 08 2 0.227174
DE417 1999 08 2 0.0310437
DE417 2000 08 2 0.0629067
DE417 2003 08 4 0.157456
DE417 2004 08 3 0.387086
DE418 1998 08 5 0.863216
DE418 1999 08 2 0.0216208
DE418 2002 08 2 0.0269474
DE418 2003 08 5 1.82489
DE418 2005 08 2 0.000818049
DE421 1998 08 3 0.228295
DE421 1999 08 3 1.63382
DE421 2003 08 2 2.93714
DE421 2004 08 2 0.0591344
DE422 1999 08 2 0.281546
DE422 2003 08 4 0.107948
DE422 2004 08 2 2.57984
DE422 2006 08 4 0.0187947
DE423 2003 08 3 0.793549
DE424 1998 08 2 0.355448
DE424 1999 08 3 10.2854
DE424 2000 08 5 6.84759
DE424 2001 08 3 0.130738
DE424 2002 08 5 1.01519
DE424 2003 08 4 2.65389
DE424 2004 08 4 0.0923612
DE424 2006 08 3 1.4451
DE425 1998 08 3 0.366289
DE425 1999 08 3 0.464032
DE425 2000 08 4 4.67528
DE425 2001 08 2 0.0421668
BG314 2006 09 2 0.302142
BG323 2006 09 2 0.759697
BG323 2007 09 2 0.218432
BG325 2006 09 2 0.249886
BG331 2006 09 3 0.215108
BG331 2007 09 4 1.45601
BG341 2006 09 3 0.40148
BG341 2007 09 2 23.2366
BG342 2006 09 2 14.3074
BG343 2007 09 2 1.12145
BG344 2006 09 5 18.4984
BG344 2007 09 2 2.61198
BG411 2006 09 3 0.769804
BG412 2006 09 5 15.6847
BG413 2006 09 3 12.0215
BG413 2007 09 2 1.542
BG414 2006 09 2 4.62588
BG414 2007 09 2 4.46241
BG415 2006 09 3 2.58218
BG415 2007 09 2 19.5612
BG421 2006 09 4 61.2472
BG422 2005 09 4 5.53105
BG422 2006 09 2 610.552
BG423 2006 09 5 58.8844
BG423 2007 09 2 1.00679
BG424 2006 09 4 21.6579
BG424 2007 09 3 3.73571
BG425 2005 09 4 0.186785
BG425 2006 09 4 1.90201
BG425 2007 09 3 2.6549
CY000 2000 09 4 113.68
CY000 2001 09 4 55.9374
CY000 2002 09 3 184.671
CY000 2003 09 4 210.032
CY000 2004 09 3 91.8522
CY000 2005 09 3 33.1192
CY000 2006 09 5 195.93
CZ010 2006 09 3 0.0131662
CZ020 2006 09 2 1.43463
CZ031 2006 09 3 0.120826
CZ032 2006 09 3 0.577752
CZ041 2006 09 2 0.0297836
CZ042 2006 09 2 2.18124
CZ051 2006 09 4 0.283525
CZ052 2006 09 5 0.0859136
CZ053 2006 09 3 2.51401
CZ061 2006 09 4 0.533612
CZ062 2006 09 3 0.89482
CZ071 2006 09 3 0.197024
CZ072 2006 09 2 0.171342
CZ080 2006 09 2 0.0758536
DE124 2003 09 2 0.0136845
DE127 2003 09 2 0.0655755
DE128 1999 09 2 0.00695462
DE128 2001 09 3 0.076065
DE129 2003 09 2 0.35396
DE12A 2003 09 2 0.0487216
DE12C 2003 09 2 0.0426462
DE133 2006 09 2 0.106198
DE134 2000 09 2 0.149855
DE411 1999 09 2 0.199858
DE412 1998 09 2 0.0146242
DE412 1999 09 3 0.901185
DE412 2002 09 3 0.195143
DE412 2003 09 2 0.026047
DE412 2004 09 2 0.00530336
DE412 2006 09 2 0.219423
DE413 1999 09 4 0.41315
DE413 2006 09 2 0.299483
DE414 1999 09 5 0.220678
DE414 2002 09 3 1.27069
DE414 2006 09 3 0.694654
DE415 1999 09 3 6.63033
DE415 2003 09 5 2.54038
DE415 2004 09 3 0.0237742
DE415 2006 09 3 2.31642
DE416 1999 09 2 0.347715
DE416 2002 09 2 0.0350267
DE417 2004 09 2 0.00288114
DE418 1999 09 2 0.141783
DE418 2005 09 2 0.0140452
DE422 1999 09 3 1.69918
DE422 2002 09 2 0.0399912
DE423 1999 09 2 0.00682225
DE423 2005 09 2 0.0324514
DE424 1998 09 2 0.0572774
DE424 1999 09 2 0.0148084
DE424 2002 09 4 0.0776358
DE424 2003 09 4 3.85167
DE424 2004 09 4 0.393816
DE424 2006 09 3 0.155371
DE425 1999 09 3 0.693728
DE425 2000 09 3 0.194243
BG312 2006 10 2 0.293182
BG325 2007 10 2 4.28359
BG331 2007 10 3 1.16162
BG342 2007 10 2 4.33875
BG411 2006 10 2 0.861993
BG412 2006 10 2 0.0838813
BG413 2005 10 2 1.18454
BG413 2007 10 2 10.4395
BG414 2006 10 2 0.276052
BG415 2006 10 3 3.36504
BG415 2007 10 3 3.67903
BG421 2005 10 2 1.48457
BG423 2006 10 2 0.665435
BG424 2005 10 4 0.870632
CY000 2000 10 4 265.5
CY000 2001 10 4 74.6056
CY000 2002 10 3 374.937
CY000 2003 10 4 681.85
CY000 2004 10 3 93.4021
CY000 2005 10 3 58.553
CY000 2006 10 5 14.6292
CZ020 2006 10 2 0.117046
CZ031 2006 10 4 0.00803731
CZ032 2006 10 3 0.0238921
CZ041 2006 10 2 0.00172912
CZ042 2006 10 4 0.220816
CZ051 2006 10 4 0.0121199
CZ052 2006 10 5 1.63926
CZ061 2006 10 4 0.164172
CZ062 2006 10 3 4.11491
CZ071 2006 10 2 0.0410324
CZ072 2006 10 2 0.00245432
CZ080 2006 10 2 1.98264
DE134 2006 10 2 0.052098
DE13A 2006 10 2 0.216715
DE413 1999 10 2 0.0088951
DE413 2006 10 2 0.134471
DE414 1999 10 3 0.0750015
DE414 2002 10 2 0.0957212
DE421 1999 10 2 0.0805432
BG311 2006 11 2 0.600812
BG312 2006 11 5 92.0624
BG313 2006 11 2 0.347652
BG315 2006 11 3 31.5821
BG321 2006 11 2 1.01262
BG322 2006 11 2 0.248026
BG411 2006 11 2 0.119801
BG412 2006 11 2 0.582587
BG413 2005 11 2 26.345
BG415 2005 11 2 0.132618
BG415 2006 11 2 2.91194
BG421 2006 11 3 36.602
BG423 2006 11 5 5.24478
BG424 2006 11 4 5.92479
CY000 2000 11 4 353.015
CY000 2001 11 4 5.39532
CY000 2002 11 3 139.895
CY000 2003 11 4 34.2503
CY000 2004 11 3 9.49625
CY000 2005 11 3 23.5366
CZ020 2006 11 2 0.166974
CZ031 2006 11 5 0.28404
CZ032 2006 11 3 0.00869638
CZ041 2006 11 2 0.0129302
CZ061 2006 11 3 0.0755874
DE128 1999 11 2 0.00687936
DE413 2006 11 2 0.00139426
BG312 2006 12 3 29.1471
BG315 2006 12 3 123.5
BG333 2006 12 2 11.3134
BG334 2006 12 2 1.39199
BG412 2006 12 2 49.6206
BG415 2006 12 2 0.794779
BG423 2006 12 3 19.0336
BG424 2006 12 3 1.67281
CY000 2000 12 5 16.7437
CY000 2002 12 4 0.32389
CY000 2003 12 4 3.02977
CY000 2004 12 2 0.278038
CY000 2005 12 4 0.0628105
CY000 2006 12 3 0.845538
CZ020 2006 12 2 0.00132759
CZ031 2006 12 5 0.691518
CZ032 2006 12 3 0.0428257
CZ061 2006 12 4 0.0398106
CZ062 2006 12 2 0.00152595
