NUTS YYYY MM 0 BAREA
BG323 2007 05 2 0.346974
BG323 2007 07 2 10.9846
BG323 2007 09 2 0.218432
BG324 2007 01 2 1.83585
BG324 2007 05 2 0.0708554
BG324 2007 06 2 3.00246
BG324 2007 07 2 31.0683
BG325 2007 03 3 50.6905
BG325 2007 07 3 139.212
BG325 2007 10 2 4.28359
BG331 2007 01 3 14.9751
BG331 2007 02 3 2.17089
BG331 2007 03 3 54.6886
BG331 2007 04 3 3.46769
BG331 2007 05 3 5.26728
BG331 2007 06 3 17.715
BG331 2007 07 3 635.74
BG331 2007 08 5 5.69637
BG331 2007 09 4 1.45601
BG331 2007 10 3 1.16162
BG332 2007 03 2 0.464604
BG332 2007 04 2 0.135462
BG332 2007 06 2 6.04419
BG332 2007 07 2 81.8419
BG333 2007 01 4 24.929
BG333 2007 02 2 2.23803
BG333 2007 03 5 39.8419
BG333 2007 04 5 49.7954
BG333 2007 05 5 13.0934
BG333 2007 07 5 57.5293
BG333 2007 08 5 35.7814
BG334 2007 03 3 27.6829
BG334 2007 04 3 0.517585
BG334 2007 05 2 0.647435
BG334 2007 06 2 0.140486
BG334 2007 07 2 27.4913
BG341 2007 01 3 1.66492
BG341 2007 03 5 6.8906
BG341 2007 04 3 0.315852
BG341 2007 05 4 62.2719
BG341 2007 06 4 293.251
BG341 2007 07 4 1057.39
BG341 2007 08 4 141.546
BG341 2007 09 2 23.2366
BG342 2007 01 2 0.30804
BG342 2007 03 2 128.902
BG342 2007 04 2 291.04
BG342 2007 05 2 0.0792935
BG342 2007 07 2 860.014
BG342 2007 08 3 4.4406
BG342 2007 10 2 4.33875
BG343 2007 06 4 205.937
BG343 2007 07 4 193.754
BG343 2007 08 5 1154.31
BG343 2007 09 2 1.12145
BG344 2007 03 5 1.85917
BG344 2007 04 5 4.82415
BG344 2007 05 2 3.05647
BG344 2007 06 3 1.7138
BG344 2007 07 3 5720.55
BG344 2007 08 3 59.9997
BG344 2007 09 2 2.61198
BG411 2007 01 2 0.125264
BG411 2007 03 2 19.4587
BG411 2007 04 4 1.18276
BG411 2007 05 2 0.202724
BG411 2007 07 4 4.77007
BG412 2007 01 2 357.321
BG412 2007 02 5 15.001
BG412 2007 03 5 1563.86
BG412 2007 04 5 1118.17
BG412 2007 05 5 79.8004
BG412 2007 06 3 15.4517
BG412 2007 07 3 1100.8
BG412 2007 08 4 12.9193
BG413 2007 01 3 5.14457
BG413 2007 02 2 4.04579
BG413 2007 03 2 91.8944
BG413 2007 04 2 64.757
BG413 2007 05 2 1.60664
BG413 2007 06 2 7.62226
BG413 2007 07 2 158.693
BG413 2007 08 2 10.7716
BG413 2007 09 2 1.542
BG413 2007 10 2 10.4395
BG414 2007 01 4 4.30643
BG414 2007 02 4 4.16793
BG414 2007 03 4 495.007
BG414 2007 04 4 78.332
BG414 2007 05 4 2.15944
BG414 2007 07 3 25.7131
BG414 2007 08 2 0.734826
BG414 2007 09 2 4.46241
BG415 2007 01 3 20.5053
BG415 2007 02 5 5.29747
BG415 2007 03 5 106.259
BG415 2007 04 5 316.271
BG415 2007 05 3 0.323577
BG415 2007 06 4 21.6512
BG415 2007 07 4 888.636
BG415 2007 08 4 5.12635
BG415 2007 09 2 19.5612
BG415 2007 10 3 3.67903
BG421 2007 01 3 16.6377
BG421 2007 02 3 36.8495
BG421 2007 03 3 284.924
BG421 2007 04 3 200.269
BG421 2007 05 4 2.23446
BG421 2007 06 4 14.21
BG421 2007 07 4 626.222
BG421 2007 08 4 247.26
BG422 2007 01 4 1.13109
BG422 2007 02 3 4.25846
BG422 2007 03 3 51.2923
BG422 2007 04 2 1.36679
BG422 2007 06 4 60.5828
BG422 2007 07 4 5106.58
BG422 2007 08 4 12972.6
BG423 2007 01 3 330.791
BG423 2007 02 2 0.745402
BG423 2007 03 2 180.982
BG423 2007 04 2 62.7641
BG423 2007 05 4 0.452272
BG423 2007 06 3 29.5529
BG423 2007 07 3 1421.17
BG423 2007 08 5 18.1706
BG423 2007 09 2 1.00679
BG424 2007 01 5 4.48651
BG424 2007 02 3 5.26365
BG424 2007 03 3 13.9579
BG424 2007 04 3 16.2728
BG424 2007 05 5 0.54032
BG424 2007 07 5 319.625
BG424 2007 08 5 1.38762
BG424 2007 09 3 3.73571
BG425 2007 01 5 1.0197
BG425 2007 02 2 0.134967
BG425 2007 03 2 6.44724
BG425 2007 04 2 9.75379
BG425 2007 05 3 0.422148
BG425 2007 06 2 1.69251
BG425 2007 07 2 34.3116
BG425 2007 08 4 0.73277
BG425 2007 09 3 2.6549
NUTS YYYY MM 0 BAREA
BG311 2007 01 3 65.8331
BG312 2007 01 3 114.535
BG313 2007 01 2 205.374
BG315 2007 01 3 97.1538
BG321 2007 01 2 34.6964
BG322 2007 01 2 25.6421
BG324 2007 01 2 1.83585
BG331 2005 01 2 0.901016
BG331 2007 01 3 14.9751
BG333 2007 01 4 24.929
BG341 2007 01 3 1.66492
BG342 2007 01 2 0.30804
BG344 2005 01 3 4.74859
BG411 2007 01 2 0.125264
BG412 2006 01 2 0.863629
BG412 2007 01 2 357.321
BG413 2007 01 3 5.14457
BG414 2007 01 4 4.30643
BG415 2005 01 3 3.05667
BG415 2007 01 3 20.5053
BG421 2005 01 2 0.65647
BG421 2006 01 3 0.481229
BG421 2007 01 3 16.6377
BG422 2006 01 5 10.3281
BG422 2007 01 4 1.13109
BG423 2005 01 2 1.24759
BG423 2006 01 3 8.83021
BG423 2007 01 3 330.791
BG424 2007 01 5 4.48651
BG425 2007 01 5 1.0197
CY000 2000 01 3 0.20086
CY000 2001 01 4 0.762476
CY000 2005 01 2 4.33947
CZ020 2006 01 2 0.00492811
BG311 2007 02 3 9.78246
BG312 2007 02 3 17.3247
BG313 2007 02 2 103.186
BG315 2007 02 3 72.1268
BG321 2007 02 2 15.8478
BG322 2007 02 3 2.47755
BG331 2007 02 3 2.17089
BG333 2007 02 2 2.23803
BG341 2006 02 2 5.0424
BG412 2005 02 3 54.2146
BG412 2007 02 5 15.001
BG413 2006 02 2 42.3976
BG413 2007 02 2 4.04579
BG414 2007 02 4 4.16793
BG415 2006 02 4 4.00813
BG415 2007 02 5 5.29747
BG421 2007 02 3 36.8495
BG422 2006 02 3 0.89011
BG422 2007 02 3 4.25846
BG423 2006 02 4 29.5281
BG423 2007 02 2 0.745402
BG424 2007 02 3 5.26365
BG425 2007 02 2 0.134967
CY000 2000 02 4 4.65991
CY000 2001 02 4 2.80746
CY000 2002 02 4 0.231972
CY000 2004 02 3 0.955392
CY000 2005 02 2 0.129616
CY000 2006 02 3 0.587406
DE415 1998 02 3 0.20879
DE415 2003 02 2 0.0120666
DE424 1998 02 2 1.02572
DE424 2004 02 2 0.289952
DE425 2002 02 2 0.0125149
BG312 2007 03 3 322.063
BG313 2005 03 2 48.0927
BG313 2006 03 2 6.13806
BG313 2007 03 2 394.699
BG314 2005 03 4 2.21985
BG314 2007 03 2 31.1266
BG315 2005 03 2 125.772
BG315 2007 03 3 1825.58
BG321 2005 03 3 59.201
BG321 2006 03 2 6.28263
BG321 2007 03 2 128.72
BG322 2005 03 3 6.33855
BG322 2006 03 3 1.85972
BG322 2007 03 3 23.3933
BG323 2005 03 3 8.98824
BG323 2006 03 2 2.67472
BG324 2005 03 2 0.97613
BG325 2007 03 3 50.6905
BG331 2005 03 2 2.26082
BG331 2006 03 2 2.93096
BG331 2007 03 3 54.6886
BG332 2006 03 3 1.74459
BG332 2007 03 2 0.464604
BG333 2005 03 2 28.8306
BG333 2006 03 3 19.6429
BG333 2007 03 5 39.8419
BG334 2007 03 3 27.6829
BG341 2005 03 3 621.824
BG341 2007 03 5 6.8906
BG342 2007 03 2 128.902
BG343 2005 03 2 3.71163
BG344 2005 03 2 7.04468
BG344 2007 03 5 1.85917
BG411 2005 03 2 1.01033
BG411 2007 03 2 19.4587
BG412 2005 03 3 55.5808
BG412 2006 03 2 25.9191
BG412 2007 03 5 1563.86
BG413 2005 03 4 51.1086
BG413 2006 03 4 5.38129
BG413 2007 03 2 91.8944
BG414 2005 03 3 5.75175
BG414 2006 03 3 44.5425
BG414 2007 03 4 495.007
BG415 2005 03 3 17.5467
BG415 2006 03 3 2.46103
BG415 2007 03 5 106.259
BG421 2005 03 4 2.98041
BG421 2006 03 3 30.1665
BG421 2007 03 3 284.924
BG422 2005 03 4 12.6289
BG422 2006 03 4 20.2
BG422 2007 03 3 51.2923
BG423 2005 03 2 57.5449
BG423 2006 03 4 7.75145
BG423 2007 03 2 180.982
BG424 2005 03 2 1.77938
BG424 2006 03 4 5.44071
BG424 2007 03 3 13.9579
BG425 2005 03 3 0.188194
BG425 2007 03 2 6.44724
CY000 2000 03 4 11.1362
CY000 2001 03 4 4.05461
CY000 2002 03 4 0.958884
CY000 2004 03 3 6.49885
CY000 2005 03 2 14.916
CY000 2006 03 3 83.1106
CZ020 2004 03 2 24.0416
CZ051 2006 03 2 0.00259678
DE122 2006 03 2 0.0938842
DE123 1999 03 2 1.03189
DE124 1997 03 2 1.28501
DE124 1998 03 2 0.0796515
DE124 2003 03 2 0.255276
DE126 1999 03 2 0.161851
DE126 2003 03 2 0.0330138
DE129 1997 03 2 0.297982
DE12A 1997 03 2 0.0815152
DE12A 2003 03 2 0.278345
DE12C 2003 03 3 0.158382
DE412 2002 03 4 1.01587
DE412 2003 03 4 1.72301
DE412 2005 03 2 0.556955
DE413 1998 03 2 0.108482
DE413 2002 03 3 0.612798
DE413 2003 03 2 5.2789
DE413 2005 03 2 0.0187005
DE414 1998 03 2 0.363849
DE414 2003 03 3 1.18491
DE414 2004 03 4 1.97627
DE415 1998 03 3 0.0162351
DE415 1999 03 2 0.0101451
DE415 2003 03 5 0.27744
DE415 2005 03 2 0.0212352
DE417 2003 03 4 1.81684
DE418 1998 03 4 3.13756
DE418 2003 03 4 55.2122
DE418 2005 03 2 0.898471
DE421 1998 03 2 0.0716028
DE422 1998 03 2 0.284016
DE422 2003 03 2 2.26865
DE424 1998 03 2 0.637232
DE424 1999 03 2 0.363183
DE424 2000 03 2 0.0275338
DE424 2002 03 2 0.0234896
DE424 2003 03 3 0.113966
DE424 2004 03 3 1.71752
DE425 1998 03 3 0.29827
DE425 1999 03 3 0.18435
DE425 2002 03 2 0.492932
BG311 2005 04 2 0.282594
BG311 2007 04 2 44.4997
BG312 2005 04 3 10.6419
BG312 2007 04 3 521.189
BG313 2007 04 5 36.6292
BG315 2005 04 2 95.5232
BG315 2006 04 2 36.2185
BG315 2007 04 3 709.847
BG321 2005 04 2 0.562725
BG321 2007 04 2 44.5743
BG322 2005 04 2 5.45605
BG322 2007 04 3 61.2729
BG323 2005 04 2 3.04655
BG323 2007 04 5 2.25699
BG324 2005 04 2 2.06119
BG324 2006 04 2 0.64145
BG325 2005 04 2 1.34959
BG331 2005 04 2 13.956
BG331 2006 04 3 1.89504
BG331 2007 04 3 3.46769
BG332 2005 04 2 4.7556
BG332 2007 04 2 0.135462
BG333 2005 04 4 4.97396
BG333 2007 04 5 49.7954
BG334 2007 04 3 0.517585
BG341 2005 04 4 9.6126
BG341 2006 04 2 0.395691
BG341 2007 04 3 0.315852
BG342 2007 04 2 291.04
BG343 2005 04 2 4.73784
BG343 2006 04 2 0.704769
BG344 2005 04 4 138.517
BG344 2007 04 5 4.82415
BG411 2005 04 2 28.9588
BG411 2007 04 4 1.18276
BG412 2005 04 3 221.366
BG412 2006 04 4 0.878514
BG412 2007 04 5 1118.17
BG413 2005 04 5 33.3638
BG413 2006 04 3 2.72704
BG413 2007 04 2 64.757
BG414 2006 04 2 0.139433
BG414 2007 04 4 78.332
BG415 2005 04 4 56.6121
BG415 2006 04 5 5.46104
BG415 2007 04 5 316.271
BG421 2005 04 3 2.42129
BG421 2006 04 3 14.1157
BG421 2007 04 3 200.269
BG422 2005 04 4 73.5618
BG422 2006 04 3 7.0596
BG422 2007 04 2 1.36679
BG423 2005 04 2 42.7673
BG423 2006 04 2 0.99176
BG423 2007 04 2 62.7641
BG424 2005 04 2 2.04622
BG424 2006 04 2 3.36076
BG424 2007 04 3 16.2728
BG425 2005 04 5 2.46982
BG425 2006 04 2 0.145462
BG425 2007 04 2 9.75379
CY000 2000 04 4 21.2907
CY000 2001 04 4 14.9135
CY000 2002 04 3 0.0165195
CY000 2003 04 4 1.47138
CY000 2004 04 3 10.9706
CY000 2005 04 3 21.183
CY000 2006 04 5 0.967452
CZ020 2006 04 2 10.8473
CZ031 2006 04 5 0.422728
CZ032 2004 04 2 13.5171
CZ032 2006 04 2 7.39193
CZ041 2006 04 2 9.24986
CZ042 2006 04 4 1.25128
CZ051 2006 04 4 0.194625
CZ052 2006 04 2 0.188787
CZ053 2006 04 2 0.0177711
CZ061 2006 04 3 1.59017
CZ062 2006 04 3 0.547727
CZ071 2006 04 2 7.06965
CZ072 2006 04 2 0.224868
CZ080 2005 04 2 10.6867
CZ080 2006 04 2 9.4722
DE122 2006 04 4 0.0366267
DE123 1998 04 2 0.434829
DE123 2003 04 3 0.114334
DE127 2003 04 3 1.72321
DE128 1997 04 2 0.340913
DE128 1999 04 2 2.56944
DE128 2003 04 2 0.218954
DE128 2006 04 2 0.139624
DE12A 2003 04 2 0.293185
DE12C 2003 04 3 0.17952
DE139 2006 04 2 3.5739
DE412 1999 04 2 2.83041
DE412 2000 04 5 0.838143
DE412 2002 04 5 3.68798
DE412 2003 04 4 21.0501
DE412 2004 04 2 0.0241236
DE412 2005 04 4 0.568387
DE412 2006 04 2 0.054478
DE413 1998 04 2 0.0403881
DE413 2000 04 3 0.104547
DE413 2002 04 2 0.00520623
DE413 2003 04 3 0.249118
DE413 2005 04 3 0.16555
DE413 2006 04 3 0.102182
DE414 2003 04 4 1.7882
DE414 2004 04 3 1.00275
DE414 2005 04 2 12.8237
DE415 1999 04 3 0.407166
DE415 2000 04 3 2.02227
DE415 2001 04 4 2.28365
DE415 2002 04 5 0.356472
DE415 2003 04 5 4.7018
DE415 2004 04 5 2.13174
DE415 2005 04 3 0.355172
DE416 2000 04 2 0.0309402
DE416 2002 04 2 0.0711995
DE416 2004 04 2 0.114188
DE416 2005 04 2 0.0285458
DE417 2003 04 3 0.0610802
DE417 2005 04 5 0.347789
DE418 1998 04 3 0.163528
DE418 2000 04 2 0.168472
DE418 2003 04 4 11.0773
DE418 2004 04 2 0.0111405
DE418 2005 04 2 0.027917
DE421 2000 04 2 0.0064867
DE421 2002 04 2 0.357042
DE421 2003 04 3 0.298498
DE421 2005 04 2 0.434154
DE422 2003 04 2 0.177208
DE423 2005 04 2 0.00996257
DE424 1998 04 4 1.60236
DE424 1999 04 2 0.980992
DE424 2000 04 4 0.52353
DE424 2002 04 3 0.256172
DE424 2003 04 3 18.619
DE424 2004 04 3 1.08551
DE424 2005 04 4 0.881837
DE425 1998 04 2 0.229308
DE425 1999 04 4 0.0638735
DE425 2000 04 4 1.83047
DE425 2001 04 2 0.0724194
DE425 2002 04 4 1.06466
BG312 2007 05 3 4.13178
BG313 2007 05 3 7.68499
BG314 2007 05 3 49.9327
BG315 2007 05 4 37.3087
BG321 2007 05 4 36.5963
BG323 2007 05 2 0.346974
BG324 2007 05 2 0.0708554
BG331 2007 05 3 5.26728
BG333 2007 05 5 13.0934
BG334 2007 05 2 0.647435
BG341 2006 05 3 0.4285
BG341 2007 05 4 62.2719
BG342 2007 05 2 0.0792935
BG343 2006 05 2 0.695017
BG344 2007 05 2 3.05647
BG411 2006 05 2 0.27316
BG411 2007 05 2 0.202724
BG412 2005 05 2 0.676884
BG412 2006 05 2 0.621264
BG412 2007 05 5 79.8004
BG413 2005 05 3 2.01096
BG413 2007 05 2 1.60664
BG414 2007 05 4 2.15944
BG415 2005 05 2 2.79797
BG415 2007 05 3 0.323577
BG421 2006 05 2 0.1245
BG421 2007 05 4 2.23446
BG423 2005 05 2 1.6553
BG423 2006 05 3 0.761956
BG423 2007 05 4 0.452272
BG424 2005 05 2 0.212858
BG424 2007 05 5 0.54032
BG425 2006 05 5 0.372905
BG425 2007 05 3 0.422148
CY000 2000 05 4 70.5618
CY000 2001 05 4 192.847
CY000 2002 05 3 27.1889
CY000 2003 05 4 123.587
CY000 2004 05 3 296.32
CY000 2005 05 3 398.663
CY000 2006 05 5 282.391
CZ010 2006 05 4 0.023707
CZ020 2006 05 2 18.1471
CZ031 2006 05 5 3.01639
CZ032 2006 05 2 0.650117
CZ041 2006 05 4 1.01741
CZ042 2006 05 4 7.61324
CZ051 2006 05 4 0.0434952
CZ053 2006 05 4 0.519223
CZ061 2006 05 4 0.0568428
CZ062 2006 05 2 0.0134157
DE121 1997 05 2 0.232016
DE122 1997 05 2 0.0637817
DE123 2003 05 2 0.0295618
DE124 2006 05 2 0.124872
DE125 1997 05 2 0.107349
DE128 1999 05 2 0.0157669
DE12A 1998 05 2 0.345525
DE13A 2006 05 3 0.58272
DE412 1998 05 3 1.22806
DE412 1999 05 5 0.252814
DE412 2000 05 5 0.316454
DE412 2001 05 4 0.389763
DE412 2002 05 3 0.0953768
DE412 2003 05 3 0.0309936
DE412 2004 05 2 0.347961
DE412 2005 05 4 1.19817
DE412 2006 05 5 0.691057
DE413 1998 05 3 0.0507124
DE413 1999 05 2 0.0545964
DE413 2000 05 5 0.162013
DE413 2003 05 2 0.00582479
DE413 2006 05 5 0.815426
DE414 1998 05 3 0.347403
DE414 2001 05 2 0.128885
DE414 2002 05 2 0.00790377
DE414 2003 05 5 0.742903
DE414 2005 05 3 0.182478
DE414 2006 05 5 1.88579
DE415 1998 05 3 1.74778
DE415 1999 05 3 2.39059
DE415 2000 05 3 16.2333
DE415 2001 05 4 3.72977
DE415 2003 05 5 2.60197
DE415 2004 05 2 0.59346
DE415 2005 05 4 0.167359
DE415 2006 05 4 0.535989
DE416 1999 05 4 1.69441
DE416 2000 05 2 0.207631
DE416 2001 05 2 0.0665954
DE416 2003 05 4 0.211562
DE416 2004 05 2 0.302628
DE416 2006 05 3 0.148617
DE417 1998 05 2 0.0931233
DE417 1999 05 2 0.0071362
DE417 2000 05 2 1.31603
DE417 2001 05 4 0.165737
DE417 2003 05 3 4.79446
DE417 2004 05 2 0.0439774
DE418 1998 05 3 2.43519
DE418 2000 05 2 11.9184
DE418 2004 05 2 0.0014667
DE418 2006 05 4 1.53076
DE421 1998 05 3 0.726903
DE421 1999 05 2 0.0139915
DE422 1998 05 2 0.0148151
DE422 2000 05 2 0.120523
DE423 1999 05 5 0.172255
DE424 1998 05 4 2.35991
DE424 1999 05 2 1.54027
DE424 2000 05 4 58.8432
DE424 2001 05 5 0.86585
DE424 2002 05 2 0.0119914
DE424 2003 05 3 1.72579
DE424 2004 05 5 0.442115
DE424 2005 05 4 3.08078
DE424 2006 05 4 3.19804
DE425 1998 05 2 2.33178
DE425 1999 05 4 4.56681
DE425 2000 05 4 1.73796
DE425 2001 05 2 0.66708
BG311 2007 06 2 30.5861
BG312 2007 06 2 5.94132
BG314 2007 06 2 5.50835
BG315 2005 06 2 3.70607
BG321 2007 06 3 0.207622
BG323 2006 06 2 3.01386
BG324 2007 06 2 3.00246
BG331 2005 06 2 0.0643451
BG331 2007 06 3 17.715
BG332 2007 06 2 6.04419
BG334 2007 06 2 0.140486
BG341 2005 06 2 1.6579
BG341 2007 06 4 293.251
BG343 2006 06 2 2.10271
BG343 2007 06 4 205.937
BG344 2007 06 3 1.7138
BG412 2007 06 3 15.4517
BG413 2005 06 3 7.07514
BG413 2006 06 2 1.86938
BG413 2007 06 2 7.62226
BG415 2007 06 4 21.6512
BG421 2006 06 5 4.00158
BG421 2007 06 4 14.21
BG422 2006 06 2 14.2214
BG422 2007 06 4 60.5828
BG423 2007 06 3 29.5529
BG424 2005 06 2 0.0870192
BG425 2005 06 2 0.27944
BG425 2006 06 3 0.132586
BG425 2007 06 2 1.69251
CY000 2000 06 4 8272.33
CY000 2001 06 4 3209
CY000 2002 06 3 115.975
CY000 2003 06 4 101.362
CY000 2004 06 3 403.587
CY000 2005 06 3 869.019
CY000 2006 06 5 358.534
CZ020 2006 06 2 3.5218
CZ031 2006 06 2 0.129287
CZ032 2006 06 2 0.576514
CZ042 2004 06 2 13.5526
CZ042 2006 06 4 0.928723
CZ051 2006 06 4 4.0513
CZ052 2006 06 2 0.539782
CZ053 2006 06 2 0.0620494
CZ061 2006 06 4 0.341234
CZ071 2006 06 2 0.00274927
CZ080 2006 06 3 1.14109
DE124 2000 06 3 0.041517
DE124 2003 06 2 0.142021
DE127 1999 06 2 0.164155
DE128 2003 06 2 0.0558414
DE128 2006 06 4 0.725333
DE129 2000 06 2 0.6598
DE12A 2000 06 2 0.615235
DE134 2006 06 2 0.108214
DE411 2003 06 2 0.376554
DE411 2005 06 2 0.0275849
DE412 1998 06 2 0.0130324
DE412 1999 06 3 0.0318186
DE412 2000 06 5 5.50617
DE412 2003 06 3 6.22654
DE412 2004 06 2 0.809932
DE412 2005 06 2 0.196609
DE412 2006 06 3 0.107348
DE413 2000 06 5 0.66888
DE413 2002 06 2 0.25516
DE414 1998 06 4 2.88662
DE414 2000 06 4 1.32272
DE414 2003 06 2 0.00525537
DE414 2005 06 2 0.051172
DE414 2006 06 3 0.470848
DE415 1998 06 3 0.0208709
DE415 1999 06 3 2.85613
DE415 2000 06 3 20.4108
DE415 2001 06 4 0.728217
DE415 2002 06 4 0.333388
DE415 2003 06 5 3.67264
DE415 2004 06 2 0.53308
DE415 2005 06 4 0.204903
DE415 2006 06 4 1.54183
DE416 1998 06 3 0.0236748
DE416 1999 06 3 0.0426324
DE416 2000 06 3 1.2754
DE416 2002 06 4 0.371055
DE416 2003 06 2 0.444991
DE417 1998 06 2 0.0117269
DE417 2000 06 2 0.477614
DE417 2003 06 3 3.27555
DE417 2005 06 4 1.28673
DE417 2006 06 2 0.13546
DE418 1998 06 3 0.370169
DE418 2002 06 2 0.0256104
DE421 1998 06 3 1.80126
DE421 2000 06 2 0.115743
DE422 1998 06 2 0.00614217
DE422 2000 06 2 0.251158
DE422 2001 06 2 0.0155788
DE423 1998 06 4 0.111207
DE424 1998 06 4 0.51498
DE424 1999 06 3 0.133988
DE424 2000 06 4 3.28863
DE424 2001 06 5 0.149352
DE424 2002 06 5 2.12954
DE424 2003 06 3 4.37626
DE424 2004 06 4 0.281393
DE424 2005 06 4 0.990736
DE424 2006 06 4 0.276527
DE425 1998 06 5 1.14979
DE425 1999 06 3 0.0706978
DE425 2000 06 4 3.1973
BG311 2007 07 2 5534.21
BG312 2007 07 2 1117.64
BG313 2006 07 2 2.44256
BG313 2007 07 3 267.507
BG314 2006 07 3 2.58765
BG314 2007 07 2 1243.67
BG315 2007 07 4 2595.44
BG321 2007 07 3 736.828
BG322 2007 07 3 1142.19
BG323 2007 07 2 10.9846
BG324 2007 07 2 31.0683
BG325 2005 07 2 27.4231
BG325 2007 07 3 139.212
BG331 2006 07 3 9.86313
BG331 2007 07 3 635.74
BG332 2006 07 4 4.68026
BG332 2007 07 2 81.8419
BG333 2007 07 5 57.5293
BG334 2007 07 2 27.4913
BG341 2007 07 4 1057.39
BG342 2006 07 3 0.433358
BG342 2007 07 2 860.014
BG343 2007 07 4 193.754
BG344 2006 07 3 17.2738
BG344 2007 07 3 5720.55
BG411 2007 07 4 4.77007
BG412 2007 07 3 1100.8
BG413 2005 07 3 2.50366
BG413 2006 07 3 0.414349
BG413 2007 07 2 158.693
BG414 2007 07 3 25.7131
BG415 2005 07 2 0.229202
BG415 2007 07 4 888.636
BG421 2006 07 5 1
BG421 2007 07 4 626.222
BG422 2006 07 2 145.893
BG422 2007 07 4 5106.58
BG423 2005 07 3 0.436605
BG423 2006 07 4 3.2859
BG423 2007 07 3 1421.17
BG424 2007 07 5 319.625
BG425 2005 07 2 0.592672
BG425 2006 07 2 0.29301
BG425 2007 07 2 34.3116
CY000 2000 07 4 250.715
CY000 2001 07 4 1366.72
CY000 2002 07 3 59.9245
CY000 2003 07 4 392.476
CY000 2004 07 3 164.836
CY000 2005 07 3 30.7432
CY000 2006 07 5 261.244
CZ010 2006 07 4 0.0753943
CZ020 2006 07 2 10.1153
CZ031 2006 07 4 0.23045
CZ032 2006 07 2 0.573189
CZ041 2006 07 4 0.676825
CZ042 2006 07 4 261.418
CZ051 2006 07 4 5.56088
CZ052 2006 07 2 3.05991
CZ053 2006 07 2 3.76085
CZ061 2006 07 4 2.99631
CZ062 2006 07 2 1.62121
CZ071 2006 07 2 1.31209
CZ072 2006 07 5 1.48377
CZ080 2006 07 3 3.12406
DE124 2001 07 2 0.081426
DE124 2003 07 3 2.2447
DE126 2003 07 2 0.0148902
DE128 1999 07 2 0.0745548
DE128 2003 07 2 0.0110147
DE129 2000 07 2 0.0145369
DE129 2001 07 2 0.965376
DE12A 2000 07 2 0.405126
DE133 2006 07 2 0.0855255
DE13A 2006 07 4 0.676899
DE411 2006 07 3 3.44542
DE412 1998 07 2 0.0611725
DE412 1999 07 3 1.23219
DE412 2000 07 3 0.161901
DE412 2001 07 5 0.231797
DE412 2002 07 2 0.414045
DE412 2003 07 2 0.155251
DE412 2006 07 3 1.93305
DE413 1999 07 5 1.81325
DE413 2001 07 4 0.088159
DE413 2002 07 3 2.655
DE413 2006 07 5 7.32987
DE414 1998 07 3 0.0392562
DE414 1999 07 4 3.66707
DE414 2000 07 2 0.0419649
DE414 2003 07 3 0.749055
DE414 2004 07 2 0.00795488
DE414 2006 07 4 11.9673
DE415 1998 07 3 0.27388
DE415 1999 07 3 1.95067
DE415 2001 07 4 2.60132
DE415 2002 07 4 0.645433
DE415 2003 07 5 1.35177
DE415 2004 07 2 0.191283
DE415 2005 07 4 0.221021
DE415 2006 07 4 45.7763
DE416 1999 07 2 0.0131683
DE416 2003 07 2 0.105896
DE416 2005 07 2 0.0706065
DE416 2006 07 2 0.398726
DE417 1999 07 4 0.84376
DE417 2003 07 4 0.673915
DE417 2006 07 3 0.30921
DE418 1998 07 3 3.51113
DE418 1999 07 3 0.548349
DE418 2003 07 2 0.108286
DE418 2005 07 2 0.0257342
DE418 2006 07 4 24.0147
DE421 2000 07 2 0.094456
DE421 2001 07 3 0.0997191
DE421 2003 07 2 0.0672547
DE421 2006 07 3 1.45406
DE422 2002 07 2 0.00517562
DE422 2003 07 2 0.01119
DE422 2006 07 5 2.55061
DE423 1999 07 2 0.0116017
DE424 1998 07 2 0.283466
DE424 1999 07 3 2.31606
DE424 2000 07 3 0.608496
DE424 2001 07 5 0.0507112
DE424 2002 07 5 2.31205
DE424 2003 07 4 11.2141
DE424 2004 07 4 0.141752
DE424 2006 07 4 6.28045
DE425 1999 07 3 0.0633972
DE425 2000 07 4 0.724873
BG313 2007 08 2 8.23134
BG314 2006 08 2 3.64928
BG314 2007 08 2 70.1061
BG321 2006 08 2 3.23006
BG321 2007 08 3 16.4847
BG322 2007 08 3 0.195825
BG323 2006 08 4 0.911752
BG324 2006 08 2 7.40875
BG325 2006 08 2 1.34587
BG331 2006 08 3 45.5238
BG331 2007 08 5 5.69637
BG332 2006 08 4 4.81496
BG333 2006 08 3 3.81421
BG333 2007 08 5 35.7814
BG334 2006 08 3 1.77483
BG341 2006 08 3 98.4393
BG341 2007 08 4 141.546
BG342 2006 08 4 41.8133
BG342 2007 08 3 4.4406
BG343 2006 08 4 26.7505
BG343 2007 08 5 1154.31
BG344 2006 08 4 3.55306
BG344 2007 08 3 59.9997
BG411 2006 08 5 1.57985
BG412 2006 08 5 5.98766
BG412 2007 08 4 12.9193
BG413 2005 08 3 2.27731
BG413 2006 08 3 22.1535
BG413 2007 08 2 10.7716
BG414 2007 08 2 0.734826
BG415 2005 08 4 1.65743
BG415 2006 08 2 0.755646
BG415 2007 08 4 5.12635
BG421 2006 08 4 1.44982
BG421 2007 08 4 247.26
BG422 2006 08 2 1127.15
BG422 2007 08 4 12972.6
BG423 2005 08 2 0.128153
