global_unique_identifier,latitude,longitude,scientific_name,observation_date,effort_distance_km,effort_area_ha,cartodb_id,created_at,updated_at
URN:CornellLabOfOrnithology:EBIRD:OBS90048155,0.003758,-78.678405,Lepidocolaptes lacrymiger,10/28/06,1.609,,233678,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS170263137,-0.3786822,-78.1600857,Lepidocolaptes lacrymiger,4/1/07,,,235396,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS168473155,3.5727024,-76.5745783,Lepidocolaptes lacrymiger,5/11/07,5,,235426,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS176659818,3.56285,-76.6041333,Lepidocolaptes lacrymiger,1/15/07,,,235710,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS205946598,4.3813513,-73.8087273,Lepidocolaptes lacrymiger,8/14/07,2,,236706,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS218826278,-0.6049235,-77.8880882,Lepidocolaptes lacrymiger,1/21/07,6.437,,236873,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS218482492,-0.6049235,-77.8880882,Lepidocolaptes lacrymiger,1/21/07,6.437,,236893,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS217493469,-13.0643833,-71.5396167,Lepidocolaptes lacrymiger,5/10/07,6.437,,236963,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS46627577,-0.015922,-78.681206,Lepidocolaptes lacrymiger,3/10/07,2.414,,243897,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS57239207,-13.2586598,-71.3301086,Lepidocolaptes lacrymiger,8/17/07,8.047,,244516,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS57695691,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,7/28/07,,,244555,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS61787738,-0.1117873,-78.5848817,Lepidocolaptes lacrymiger,9/9/07,3.219,,244750,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS60156080,-0.015922,-78.681206,Lepidocolaptes lacrymiger,2/21/07,,,244772,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS76709668,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,10/16/07,,,245751,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS79849376,-0.4506944,-77.8601389,Lepidocolaptes lacrymiger,10/3/07,15,,245849,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS175642433,5.073373,-75.43783,Lepidocolaptes lacrymiger,2/26/08,,,246793,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS164749048,-0.664612,-77.840226,Lepidocolaptes lacrymiger,12/17/08,19.312,,248568,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS175641943,6.88,-75.134,Lepidocolaptes lacrymiger,3/3/08,,,249235,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS192996376,11.1241705,-74.0952301,Lepidocolaptes lacrymiger,12/7/08,,,249559,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS217360176,0.003758,-78.678405,Lepidocolaptes lacrymiger,8/10/08,,,249799,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS226226115,-0.0510693,-78.77841,Lepidocolaptes lacrymiger,6/25/08,5,,249985,2015-02-18 10:19:10.107835+00,2015-02-24 16:54:27.802396+00
URN:CornellLabOfOrnithology:EBIRD:OBS56920339,-5.6958833,-77.8074667,Lepidocolaptes lacrymiger,7/31/08,,,258632,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS58815863,5.0827198,-75.4092979,Lepidocolaptes lacrymiger,11/7/08,20,,258873,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS57521700,-0.015922,-78.681206,Lepidocolaptes lacrymiger,9/5/08,14,,259196,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS59891297,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,12/5/08,4.828,,260512,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS59891356,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,12/6/08,3.219,,260535,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS60618279,-0.0207474,-78.7432888,Lepidocolaptes lacrymiger,12/22/08,,,261061,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS58895697,4.71125,-75.494957,Lepidocolaptes lacrymiger,11/10/08,14,,261625,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS84669624,8.8227,-70.5282333,Lepidocolaptes lacrymiger,8/22/08,0.805,,262929,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS81606218,-4.4948845,-79.1325474,Lepidocolaptes lacrymiger,2/25/08,,,263176,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS88743401,-5.6630556,-77.9088889,Lepidocolaptes lacrymiger,8/18/08,6,,263560,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS114511035,-0.0222688,-78.736835,Lepidocolaptes lacrymiger,8/8/09,,,264380,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS94890993,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/22/08,,6.0703,264717,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176652876,5.073373,-75.43783,Lepidocolaptes lacrymiger,2/24/09,,,265992,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS201700958,6.3344659,-72.7371526,Lepidocolaptes lacrymiger,12/8/09,8.047,,266459,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS239667775,10.3801029,-72.918148,Lepidocolaptes lacrymiger,2/7/09,5,,267998,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS254201612,-4.0321027,-79.003742,Lepidocolaptes lacrymiger,11/3/09,,,268124,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS239675862,10.3790898,-72.9610634,Lepidocolaptes lacrymiger,2/19/09,7,,269273,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS254204099,-0.017452,-78.683279,Lepidocolaptes lacrymiger,11/21/09,,,269483,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS64891994,0.11838,-78.61205,Lepidocolaptes lacrymiger,2/14/09,1.8,,272715,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS68178852,6.8521911,-73.3768272,Lepidocolaptes lacrymiger,2/19/09,,20.2343,274116,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS72900553,-0.0527859,-78.7753201,Lepidocolaptes lacrymiger,7/9/09,15,,278520,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS78341909,11.122244,-74.079262,Lepidocolaptes lacrymiger,11/6/09,0.5,,285295,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS101171059,0.003758,-78.678405,Lepidocolaptes lacrymiger,10/21/10,6.437,,291531,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS87184604,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,5/7/09,3.219,,291680,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS101108879,11.122244,-74.079262,Lepidocolaptes lacrymiger,3/22/10,0.5,,294757,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS103026703,4.728472,-75.577949,Lepidocolaptes lacrymiger,11/11/10,5,,294763,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS101677616,-13.1182675,-71.5704346,Lepidocolaptes lacrymiger,8/7/10,16.093,,295442,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS103587752,11.112464,-74.0673351,Lepidocolaptes lacrymiger,12/2/10,16,,295757,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS112419902,5.8424375,-76.197567,Lepidocolaptes lacrymiger,11/16/10,4,,298445,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS120591164,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,8/16/10,9.656,,298712,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS104433311,11.09672,-74.076,Lepidocolaptes lacrymiger,11/25/10,6,,299603,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS117339255,10.3531699,-67.1238899,Lepidocolaptes lacrymiger,3/24/10,4,,300540,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS120500303,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,8/15/10,,16,300605,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176739635,11.1098,-74.0448,Lepidocolaptes lacrymiger,10/20/10,,,300731,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS179781915,10.368557,-67.1242787,Lepidocolaptes lacrymiger,7/5/10,10,,300792,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS225780202,5.5401205,-75.7963943,Lepidocolaptes lacrymiger,12/9/10,160.934,,302097,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS192849809,11.1241705,-74.0952301,Lepidocolaptes lacrymiger,2/12/10,,,302911,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS255346364,0.125927,-78.5964511,Lepidocolaptes lacrymiger,2/24/10,1.006,,305115,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS86360369,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,2/3/10,6,,309756,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS86384488,-0.0308132,-78.7644625,Lepidocolaptes lacrymiger,2/6/10,5,,309769,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS122537879,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,8/2/03,,,313620,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS124825530,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,2/17/98,,,314169,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS131353579,-0.026744,-78.763631,Lepidocolaptes lacrymiger,2/21/02,,,315824,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS124866272,-0.026744,-78.763631,Lepidocolaptes lacrymiger,2/20/98,,,315903,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS138209602,8.6218642,-71.0633607,Lepidocolaptes lacrymiger,5/6/89,,,318385,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS137213309,4.6133208,-74.354385,Lepidocolaptes lacrymiger,6/23/90,,,318945,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176664306,4.72895,-75.577607,Lepidocolaptes lacrymiger,9/7/02,,,325988,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176636881,4.703972,-75.537417,Lepidocolaptes lacrymiger,9/19/98,,,325990,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176649456,4.703972,-75.537417,Lepidocolaptes lacrymiger,3/12/00,,,326008,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176664147,4.69375,-75.498222,Lepidocolaptes lacrymiger,9/9/02,,,326009,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS237042085,1.1525,-77.9928333,Lepidocolaptes lacrymiger,3/9/04,4,,337964,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS226216328,-9.9302272,-75.7241678,Lepidocolaptes lacrymiger,6/28/85,,,338551,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS102147315,-16.3761034,-67.5144088,Lepidocolaptes lacrymiger,10/17/01,,,339403,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS137222169,11.112464,-74.0673351,Lepidocolaptes lacrymiger,1/15/89,,,346599,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS167354140,-0.0017166,-78.6888885,Lepidocolaptes lacrymiger,7/15/97,2.5,,352584,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS175228273,-10.6166667,-75.3333333,Lepidocolaptes lacrymiger,2/13/82,4,,354494,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176662968,4.72895,-75.577607,Lepidocolaptes lacrymiger,3/11/01,,,354781,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176649389,4.69375,-75.498222,Lepidocolaptes lacrymiger,3/13/00,,,354783,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176648975,11.111583,-74.054933,Lepidocolaptes lacrymiger,3/19/00,,,354843,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176650525,4.72895,-75.577607,Lepidocolaptes lacrymiger,3/11/00,,,354848,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176669985,3.5176,-76.6203,Lepidocolaptes lacrymiger,12/18/99,,,354887,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176637023,4.703972,-75.537417,Lepidocolaptes lacrymiger,9/17/98,,,354888,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS178663901,10.3690176,-67.5909777,Lepidocolaptes lacrymiger,3/1/99,20,,355215,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS199129357,8.8363999,-70.5802059,Lepidocolaptes lacrymiger,10/21/95,,,358354,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS207984071,7.630012,-72.4151802,Lepidocolaptes lacrymiger,1/29/96,,,359960,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS207232225,-0.6049235,-77.8880882,Lepidocolaptes lacrymiger,8/1/03,4,,361449,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS217261571,-9.6951729,-76.0867619,Lepidocolaptes lacrymiger,5/8/04,,,364364,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS223068647,-17.3254447,-66.24331,Lepidocolaptes lacrymiger,12/10/02,,,366623,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS238185140,3.5,-76.6333333,Lepidocolaptes lacrymiger,3/21/99,1.5,,367187,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS239437678,4.6474337,-75.6457186,Lepidocolaptes lacrymiger,12/7/02,5,,367388,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS244182019,-0.6229469,-77.8381348,Lepidocolaptes lacrymiger,9/15/94,,,368176,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS244710567,-0.0763736,-78.7516737,Lepidocolaptes lacrymiger,3/16/96,3.219,,368247,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS246224642,4.7109763,-75.4859447,Lepidocolaptes lacrymiger,10/7/89,5,,369100,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS239435867,4.6474337,-75.6457186,Lepidocolaptes lacrymiger,11/17/03,5,,370434,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS47817135,-5.672,-77.772167,Lepidocolaptes lacrymiger,9/19/02,,,372009,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS102611738,0.003758,-78.678405,Lepidocolaptes lacrymiger,6/19/02,,,386324,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS132703365,-17.144,-65.628,Lepidocolaptes lacrymiger,7/12/96,2.414,,391767,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS134569226,-0.4640815,-77.8892469,Lepidocolaptes lacrymiger,2/25/96,8.047,,392529,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS135761061,-16.193,-67.885,Lepidocolaptes lacrymiger,9/20/99,1.609,,392811,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS137681752,-17.1804404,-65.7814724,Lepidocolaptes lacrymiger,12/3/93,,,393676,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS138601211,0.0111862,-78.6829537,Lepidocolaptes lacrymiger,1/20/04,,,393900,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS138438644,-0.3716001,-78.0795478,Lepidocolaptes lacrymiger,1/14/04,,,394685,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS138758854,-0.5911896,-77.882201,Lepidocolaptes lacrymiger,1/28/04,,,394759,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS139368141,10.3690176,-67.5909777,Lepidocolaptes lacrymiger,1/24/95,3.219,,394906,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS144718752,-13.1134188,-71.5701929,Lepidocolaptes lacrymiger,7/20/02,,,395039,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS151786851,-17.1942744,-65.8113686,Lepidocolaptes lacrymiger,8/21/02,24.14,,396323,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS158510671,-16.633,-66.483,Lepidocolaptes lacrymiger,8/27/01,1,,397454,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS159076746,-13.1134188,-71.5701929,Lepidocolaptes lacrymiger,8/7/01,,,397522,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS167030619,3.433511,-76.6145668,Lepidocolaptes lacrymiger,7/4/75,8.047,,399103,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS167030534,3.5187125,-76.7183104,Lepidocolaptes lacrymiger,7/3/75,6.437,,399115,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS167030713,3.5,-76.6333333,Lepidocolaptes lacrymiger,7/5/75,3.219,,399134,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS169027877,-0.009803,-78.675227,Lepidocolaptes lacrymiger,10/27/00,40,,399733,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176662908,4.703972,-75.537417,Lepidocolaptes lacrymiger,3/12/01,,,401403,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS176635153,4.69375,-75.498222,Lepidocolaptes lacrymiger,4/30/95,,,401421,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS181183008,10.35,-67.6833333,Lepidocolaptes lacrymiger,3/6/02,5,,402685,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS183569712,-10.5666667,-75.3166667,Lepidocolaptes lacrymiger,3/13/82,4,,403222,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS183579726,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,6/18/03,0.322,,403223,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS183761765,4.4778565,-74.2593384,Lepidocolaptes lacrymiger,12/1/90,,,403305,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS203713021,-5.8343333,-77.9985,Lepidocolaptes lacrymiger,12/3/04,,,406688,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS203709138,-5.8343333,-77.9985,Lepidocolaptes lacrymiger,12/3/04,,,406719,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS206810895,-13.1543761,-71.9165039,Lepidocolaptes lacrymiger,1/1/80,300,,407951,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS54129945,-0.031929,-78.7312889,Lepidocolaptes lacrymiger,9/4/99,,10.1171,414100,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS59115568,-0.0830841,-78.7568665,Lepidocolaptes lacrymiger,7/7/01,,,415892,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS61572463,0.003758,-78.678405,Lepidocolaptes lacrymiger,10/28/04,,,417023,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS61571998,0.0185394,-78.8303375,Lepidocolaptes lacrymiger,10/26/04,,,417064,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS94925339,10.3690176,-67.5909777,Lepidocolaptes lacrymiger,11/5/91,12.874,,423452,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS96629233,10.4165447,-67.2854176,Lepidocolaptes lacrymiger,3/8/85,,,424011,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS132977389,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,2/22/05,,,425215,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS217951517,-0.015922,-78.681206,Lepidocolaptes lacrymiger,10/3/05,,,426439,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
URN:CornellLabOfOrnithology:EBIRD:OBS208045476,0.003758,-78.678405,Lepidocolaptes lacrymiger,12/4/05,,,427102,2015-02-18 10:19:10.107835+00,2015-02-24 16:59:15.23652+00
